,Complete,Fragmented,Missing,Total,Complete_BUSCO_perc
Thalassiosira_rotula_SRR1296990,99,109,221,429,0.230769230769
Hemiselmis_andersenii_SRR1296870,207,94,128,429,0.482517482517
Gloeochaete_wittrockiana_SRR1296981,317,42,70,429,0.738927738928
Pseudo-nitzschia_australis_SRR1296849,246,63,120,429,0.573426573427
Karenia_brevis_SRR1296854,220,68,141,429,0.512820512821
Lotharella_globosa_SRR1296868,268,55,106,429,0.624708624709
Emiliania_huxleyi_SRR1300233,121,88,220,429,0.282051282051
Chaetoceros_neogracile_SRR1296834,291,31,107,429,0.678321678322
Chattonella_subsalsa_SRR1300237,268,56,105,429,0.624708624709
Kryptoperidinium_foliaceum_SRR1296840,180,97,152,429,0.41958041958
Heterosigma_akashiwo_SRR1296858,96,71,262,429,0.223776223776
Alexandrium_fundyense_SRR1300214,83,28,318,429,0.193473193473
Heterosigma_akashiwo_SRR1296857,105,84,240,429,0.244755244755
Oxyrrhis_marina_SRR1300320,43,49,337,429,0.100233100233
Porphyridium_aerugineum_SRR1296983,188,88,153,429,0.438228438228
Perkinsus_chesapeaki_SRR1300220,30,94,305,429,0.0699300699301
Emiliania_huxleyi_SRR1300234,110,100,219,429,0.25641025641
uncultured_eukaryote_SRR1296996,332,19,78,429,0.773892773893
Emiliania_huxleyi_SRR1300229,152,112,165,429,0.354312354312
Prasinococcus_capsulatus_SRR1300224,287,43,99,429,0.668997668998
Chaetoceros_neogracile_SRR1296833,282,31,116,429,0.657342657343
Lankesteria_abbotti_SRR1300212,123,93,213,429,0.286713286713
Thalassiosira_oceanica_SRR1300225,217,69,143,429,0.505827505828
Tetraselmis_chuii_SRR1296875,206,103,120,429,0.480186480186
Alexandrium_tamarense_SRR1300222,46,48,335,429,0.107226107226
Goniomonas_pacifica_SRR1296845,199,115,115,429,0.463869463869
Perkinsus_chesapeaki_SRR1300219,48,101,280,429,0.111888111888
Chlamydomonas_euryale_SRR1296991,195,93,141,429,0.454545454545
Asterionellopsis_glacialis_SRR1296977,256,58,115,429,0.596736596737
Emiliania_huxleyi_SRR1300232,151,106,172,429,0.351981351981
Vaucheria_litorea_SRR1300218,197,83,149,429,0.459207459207
Chaetoceros_neogracile_SRR1296835,275,38,116,429,0.641025641026
Chattonella_subsalsa_SRR1300238,237,71,121,429,0.552447552448
Pseudo-nitzschia_australis_SRR1296847,275,35,119,429,0.641025641026
Oxyrrhis_marina_SRR1300319,32,16,381,429,0.0745920745921
Heterosigma_akashiwo_SRR1296859,78,86,265,429,0.181818181818
Alveolata_SRR1296979,242,63,124,429,0.564102564103
Heterocapsa_triquetra_SRR1296978,207,61,161,429,0.482517482517
Compsopogon_caeruleus_SRR1296982,282,26,121,429,0.657342657343
Skeletonema_japonicum_SRR1296995,221,56,152,429,0.515151515152
Thalassiosira_rotula_SRR1296989,83,99,247,429,0.193473193473
Bigelowiella_natans_SRR1296871,100,47,282,429,0.2331002331
Amphiprora_SRR1296828,220,48,161,429,0.512820512821
Tryblionella_compressa_SRR1296831,188,73,168,429,0.438228438228
Cyanoptyche_gloeocystis_SRR1300321,156,78,195,429,0.363636363636
Strombidium_rassoulzadegani_SRR1296873,215,50,164,429,0.501165501166
Pseudo-nitzschia_australis_SRR1296850,275,37,117,429,0.641025641026
Dolichomastix_tenuilepis_SRR1296860,259,67,103,429,0.60372960373
Karenia_brevis_SRR1296853,219,64,146,429,0.51048951049
Skeletonema_dohrnii_SRR1296855,253,44,132,429,0.589743589744
Emiliania_huxleyi_SRR1300236,105,82,242,429,0.244755244755
Prymnesium_parvum_SRR1300223,186,63,180,429,0.433566433566
Alexandrium_tamarense_SRR1300221,57,66,306,429,0.132867132867
Alexandrium_minutum_SRR1300213,87,46,296,429,0.202797202797
Eutreptiella_gymnastica_SRR1296866,182,80,167,429,0.424242424242
Dinobryon_SRR1296864,271,45,113,429,0.631701631702
Thalassiosira_oceanica_SRR1300227,235,58,136,429,0.547785547786
Thoracosphaera_heimii_SRR1300228,0,0,429,429,0.0
Ochromonas_SRR1296863,219,83,127,429,0.51048951049
Thalassiosira_gravida_SRR1296987,165,73,191,429,0.384615384615
Thalassiosira_gravida_SRR1296992,107,71,251,429,0.249417249417
Skeletonema_grethae_SRR1296994,161,58,210,429,0.375291375291
Cafeteria_roenbergensis_SRR1300216,173,61,195,429,0.403263403263
Amorphochlora_amoebiformis_SRR1296869,313,23,93,429,0.729603729604
Chromera_velia_SRR1296980,204,78,147,429,0.475524475524
Emiliania_huxleyi_SRR1300231,144,104,181,429,0.335664335664
Prasinoderma_coloniale_SRR1296862,248,54,127,429,0.578088578089
Chaetoceros_neogracile_SRR1296836,291,29,109,429,0.678321678322
Kryptoperidinium_foliaceum_SRR1296842,98,83,248,429,0.228438228438
Pseudo-nitzschia_australis_SRR1296848,266,46,117,429,0.620046620047
Chaetoceros_curvisetus_SRR1296993,71,61,297,429,0.165501165501
Minchinia_chitonis_SRR1300215,5,7,417,429,0.011655011655
Emiliania_huxleyi_SRR1300235,157,102,170,429,0.365967365967
Thalassiosira_rotula_SRR1296988,181,83,165,429,0.421911421911
Acanthoeca_SRR1296844,276,70,83,429,0.643356643357
Thalassiosira_oceanica_SRR1300226,262,46,121,429,0.610722610723
Uronema_SRR1296976,123,73,233,429,0.286713286713
uncultured_eukaryote_SRR1296837,199,60,170,429,0.463869463869
Tryblionella_compressa_SRR1296830,187,82,160,429,0.435897435897
Heterosigma_akashiwo_SRR1296856,120,93,216,429,0.27972027972
uncultured_eukaryote_SRR1296843,123,65,241,429,0.286713286713
Durinskia_baltica_SRR1296839,224,73,132,429,0.522144522145
Tryblionella_compressa_SRR1296829,219,68,142,429,0.51048951049
Thraustochytrium_sp._SRR1296846,292,39,98,429,0.680652680653
Stephanopyxis_turris_SRR1296867,188,95,146,429,0.438228438228
Chroomonas_cf._mesostigmatica_SRR1296872,254,83,92,429,0.592074592075
Karenia_brevis_SRR1296852,222,52,155,429,0.517482517483
Crustomastix_stigmatica_SRR1296861,214,98,117,429,0.498834498834
Tryblionella_compressa_SRR1296832,185,73,171,429,0.431235431235
Oxyrrhis_marina_SRR1296901,272,43,114,429,0.634032634033
Fragilariopsis_kerguelensis_SRR1296910,272,42,115,429,0.634032634033
Trichosphaerium_SRR1296772,200,72,157,429,0.4662004662
Pseudo-nitzschia_fraudulenta_SRR1296747,180,76,173,429,0.41958041958
Condylostoma_magnum_SRR1296902,248,35,146,429,0.578088578089
Thalassiothrix_antarctica_SRR1296921,279,31,119,429,0.65034965035
Pessonella_SRR1296774,223,68,138,429,0.519813519814
Crypthecodinium_cohnii_SRR1296890,242,30,157,429,0.564102564103
Heterosigma_akashiwo_SRR1296913,157,118,154,429,0.365967365967
Eutreptiella_gymnastica_SRR1296768,157,71,201,429,0.365967365967
Amphora_coffeiformis_SRR1296888,123,53,253,429,0.286713286713
Chaetoceros_sp._SRR1296891,297,23,109,429,0.692307692308
Thalassionema_nitzschioides_SRR1296922,292,30,107,429,0.680652680653
Prymnesium_polylepis_SRR1296739,81,68,280,429,0.188811188811
Oxyrrhis_marina_SRR1296907,221,38,170,429,0.515151515152
Prymnesium_parvum_SRR1296917,200,72,157,429,0.4662004662
Heterosigma_akashiwo_SRR1296916,176,112,141,429,0.410256410256
Thalassiosira_weissflogii_SRR1296879,241,59,129,429,0.561771561772
Tetraselmis_striata_SRR1296733,256,83,90,429,0.596736596737
Isochrysis_galbana_SRR1296904,254,48,127,429,0.592074592075
Togula_jolla_SRR1296741,247,49,133,429,0.575757575758
Thalassiosira_weissflogii_SRR1296880,256,51,122,429,0.596736596737
Corethron_pennatum_SRR1296925,209,80,140,429,0.487179487179
Prorocentrum_minimum_SRR1296753,124,80,225,429,0.289044289044
Percolomonas_cosmopolitus_SRR1296742,308,12,109,429,0.717948717949
Amphidinium_massartii_SRR1296892,256,34,139,429,0.596736596737
Vannella_sp._CB-2014_SRR1296762,273,43,113,429,0.636363636364
Pyramimonas_parkeae_SRR1296737,262,72,95,429,0.610722610723
Karenia_brevis_SRR1296749,224,68,137,429,0.522144522145
Stygamoeba_regulata_SRR1296894,322,48,59,429,0.750582750583
Vannella_SRR1296763,309,33,87,429,0.72027972028
Prorocentrum_minimum_SRR1296754,226,54,149,429,0.526806526807
Proboscia_alata_SRR1296927,240,65,124,429,0.559440559441
Thalassiothrix_antarctica_SRR1296920,246,47,136,429,0.573426573427
Alexandrium_tamarense_SRR1296765,256,47,126,429,0.596736596737
Karenia_brevis_SRR1296743,231,57,141,429,0.538461538462
Schmidingerella_taraikaensis_SRR1296899,200,61,168,429,0.4662004662
Oxyrrhis_marina_SRR1296903,224,38,167,429,0.522144522145
Chlorarachnion_reptans_SRR1296735,318,30,81,429,0.741258741259
Chaetoceros_debilis_SRR1296919,287,26,116,429,0.668997668998
Platyophrya_macrostoma_SRR1296905,270,49,110,429,0.629370629371
Alexandrium_monilatum_SRR1296898,242,52,135,429,0.564102564103
Alexandrium_tamarense_SRR1296766,252,88,89,429,0.587412587413
Scrippsiella_trochoidea_SRR1296759,242,42,145,429,0.564102564103
Heterosigma_akashiwo_SRR1296915,147,118,164,429,0.342657342657
Protoceratium_reticulatum_SRR1296738,210,77,142,429,0.48951048951
Amphidinium_carterae_SRR1296758,259,37,133,429,0.60372960373
Alexandrium_monilatum_SRR1296895,223,67,139,429,0.519813519814
Amphidinium_carterae_SRR1296757,243,45,141,429,0.566433566434
Tetraselmis_striata_SRR1296730,271,64,94,429,0.631701631702
Chrysochromulina_rotalis_SRR1296740,202,75,152,429,0.470862470862
Karenia_brevis_SRR1296750,219,64,146,429,0.51048951049
Fragilariopsis_kerguelensis_SRR1296909,274,38,117,429,0.638694638695
Paraphysomonas_imperforata_SRR1296728,232,59,138,429,0.540792540793
Corethron_pennatum_SRR1296924,15,51,363,429,0.034965034965
Coccolithus_braarudii_SRR1296883,222,81,126,429,0.517482517483
Crypthecodinium_cohnii_SRR1296889,244,36,149,429,0.568764568765
Alexandrium_monilatum_SRR1296896,242,55,132,429,0.564102564103
Thalassiosira_rotula_SRR1296877,259,45,125,429,0.60372960373
Fragilariopsis_kerguelensis_SRR1296912,268,38,123,429,0.624708624709
Karenia_brevis_SRR1296748,216,70,143,429,0.503496503497
Vexillifera_SRR1296886,245,82,102,429,0.571095571096
Ochromonas_SRR1296767,221,75,133,429,0.515151515152
Pseudo-nitzschia_fraudulenta_SRR1296745,180,73,176,429,0.41958041958
Filamoeba_nolandi_SRR1296773,310,37,82,429,0.722610722611
Proboscia_alata_SRR1296926,269,44,116,429,0.62703962704
Odontella_sinensis_SRR1296882,176,99,154,429,0.410256410256
Oxyrrhis_marina_SRR1296900,206,58,165,429,0.480186480186
Fragilariopsis_kerguelensis_SRR1296911,269,38,122,429,0.62703962704
Chaetoceros_debilis_SRR1296918,273,32,124,429,0.636363636364
Pseudo-nitzschia_fraudulenta_SRR1296746,242,65,122,429,0.564102564103
Pseudokeronopsis_SRR1296908,207,62,160,429,0.482517482517
Tiarina_fusa_SRR1296771,276,79,74,429,0.643356643357
Prymnesium_parvum_SRR1296769,105,54,270,429,0.244755244755
Percolomonas_cosmopolitus_SRR1296756,257,35,137,429,0.599067599068
Heterosigma_akashiwo_SRR1296914,195,110,124,429,0.454545454545
Mesodinium_pulex_SRR1296764,232,67,130,429,0.540792540793
Thalassionema_nitzschioides_SRR1296923,301,22,106,429,0.701631701632
Tetraselmis_striata_SRR1296731,262,75,92,429,0.610722610723
Heterosigma_akashiwo_SRR1296775,99,102,228,429,0.230769230769
Karenia_brevis_SRR1296744,195,75,159,429,0.454545454545
Paraphysomonas_imperforata_SRR1296729,224,59,146,429,0.522144522145
Paramoeba_aestuarina_SRR1296885,251,81,97,429,0.585081585082
Fragilariopsis_kerguelensis_SRR1296820,186,87,156,429,0.433566433566
Sexangularia_sp._CB-2014_SRR1296782,221,47,161,429,0.515151515152
Chrysoreinhardia_SRR1294438,189,92,148,429,0.440559440559
Peridinium_aciculiferum_SRR1294439,229,56,144,429,0.5337995338
Anophryoides_haemophila_SRR1294435,24,25,380,429,0.0559440559441
Skeletonema_costatum_SRR1294403,302,20,107,429,0.703962703963
Heterosigma_akashiwo_SRR1296799,157,127,145,429,0.365967365967
Aplanochytrium_stocchinoi_SRR1294443,72,63,294,429,0.167832167832
Rhodella_maculata_SRR1296822,154,116,159,429,0.358974358974
Pelagomonas_calceolata_SRR1296778,187,73,169,429,0.435897435897
Extubocellulus_spinifer_SRR1296805,302,20,107,429,0.703962703963
Aplanochytrium_SRR1294425,197,72,160,429,0.459207459207
Prorocentrum_minimum_SRR1296787,217,67,145,429,0.505827505828
Ditylum_brightwellii_SRR1294414,84,104,241,429,0.195804195804
Corethron_hystrix_SRR1294401,231,76,122,429,0.538461538462
Nephroselmis_pyriformis_SRR1294419,249,102,78,429,0.58041958042
Aureoumbra_lagunensis_SRR1296816,257,40,132,429,0.599067599068
Cryptomonas_paramecium_SRR1294407,217,106,106,429,0.505827505828
Skeletonema_dohrnii_SRR1296795,225,62,142,429,0.524475524476
Prymnesium_polylepis_SRR1296792,175,102,152,429,0.407925407925
Ditylum_brightwellii_SRR1294417,32,28,369,429,0.0745920745921
Florenciella_SRR1294431,23,31,375,429,0.0536130536131
Nitzschia_SRR1294404,284,34,111,429,0.662004662005
Prymnesium_parvum_SRR1294412,220,59,150,429,0.512820512821
Chaetoceros_affinis_SRR1294445,112,104,213,429,0.261072261072
Guillardia_theta_SRR1294409,304,46,79,429,0.708624708625
Proboscia_inermis_SRR1296824,166,98,165,429,0.386946386946
Pelagomonas_calceolata_SRR1296781,189,54,186,429,0.440559440559
Florenciella_SRR1294432,27,32,370,429,0.0629370629371
Florenciella_SRR1294428,72,61,296,429,0.167832167832
Skeletonema_menzellii_SRR1296801,262,42,125,429,0.610722610723
Asterionellopsis_glacialis_SRR1296809,94,103,232,429,0.219114219114
Anophryoides_haemophila_SRR1294434,22,28,379,429,0.0512820512821
Heterosigma_akashiwo_SRR1296798,107,117,205,429,0.249417249417
Heterosigma_akashiwo_SRR1296777,119,118,192,429,0.277389277389
Aristerostoma_SRR1296811,165,59,205,429,0.384615384615
Thalassiosira_antarctica_SRR1296821,229,68,132,429,0.5337995338
Extubocellulus_spinifer_SRR1296804,303,20,106,429,0.706293706294
Scrippsiella_hangoei_SRR1296793,254,40,135,429,0.592074592075
Strombidinopsis_acuminata_SRR1296813,281,52,96,429,0.655011655012
Fragilariopsis_kerguelensis_SRR1296819,263,35,131,429,0.613053613054
Heterocapsa_rotundata_SRR1296810,203,73,153,429,0.473193473193
Phaeomonas_parva_SRR1294421,216,78,135,429,0.503496503497
Prorocentrum_minimum_SRR1296788,208,71,150,429,0.484848484848
Aureoumbra_lagunensis_SRR1296817,176,84,169,429,0.410256410256
Extubocellulus_spinifer_SRR1296807,228,67,134,429,0.531468531469
Prorocentrum_minimum_SRR1296785,199,64,166,429,0.463869463869
Scrippsiella_hangoei_SRR1296794,252,48,129,429,0.587412587413
Peridinium_aciculiferum_SRR1294440,223,59,147,429,0.519813519814
Euplotes_focardii_SRR1296783,135,65,229,429,0.314685314685
Odontella_aurita_SRR1294405,262,55,112,429,0.610722610723
Ditylum_brightwellii_SRR1294416,31,28,370,429,0.0722610722611
uncultured_eukaryote_SRR1294423,242,61,126,429,0.564102564103
Helicotheca_tamesis_SRR1294422,107,52,270,429,0.249417249417
Perkinsus_marinus_SRR1294398,46,104,279,429,0.107226107226
Dunaliella_tertiolecta_SRR1294427,274,61,94,429,0.638694638695
Amphiprora_SRR1296825,268,34,127,429,0.624708624709
Prymnesium_polylepis_SRR1296790,136,109,184,429,0.317016317016
Aplanochytrium_stocchinoi_SRR1294444,79,50,300,429,0.184149184149
Cylindrotheca_closterium_SRR1294406,308,19,102,429,0.717948717949
Asterionellopsis_glacialis_SRR1296808,107,105,217,429,0.249417249417
Amphiprora_SRR1296826,221,65,143,429,0.515151515152
Aplanochytrium_stocchinoi_SRR1294441,206,98,125,429,0.480186480186
Heterosigma_akashiwo_SRR1296776,112,118,199,429,0.261072261072
Acanthoeca_SRR1294413,279,64,86,429,0.65034965035
Favella_ehrenbergii_SRR1296812,233,47,149,429,0.543123543124
Anophryoides_haemophila_SRR1294436,25,20,384,429,0.0582750582751
Lotharella_sp._CCMP622_SRR1296814,189,78,162,429,0.440559440559
Aplanochytrium_stocchinoi_SRR1294442,73,56,300,429,0.170163170163
Eutreptiella_gymnastica_SRR1294408,244,69,116,429,0.568764568765
Pelagomonas_calceolata_SRR1296779,230,49,150,429,0.536130536131
Anophryoides_haemophila_SRR1294433,87,71,271,429,0.202797202797
Aureoumbra_lagunensis_SRR1296818,174,95,160,429,0.405594405594
Extubocellulus_spinifer_SRR1296806,300,21,108,429,0.699300699301
Prorocentrum_minimum_SRR1296784,218,61,150,429,0.508158508159
Ditylum_brightwellii_SRR1294418,31,37,361,429,0.0722610722611
Ditylum_brightwellii_SRR1294415,30,40,359,429,0.0699300699301
Protocruzia_adherens_SRR1296823,274,40,115,429,0.638694638695
Perkinsus_marinus_SRR1294399,40,81,308,429,0.0932400932401
Eutreptiella_gymnastica_SRR1296802,139,74,216,429,0.324009324009
Aureoumbra_lagunensis_SRR1296815,212,76,141,429,0.494172494172
Florenciella_parvula_SRR1294437,185,107,137,429,0.431235431235
Scrippsiella_hangoei_SRR1296796,254,39,136,429,0.592074592075
Pelagococcus_subviridis_SRR1296803,182,95,152,429,0.424242424242
Prymnesium_polylepis_SRR1296791,160,91,178,429,0.37296037296
Heterosigma_akashiwo_SRR1296797,109,115,205,429,0.254079254079
Thalassiosira_oceanica_SRR1294424,239,56,134,429,0.55710955711
Rhodosorus_marinus_SRR1294402,319,31,79,429,0.74358974359
Florenciella_SRR1294430,25,28,376,429,0.0582750582751
Palpitomonas_bilix_SRR1294410,275,51,103,429,0.641025641026
Picocystis_salinarum_SRR1294420,329,15,85,429,0.7668997669
Prymnesium_parvum_SRR1294411,278,45,106,429,0.648018648019
Prymnesium_polylepis_SRR1296789,196,103,130,429,0.456876456876
Amphiprora_SRR1296827,158,49,222,429,0.368298368298
Pelagomonas_calceolata_SRR1296780,236,52,141,429,0.550116550117
Aplanochytrium_SRR1294426,171,75,183,429,0.398601398601
Florenciella_SRR1294429,24,29,376,429,0.0559440559441
Skeletonema_menzellii_SRR1296800,219,35,175,429,0.51048951049
Prymnesium_parvum_SRR1296710,243,64,122,429,0.566433566434
Tetraselmis_astigmatica_SRR1296698,292,50,87,429,0.680652680653
Pteridomonas_danica_SRR1296725,129,55,245,429,0.300699300699
Bolidomonas_pacifica_SRR1296709,226,65,138,429,0.526806526807
Pseudo-nitzschia_delicatissima_SRR1296721,295,22,112,429,0.687645687646
Amphora_coffeiformis_SRR1296715,99,37,293,429,0.230769230769
Pteridomonas_danica_SRR1296726,234,65,130,429,0.545454545455
Chaetoceros_curvisetus_SRR1294457,55,101,273,429,0.128205128205
Striatella_unipunctata_SRR1296706,150,94,185,429,0.34965034965
Skeletonema_marinoi_SRR1296717,239,52,138,429,0.55710955711
Chaetoceros_affinis_SRR1294450,38,47,344,429,0.0885780885781
Alexandrium_fundyense_SRR1294390,47,29,353,429,0.109557109557
Bicosoecida_sp._CB-2014_SRR1294382,121,81,227,429,0.282051282051
Pseudo-nitzschia_arenysensis_SRR1296720,256,42,131,429,0.596736596737
Perkinsus_marinus_SRR1294396,56,94,279,429,0.130536130536
Micromonas_SRR1296697,281,42,106,429,0.655011655012
Myrionecta_rubra_SRR1296700,198,53,178,429,0.461538461538
Chlamydomonas_leiostraca_SRR1294458,226,85,118,429,0.526806526807
Alexandrium_fundyense_SRR1294389,9,6,414,429,0.020979020979
Chaetoceros_affinis_SRR1294449,112,96,221,429,0.261072261072
Chaetoceros_curvisetus_SRR1294456,46,110,273,429,0.107226107226
Thalassionema_frauenfeldii_SRR1296708,285,37,107,429,0.664335664336
Astrosyne_radiata_SRR1296718,142,97,190,429,0.331002331002
Alexandrium_fundyense_SRR1294385,7,11,411,429,0.016317016317
Chaetoceros_affinis_SRR1294451,47,42,340,429,0.109557109557
Cyclophora_tenuis_SRR1296719,129,94,206,429,0.300699300699
Akashiwo_sanguinea_SRR1294463,0,0,429,429,0.0
Chaetoceros_curvisetus_SRR1294454,172,107,150,429,0.400932400932
Thalassiosira_weissflogii_SRR1294466,258,45,126,429,0.601398601399
Leptocylindrus_danicus_SRR1296723,263,53,113,429,0.613053613054
Skeletonema_marinoi_SRR1296716,292,23,114,429,0.680652680653
Chlamydomonas_chlamydogama_SRR1294459,256,81,92,429,0.596736596737
Alexandrium_fundyense_SRR1294388,11,15,403,429,0.025641025641
Goniomonas_SRR1296711,166,65,198,429,0.386946386946
Chaetoceros_affinis_SRR1294448,42,39,348,429,0.0979020979021
Akashiwo_sanguinea_SRR1294464,0,0,429,429,0.0
Dinophysis_acuminata_SRR1296701,231,61,137,429,0.538461538462
Bicosoecida_sp._CB-2014_SRR1294383,122,85,222,429,0.284382284382
Chaetoceros_affinis_SRR1294447,40,40,349,429,0.0932400932401
uncultured_eukaryote_SRR1296727,281,60,88,429,0.655011655012
Perkinsus_marinus_SRR1294397,59,73,297,429,0.137529137529
Chaetoceros_affinis_SRR1294452,43,41,345,429,0.100233100233
Amphidinium_carterae_SRR1294391,16,22,391,429,0.037296037296
Chaetoceros_curvisetus_SRR1294455,51,96,282,429,0.118881118881
Thalassiosira_weissflogii_SRR1294465,233,58,138,429,0.543123543124
Pyrodinium_bahamense_SRR1296702,232,65,132,429,0.540792540793
Pseudo-nitzschia_fraudulenta_SRR1294395,169,83,177,429,0.393939393939
Amphora_coffeiformis_SRR1296713,103,37,289,429,0.240093240093
Amphidinium_carterae_SRR1294394,41,33,355,429,0.0955710955711
Gymnodinium_catenatum_SRR1296705,276,39,114,429,0.643356643357
Bicosoecida_sp._CB-2014_SRR1294380,122,82,225,429,0.284382284382
Alexandrium_fundyense_SRR1294386,15,13,401,429,0.034965034965
Chaetoceros_affinis_SRR1294446,42,38,349,429,0.0979020979021
Blepharisma_japonicum_SRR1294460,231,56,142,429,0.538461538462
Alexandrium_fundyense_SRR1294387,17,15,397,429,0.039627039627
Chaetoceros_affinis_SRR1294453,41,53,335,429,0.0955710955711
Rhizosolenia_setigera_SRR1296707,289,33,107,429,0.67365967366
Amoebophrya_sp._SRR1296703,48,22,359,429,0.111888111888
Leptocylindrus_aporus_SRR1296722,238,61,130,429,0.554778554779
Akashiwo_sanguinea_SRR1294462,0,0,429,429,0.0
Amphidinium_carterae_SRR1294393,31,30,368,429,0.0722610722611
Goniomonas_pacifica_SRR1296724,247,95,87,429,0.575757575758
Geminigera_cryophila_SRR1296699,254,80,95,429,0.592074592075
Akashiwo_sanguinea_SRR1294461,0,3,426,429,0.0
Bicosoecida_sp._CB-2014_SRR1294381,129,72,228,429,0.300699300699
Dinobryon_SRR1294384,199,75,155,429,0.463869463869
Amphidinium_carterae_SRR1294392,24,29,376,429,0.0559440559441
Mantoniella_SRR1300534,178,90,161,429,0.414918414918
Thalassiosira_weissflogii_SRR1300482,248,52,129,429,0.578088578089
Entomoneis_sp._SRR1300522,154,56,219,429,0.358974358974
Pseudo-nitzschia_delicatissima_SRR1300464,204,85,140,429,0.475524475524
Licmophora_paradoxa_SRR1300448,163,93,173,429,0.379953379953
Thalassiosira_weissflogii_SRR1300479,265,42,122,429,0.617715617716
Thalassiosira_weissflogii_SRR1300488,274,36,119,429,0.638694638695
Elphidium_margaritaceum_SRR1300475,237,66,126,429,0.552447552448
Chaetoceros_dichaeta_SRR1300526,182,84,163,429,0.424242424242
Thalassionema_nitzschioides_SRR1328075,11,18,400,429,0.025641025641
Pterosperma_SRR1300516,174,100,155,429,0.405594405594
uncultured_eukaryote_SRR1300496,246,60,123,429,0.573426573427
Prorocentrum_micans_SRR1300466,8,18,403,429,0.018648018648
Symbiodinium_sp._SRR1300470,163,86,180,429,0.379953379953
Pinguiococcus_pyrenoidosus_SRR1300500,268,42,119,429,0.624708624709
Pyrocystis_lunula_SRR1300467,0,2,427,429,0.0
Madagascaria_erythrocladioides_SRR1300528,211,120,98,429,0.491841491841
uncultured_eukaryote_SRR1300495,146,111,172,429,0.340326340326
Thalassiosira_weissflogii_SRR1300486,258,48,123,429,0.601398601399
Micromonas_pusilla_SRR1300457,275,51,103,429,0.641025641026
Phaeocystis_cordata_SRR1300540,132,104,193,429,0.307692307692
Minutocellus_polymorphus_SRR1300535,49,64,316,429,0.114219114219
