assembly,n_seqs,smallest,largest,n_bases,mean_len,n_under_200,n_over_1k,n_over_10k,n_with_orf,mean_orf_percent,n90,n70,n50,n30,n10,gc,gc_skew,at_skew,cpg_ratio,bases_n,proportion_n,linguistic_complexity,fragments,fragments_mapped,p_fragments_mapped,good_mappings,p_good_mapping,bad_mappings,potential_bridges,bases_uncovered,p_bases_uncovered,contigs_uncovbase,p_contigs_uncovbase,contigs_uncovered,p_contigs_uncovered,contigs_lowcovered,p_contigs_lowcovered,contigs_segmented,p_contigs_segmented,score,optimal_score,cutoff,SampleName
/mnt/home/ljcohen/mmetsp_assemblies_trinity_2.2.0_redoMarch2018/MMETSP0886.trinity_out_2.2.0.Trinity.fasta,24257,201,16399,21264890,876.6496300000001,0,6344,44,12185,83.56123000000001,342,808,1397,2334,5068,0.61016,0.0034700000000000004,-0.00057,2.4423,0,0.0,0.14978,12101327,11473006,0.9480799999999999,10698556,0.88408,774450,13383,1769191,0.0832,6001,0.24739,688,0.028360000000000003,16462,0.67865,751,0.03096,0.43408,0.59378,0.50115,MMETSP0886
/mnt/home/ljcohen/mmetsp_assemblies_trinity_2.2.0_redoMarch2018/MMETSP0933.trinity_out_2.2.0.Trinity.fasta,9267,201,21306,16056683,1732.67325,0,5441,113,7027,73.28851,881,1724,2592,3812,8311,0.47746000000000005,0.00688,0.00807,2.52147,0,0.0,0.25663,27286712,26570716,0.9737600000000001,25468631,0.93337,1102085,6937,1402418,0.08734,2872,0.30992,483,0.05212000000000001,2038,0.21991999999999998,762,0.08223,0.48293,0.61763,0.41468,MMETSP0933
/mnt/home/ljcohen/mmetsp_assemblies_trinity_2.2.0_redoMarch2018/MMETSP1126.trinity_out_2.2.0.Trinity.fasta,29944,201,16549,26080714,870.9829699999999,0,9139,4,13133,70.8827,347,867,1396,2028,3286,0.54773,0.014430000000000002,0.00594,1.79092,0,0.0,0.15611,29121753,27309357,0.93776,25816977,0.8865200000000001,1492380,18300,823505,0.031580000000000004,8582,0.2866,931,0.031089999999999996,19772,0.6603,1595,0.053270000000000005,0.42596000000000006,0.50249,0.32599,MMETSP1126
/mnt/home/ljcohen/mmetsp_assemblies_trinity_2.2.0_redoMarch2018/MMETSP1165.trinity_out_2.2.0.Trinity.fasta,24423,201,14241,18815114,770.38505,0,5875,3,12584,86.01902,330,693,1112,1674,3035,0.65112,0.01715,0.00148,2.27833,0,0.0,0.13028,12883255,11640156,0.90351,9741888,0.75617,1898268,14081,927908,0.049319999999999996,8405,0.34414,935,0.03828,15953,0.6532,1051,0.04303,0.29825,0.42263999999999996,0.39476999999999995,MMETSP1165
/mnt/home/ljcohen/mmetsp_assemblies_trinity_2.2.0_redoMarch2018/MMETSP1057.trinity_out_2.2.0.Trinity.fasta,32886,201,18928,38551486,1172.27653,0,13843,25,19837,75.11905,540,1147,1768,2634,4516,0.44001999999999997,0.00605,-0.00109,1.7837599999999998,0,0.0,0.20788,42314895,39329818,0.9294600000000001,34102884,0.80593,5226934,25974,1631855,0.04233,15162,0.46105,1347,0.04096,9101,0.27674,3228,0.09816,0.32632,0.4415,0.36411,MMETSP1057
/mnt/home/ljcohen/mmetsp_assemblies_trinity_2.2.0_redoMarch2018/MMETSP1390.trinity_out_2.2.0.Trinity.fasta,14410,201,14891,20711929,1437.33026,0,7820,15,10756,84.45572,735,1427,2089,3011,4826,0.60196,0.00109,-0.00224,2.4159599999999997,0,0.0,0.228,21851281,20921845,0.95747,18984721,0.86882,1937124,9931,1007361,0.048639999999999996,5610,0.38931,915,0.0635,3861,0.26794,908,0.06301,0.42999,0.57318,0.37109000000000003,MMETSP1390
/mnt/home/ljcohen/mmetsp_assemblies_trinity_2.2.0_redoMarch2018/MMETSP1418.trinity_out_2.2.0.Trinity.fasta,32035,201,13198,32086598,1001.6106800000001,0,11808,3,18901,83.23158000000001,451,978,1463,2124,3564,0.46803,0.006659999999999999,0.006409999999999999,1.93393,0,0.0,0.18504,20713694,19314674,0.9324600000000001,16234994,0.78378,3079680,23546,1086249,0.03385,13255,0.41376999999999997,1458,0.04551,15279,0.47695,1549,0.04835,0.35441,0.46071000000000006,0.43231,MMETSP1418
/mnt/home/ljcohen/mmetsp_assemblies_trinity_2.2.0_redoMarch2018/MMETSP0754.trinity_out_2.2.0.Trinity.fasta,34999,201,17104,33339764,952.5919,0,12055,9,17920,74.68288000000001,414,936,1432,2073,3409,0.37651,0.009009999999999999,0.006379999999999999,1.7462900000000001,0,0.0,0.16931,30848412,28671515,0.92943,25597606,0.8297899999999999,3073909,25459,999292,0.02997,13016,0.3719,1366,0.03903,12911,0.3689,3818,0.10909,0.32679,0.46228,0.29473,MMETSP0754
/mnt/home/ljcohen/mmetsp_assemblies_trinity_2.2.0_redoMarch2018/MMETSP1394.trinity_out_2.2.0.Trinity.fasta,29587,201,10373,25013944,845.4369800000001,0,8443,1,14631,81.96242,350,803,1292,1932,3205,0.41962,0.00938,0.0102,1.73298,0,0.0,0.15796,13213324,12418609,0.93986,11093278,0.83955,1325331,16680,570862,0.02282,8569,0.28962,710,0.024,19743,0.6672899999999999,1592,0.053810000000000004,0.4004,0.4589,0.34281999999999996,MMETSP1394
/mnt/home/ljcohen/mmetsp_assemblies_trinity_2.2.0_redoMarch2018/MMETSP1409.trinity_out_2.2.0.Trinity.fasta,32186,201,15472,32005343,994.3870900000001,0,11782,5,18527,81.58747,442,977,1465,2151,3507,0.46662,0.00807,0.0069700000000000005,1.9367900000000002,0,0.0,0.18395,22212625,20677487,0.93089,17052699,0.7677,3624788,23726,1095950,0.03424,13617,0.42307,1493,0.04639,15258,0.47406000000000004,1597,0.04962,0.32179,0.4417,0.36658,MMETSP1409
/mnt/home/ljcohen/mmetsp_assemblies_trinity_2.2.0_redoMarch2018/MMETSP0880.trinity_out_2.2.0.Trinity.fasta,31748,201,11962,32411110,1020.88667,0,12085,4,18633,82.01016,456,1014,1522,2185,3494,0.46711,0.0059299999999999995,0.0057,1.93293,0,0.0,0.18803,23834285,22737504,0.9539799999999999,20761173,0.8710600000000001,1976331,22364,868132,0.026789999999999998,11005,0.34664,1175,0.03701,15065,0.47452,1761,0.055470000000000005,0.43792,0.54255,0.47388,MMETSP0880
/mnt/home/ljcohen/mmetsp_assemblies_trinity_2.2.0_redoMarch2018/MMETSP1137.trinity_out_2.2.0.Trinity.fasta,35988,201,8744,22721900,631.37435,0,6890,0,11938,74.48897,271,531,938,1393,2126,0.58523,0.008870000000000001,0.00488,2.37747,0,0.0,0.12422000000000001,26578123,24185664,0.9099799999999999,22217504,0.83593,1968160,19024,600593,0.026430000000000002,9942,0.27626,963,0.026760000000000003,25826,0.71763,1849,0.051379999999999995,0.35983000000000004,0.43700000000000006,0.43156000000000005,MMETSP1137
/mnt/home/ljcohen/mmetsp_assemblies_trinity_2.2.0_redoMarch2018/MMETSP1010.trinity_out_2.2.0.Trinity.fasta,37871,201,9310,29249810,772.35378,0,9746,0,15704,75.308,319,728,1177,1729,2842,0.42332,0.01649,0.01001,1.77633,0,0.0,0.14770999999999998,32756417,30841085,0.94153,28187105,0.86051,2653980,22267,1038621,0.03551,12810,0.33825,1322,0.034910000000000004,21924,0.57891,4581,0.12095999999999998,0.33863000000000004,0.41103,0.08614,MMETSP1010
/mnt/home/ljcohen/mmetsp_assemblies_trinity_2.2.0_redoMarch2018/MMETSP0937.trinity_out_2.2.0.Trinity.fasta,9289,201,17717,12189506,1312.2517,0,4517,11,6450,80.22458,639,1320,1952,2880,5080,0.55279,-0.0020800000000000003,-0.00124,2.74511,0,0.0,0.2141,25141692,24422357,0.97139,23271066,0.9256,1151291,6530,846509,0.06945,2736,0.29454,554,0.05964,3731,0.40166,658,0.07084,0.46128,0.5912,0.31295,MMETSP0937
/mnt/home/ljcohen/mmetsp_assemblies_trinity_2.2.0_redoMarch2018/MMETSP1080.trinity_out_2.2.0.Trinity.fasta,16277,201,13612,18712159,1149.60736,0,6997,7,11188,84.35165,532,1153,1742,2493,3927,0.66737,0.00281,0.00064,2.57392,0,0.0,0.17244,25320944,24459502,0.96598,22841422,0.9020799999999999,1618080,12225,733620,0.03921,5350,0.32868,727,0.044660000000000005,6005,0.36893000000000004,1292,0.07937999999999999,0.44303000000000003,0.535,0.29259,MMETSP1080
/mnt/home/ljcohen/mmetsp_assemblies_trinity_2.2.0_redoMarch2018/MMETSP0751.trinity_out_2.2.0.Trinity.fasta,28421,201,8418,28047788,986.8684400000001,0,10594,0,15751,77.25785,458,962,1425,2013,3267,0.37876,0.00919,0.00532,1.70302,0,0.0,0.17689000000000002,33059346,30932830,0.93568,27611425,0.83521,3321405,22552,731707,0.02609,10945,0.3851,1022,0.03596,7856,0.27642,3776,0.13285999999999998,0.32323,0.44823,0.25411,MMETSP0751
/mnt/home/ljcohen/mmetsp_assemblies_trinity_2.2.0_redoMarch2018/MMETSP1177.trinity_out_2.2.0.Trinity.fasta,36415,201,15111,29149566,800.48238,0,9758,5,15720,76.90459,326,751,1266,1842,3014,0.37998000000000004,0.0262,0.011479999999999999,1.59691,0,0.0,0.14674,22390628,20758206,0.92709,18452499,0.8241200000000001,2305707,26335,1251743,0.04294,12370,0.3397,1726,0.0474,21000,0.5766899999999999,1900,0.05218,0.31469,0.50756,0.42176,MMETSP1177
/mnt/home/ljcohen/mmetsp_assemblies_trinity_2.2.0_redoMarch2018/MMETSP1039.trinity_out_2.2.0.Trinity.fasta,30079,201,11325,25022260,831.8847,0,8615,1,15355,83.81721,349,794,1254,1820,2951,0.45458000000000004,0.01153,0.00545,1.79118,0,0.0,0.1595,31281759,29406254,0.94004,26513505,0.84757,2892749,19586,706475,0.02823,10181,0.33848,975,0.03241,16295,0.54174,2004,0.06662,0.37345,0.49426000000000003,0.41563,MMETSP1039
/mnt/home/ljcohen/mmetsp_assemblies_trinity_2.2.0_redoMarch2018/MMETSP0753.trinity_out_2.2.0.Trinity.fasta,31834,201,7487,27078819,850.6257099999999,0,9769,0,15800,78.48236,373,816,1243,1756,2760,0.37997,0.01319,0.0093,1.7100099999999998,0,0.0,0.15752,20771636,19308004,0.9295399999999999,17279607,0.83188,2028397,22207,818114,0.03021,12152,0.38173,1225,0.03848,13616,0.42772,2446,0.07683999999999999,0.34925,0.48871000000000003,0.29097,MMETSP0753
/mnt/home/ljcohen/mmetsp_assemblies_trinity_2.2.0_redoMarch2018/MMETSP0698.trinity_out_2.2.0.Trinity.fasta,38813,201,12391,37398113,963.54605,0,13545,4,22423,81.76276999999999,437,925,1394,2022,3410,0.51789,0.007090000000000001,0.0040100000000000005,2.0379400000000003,0,0.0,0.1818,25888721,24251847,0.9367700000000001,21336648,0.8241700000000001,2915199,30072,916638,0.02451,16358,0.42146000000000006,1377,0.035480000000000005,14937,0.38485,2524,0.06502999999999999,0.36224,0.49505,0.45186000000000004,MMETSP0698
/mnt/home/ljcohen/mmetsp_assemblies_trinity_2.2.0_redoMarch2018/MMETSP1082.trinity_out_2.2.0.Trinity.fasta,12990,201,15792,22199016,1708.93118,0,7500,44,9929,74.95588000000001,859,1757,2658,3824,6037,0.6197600000000001,0.00491,5e-05,2.29035,0,0.0,0.24819000000000002,24856981,23440359,0.94301,20656704,0.8310200000000001,2783655,9569,1902453,0.0857,5758,0.44326000000000004,929,0.07152,4190,0.32256,1051,0.08091,0.36295,0.48591000000000006,0.26846,MMETSP1082
/mnt/home/ljcohen/mmetsp_assemblies_trinity_2.2.0_redoMarch2018/MMETSP0920.trinity_out_2.2.0.Trinity.fasta,33308,201,4016,20235961,607.5405599999999,0,5310,0,13357,80.98907,283,525,809,1157,1785,0.45318,0.023030000000000002,0.01086,1.7723400000000002,0,0.0,0.12474,20294874,17941764,0.88405,15027673,0.74047,2914091,21029,864477,0.04272,13447,0.40371999999999997,2010,0.06035,14902,0.4474,5089,0.15279,0.20194,0.28974,0.13845,MMETSP0920
/mnt/home/ljcohen/mmetsp_assemblies_trinity_2.2.0_redoMarch2018/MMETSP0295.trinity_out_2.2.0.Trinity.fasta,45335,201,9009,26592154,586.57007,0,6503,0,15504,79.45066,275,481,765,1146,1898,0.52615,0.01535,0.008459999999999999,1.9288299999999998,0,0.0,0.11607999999999999,23181881,20440879,0.88176,17377502,0.74962,3063377,25343,813924,0.030610000000000002,12937,0.28536,1381,0.03046,30137,0.66476,2313,0.051019999999999996,0.27679000000000004,0.38342,0.32065,MMETSP0295
/mnt/home/ljcohen/mmetsp_assemblies_trinity_2.2.0_redoMarch2018/MMETSP0850.trinity_out_2.2.0.Trinity.fasta,27679,201,8176,25022737,904.0332699999999,0,9013,0,12930,72.53398,352,949,1512,2158,3288,0.49388999999999994,0.00784,0.0039299999999999995,2.05797,0,0.0,0.16655,17670972,16347549,0.92511,14838819,0.83973,1508730,19668,1110527,0.04438,9142,0.33029000000000003,1414,0.051089999999999997,16577,0.5989,2846,0.10282000000000001,0.26150999999999996,0.38493,0.34209,MMETSP0850
