assembly,n_seqs,smallest,largest,n_bases,mean_len,n_under_200,n_over_1k,n_over_10k,n_with_orf,mean_orf_percent,n90,n70,n50,n30,n10,gc,gc_skew,at_skew,cpg_ratio,bases_n,proportion_n,linguistic_complexity,fragments,fragments_mapped,p_fragments_mapped,good_mappings,p_good_mapping,bad_mappings,potential_bridges,bases_uncovered,p_bases_uncovered,contigs_uncovbase,p_contigs_uncovbase,contigs_uncovered,p_contigs_uncovered,contigs_lowcovered,p_contigs_lowcovered,contigs_segmented,p_contigs_segmented,score,optimal_score,cutoff,SampleName
/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0/MMETSP0740.trinity_out_2.2.0.Trinity.fasta,36324,201,10029,17674611,486.58218,0,2768,1,9110,78.69748,247,377,573,870,1564,0.49513999999999997,0.019,0.008620000000000001,2.09996,0,0.0,0.10189,15199897,6522682,0.42913,4853197,0.31929,1669485,15557,662849,0.0375,9174,0.25256,1543,0.042480000000000004,24893,0.6853,3384,0.09316,0.09272999999999999,0.12600999999999998,0.1487,MMETSP0740
/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0/MMETSP1136.trinity_out_2.2.0.Trinity.fasta,60021,201,13227,40245925,670.53073,0,12031,3,22452,77.22726,290,571,972,1460,2370,0.59807,0.01454,0.00524,2.40227,0,0.0,0.128,21733868,19580437,0.90092,17143919,0.78881,2436518,38632,1082141,0.026889999999999997,18830,0.31372,1627,0.027110000000000002,42457,0.7073699999999999,2115,0.03524,0.32795,0.45573,0.44042,MMETSP1136
/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0/MMETSP1152.trinity_out_2.2.0.Trinity.fasta,52809,201,6355,36847214,697.74497,0,10915,0,28842,90.33219,333,618,915,1298,2042,0.69187,0.01142,0.00331,2.3618099999999997,0,0.0,0.12204000000000001,28385657,26002184,0.9160299999999999,22452912,0.79099,3549272,38598,1281054,0.03477,19493,0.36912,2278,0.04314,25726,0.48715,3011,0.05702,0.30994,0.46126999999999996,0.4161,MMETSP1152
/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0/MMETSP0816.trinity_out_2.2.0.Trinity.fasta,53448,201,17164,31988407,598.49587,0,8781,1,15390,69.08935,274,506,826,1184,1774,0.42072,0.01344,0.00732,2.00353,0,0.0,0.12229000000000001,25782239,23360414,0.90607,20157200,0.78183,3203214,35286,1058710,0.0331,21014,0.39316999999999996,2073,0.03879,30302,0.56694,5782,0.10818,0.23961999999999997,0.33819,0.31092,MMETSP0816
/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0/MMETSP1394.trinity_out_2.2.0.Trinity.fasta,29588,201,10373,25028513,845.9008,0,8443,1,14630,81.95908,350,803,1294,1934,3206,0.41961000000000004,0.009309999999999999,0.01013,1.7330299999999998,0,0.0,0.15803,13213324,12419741,0.93994,11094898,0.83968,1324843,16685,561740,0.02244,8548,0.2889,702,0.02373,19732,0.66689,1609,0.05438,0.40088,0.46002,0.34294,MMETSP1394
/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0/MMETSP1315.trinity_out_2.2.0.Trinity.fasta,23145,201,7784,17036932,736.0955700000001,0,5291,0,11397,88.19292,311,658,1089,1625,2717,0.6745,0.01107,0.0053,2.44025,0,0.0,0.12679,22551377,20143403,0.8932200000000001,16600501,0.73612,3542902,14189,867900,0.05094,10147,0.43841,1517,0.06554,11532,0.49825,1752,0.0757,0.22996999999999998,0.37212,0.3691,MMETSP1315
/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0/MMETSP0891.trinity_out_2.2.0.Trinity.fasta,22054,201,14571,27266101,1236.33359,0,10189,9,13043,73.4113,586,1286,1892,2719,4390,0.39309,0.005679999999999999,-0.00062,2.1554599999999997,0,0.0,0.20926999999999998,29379457,27588756,0.93905,25360070,0.86319,2228686,14280,1262178,0.04629,6488,0.29419,1047,0.04747,7951,0.36052,2335,0.10588,0.37181,0.49445,0.25156,MMETSP0891
/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0/MMETSP0853.trinity_out_2.2.0.Trinity.fasta,28131,201,6642,24767855,880.44702,0,9264,0,13095,71.96521,345,931,1442,2000,2993,0.49706000000000006,0.0070799999999999995,0.00275,2.0617,0,0.0,0.16427,19341696,17752613,0.91784,15984103,0.8264100000000001,1768510,20336,1050966,0.04243,9043,0.32145999999999997,1327,0.04717,15130,0.53784,3961,0.14081,0.27691,0.3521,0.16874,MMETSP0853
/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0/MMETSP0738.trinity_out_2.2.0.Trinity.fasta,34790,201,28958,23431706,673.51842,0,4403,68,11055,66.5936,288,516,862,1896,5929,0.52446,0.01379,0.00843,2.14768,0,0.0,0.12397000000000001,28352593,19989248,0.70502,15551993,0.54852,4437255,18792,1419383,0.060579999999999995,12445,0.35772,2846,0.08181000000000001,15691,0.45102,4488,0.129,0.13518,0.26031,0.42716000000000004,MMETSP0738
/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0/MMETSP1474.trinity_out_2.2.0.Trinity.fasta,39909,201,12263,27051752,677.83588,0,7924,4,19295,91.46566999999999,303,592,934,1360,2263,0.44377,0.01212,0.01146,2.31898,0,0.0,0.12037,29589653,27193874,0.9190299999999999,23051554,0.77904,4142320,22979,623345,0.02304,12500,0.31321,851,0.02132,24596,0.6163,1704,0.0427,0.32147,0.44456999999999997,0.45276000000000005,MMETSP1474
/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0/MMETSP1178.trinity_out_2.2.0.Trinity.fasta,25477,201,9347,12884923,505.74726,0,2076,0,9023,89.08279,252,414,636,879,1327,0.6282399999999999,0.01172,0.00539,2.25743,0,0.0,0.10260999999999999,22840118,19380491,0.8485299999999999,16256776,0.7117600000000001,3123715,13395,718011,0.055720000000000006,8579,0.33674,1973,0.07744,9819,0.38541,1697,0.06661,0.19509,0.341,0.3347,MMETSP1178
/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0/MMETSP1395.trinity_out_2.2.0.Trinity.fasta,33020,201,11724,20892858,632.73343,0,5627,1,12146,77.25131999999999,290,537,844,1247,2077,0.36216,0.019780000000000002,0.03148,1.8317599999999998,0,0.0,0.1207,24120405,22275960,0.92353,19552677,0.8106300000000001,2723283,14334,397988,0.01905,7562,0.22901,575,0.01741,22818,0.69104,964,0.029189999999999997,0.37867,0.5322,0.54162,MMETSP1395
/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0/MMETSP0994.trinity_out_2.2.0.Trinity.fasta,41202,201,13493,26381690,640.3012,0,7123,2,18258,90.61206999999999,285,532,877,1361,2314,0.68491,0.00998,0.00351,2.34984,0,0.0,0.11332,12517819,11221032,0.8964,9757478,0.77949,1463554,24656,547960,0.02077,10398,0.25237,802,0.019469999999999998,30860,0.7489899999999999,1299,0.03153,0.33591,0.48093,0.48200000000000004,MMETSP0994
/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0/MMETSP0956.trinity_out_2.2.0.Trinity.fasta,18498,201,6637,15749482,851.4154,0,5618,0,8403,70.21252,356,830,1319,1849,2906,0.4138,0.00915,0.00513,1.8637400000000002,0,0.0,0.16392,27615658,26886379,0.97359,25215536,0.91309,1670843,9573,414630,0.026330000000000003,4609,0.24916,604,0.03265,10835,0.5857399999999999,1809,0.09779,0.40643,0.4539,0.01845,MMETSP0956
/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0/MMETSP1008.trinity_out_2.2.0.Trinity.fasta,35540,201,12700,23178755,652.18782,0,6450,1,15716,87.95829,284,552,919,1396,2410,0.68098,0.00966,0.00372,2.35515,0,0.0,0.11467000000000001,16951542,15453723,0.91164,13669082,0.8063600000000001,1784641,21721,747906,0.03227,10425,0.29333000000000004,1013,0.0285,24618,0.6926800000000001,1684,0.04738,0.31523,0.44823,0.43238999999999994,MMETSP1008
/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0/MMETSP1468.trinity_out_2.2.0.Trinity.fasta,47261,201,11705,27735764,586.8636700000001,0,6674,5,12428,71.19478000000001,256,443,818,1430,2745,0.58286,0.02519,-0.0011,2.0891599999999997,0,0.0,0.11183,28000864,24246202,0.8659100000000001,18314071,0.65405,5932131,33110,1188876,0.04286,18833,0.39849,1161,0.024569999999999998,31064,0.6572899999999999,4479,0.09477000000000001,0.1757,0.24758000000000002,0.39099,MMETSP1468
/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0/MMETSP0360.trinity_out_2.2.0.Trinity.fasta,108509,201,9317,67534948,622.39029,0,18478,0,47275,93.4535,278,518,860,1318,2150,0.6131800000000001,0.00692,0.00085,2.10206,0,0.0,0.12082999999999999,16783783,13914515,0.82905,10891751,0.64894,3022764,64036,1105846,0.01637,29231,0.26939,1848,0.01703,81318,0.74941,2903,0.02675,0.28594,0.41712,0.48303,MMETSP0360
/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0/MMETSP1033.trinity_out_2.2.0.Trinity.fasta,120654,201,6422,81038015,671.6562700000001,0,25440,0,59364,94.42971999999999,291,597,972,1401,2120,0.67508,0.00601,0.00298,2.1038200000000002,0,0.0,0.12134,34624178,30926461,0.8932,26465074,0.76435,4461387,63285,1464065,0.01807,28977,0.24017,2339,0.01939,71420,0.5919399999999999,4897,0.04059,0.35928000000000004,0.4933,0.46258999999999995,MMETSP1033
/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0/MMETSP0915.trinity_out_2.2.0.Trinity.fasta,33212,201,13069,23739799,714.79583,0,6359,12,17172,88.85518,319,600,958,1551,3174,0.66672,0.0045,0.0035399999999999997,2.52105,0,0.0,0.11982999999999999,23378918,21351023,0.9132600000000001,18654361,0.79791,2696662,20136,1508550,0.06355,10234,0.30814,1282,0.0386,16108,0.48501000000000005,2501,0.0753,0.31158,0.47145,0.45318,MMETSP0915
/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0/MMETSP1399.trinity_out_2.2.0.Trinity.fasta,8931,201,34521,15346017,1718.28653,0,5476,26,6967,76.01375,908,1700,2519,3585,5928,0.48268999999999995,0.0006,-0.0020399999999999997,2.5392900000000003,0,0.0,0.26042,21528110,20849710,0.96849,19211753,0.8924,1637957,7213,750190,0.04888,3055,0.34207,422,0.04725,1843,0.20636,769,0.0861,0.46182,0.56125,0.15438,MMETSP1399
/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0/MMETSP1091.trinity_out_2.2.0.Trinity.fasta,51198,201,9087,25535987,498.76923,0,4372,0,16118,87.10956999999999,250,393,597,897,1539,0.58308,0.01523,0.01102,2.0389,0,0.0,0.10226,24121863,19817937,0.82158,14504824,0.60131,5313113,27214,982829,0.038489999999999996,19936,0.38939,1998,0.03902,34659,0.67696,2906,0.056760000000000005,0.16831,0.26156999999999997,0.3813,MMETSP1091
/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0/MMETSP0878.trinity_out_2.2.0.Trinity.fasta,31740,201,12294,33013973,1040.13778,0,12366,2,18806,81.46299,470,1031,1534,2211,3621,0.467,0.00492,0.0033,1.93413,0,0.0,0.19083,26021363,24768237,0.9518399999999999,22609535,0.8688799999999999,2158702,22422,922768,0.02795,11171,0.35195,1225,0.03859,14112,0.44461000000000006,1989,0.06267,0.42996999999999996,0.52527,0.25933,MMETSP0878
/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0/MMETSP1389.trinity_out_2.2.0.Trinity.fasta,54048,201,12789,26274396,486.13077000000004,0,4179,2,16731,87.83364,248,381,573,858,1454,0.58891,0.0138,0.01083,2.0524,0,0.0,0.10002,19941435,16267227,0.81575,11314144,0.5673699999999999,4953083,28981,1053765,0.04011,22036,0.40771,2388,0.044180000000000004,36586,0.67692,2994,0.0554,0.1482,0.24533000000000002,0.34545,MMETSP1389
/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0/MMETSP0963.trinity_out_2.2.0.Trinity.fasta,21116,201,7548,12854297,608.74678,0,3532,0,8592,83.42071,280,516,824,1198,1845,0.62059,0.006809999999999999,0.00592,2.3149599999999997,0,0.0,0.11896,18923818,17425750,0.92084,14830968,0.78372,2594782,12927,476456,0.03707,7791,0.36896,1126,0.053320000000000006,10200,0.48305,2519,0.11929000000000001,0.25084,0.33163000000000004,0.08478,MMETSP0963
/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0/MMETSP0911.trinity_out_2.2.0.Trinity.fasta,28815,201,6784,18395057,638.3847599999999,0,5279,0,11414,78.59810999999999,294,566,861,1214,1816,0.48675,0.02014,0.01035,1.9273200000000001,0,0.0,0.13044,13164348,11979396,0.90999,10696758,0.8125600000000001,1282638,14755,709694,0.03858,8682,0.3013,1444,0.05011,15836,0.54957,3995,0.13864,0.28875,0.36446,0.049210000000000004,MMETSP0911
/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0/MMETSP0318.trinity_out_2.2.0.Trinity.fasta,27058,201,8532,20941027,773.93107,0,7007,0,13032,83.80735,327,726,1155,1670,2673,0.4913,0.00601,0.00231,1.98639,0,0.0,0.15211,31676754,30716881,0.9697,29204176,0.92194,1512705,13403,608844,0.02907,6598,0.24385,958,0.035410000000000004,17627,0.65145,1164,0.043019999999999996,0.45976999999999996,0.56857,0.51864,MMETSP0318
/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0/MMETSP1137.trinity_out_2.2.0.Trinity.fasta,35978,201,8744,22711384,631.25755,0,6885,0,11928,74.47331,271,531,937,1393,2126,0.58521,0.00909,0.0047,2.37741,0,0.0,0.1242,26578123,24181870,0.90984,22212447,0.8357399999999999,1969423,19014,583666,0.0257,9965,0.27697,955,0.026539999999999998,25812,0.71744,1829,0.050839999999999996,0.35975999999999997,0.43661000000000005,0.43163,MMETSP1137
/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0/MMETSP1071.trinity_out_2.2.0.Trinity.fasta,40061,201,13021,38328660,956.7574400000001,0,14149,5,22896,81.75305,433,928,1396,1994,3249,0.51669,0.010209999999999999,0.00804,2.03899,0,0.0,0.17769000000000001,35939914,33863619,0.9422299999999999,30122804,0.83814,3740815,29178,1155153,0.030139999999999997,16154,0.40324,1722,0.042980000000000004,15853,0.39571999999999996,2646,0.06605,0.35301,0.4896,0.37343000000000004,MMETSP1071
/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0/MMETSP0806.trinity_out_2.2.0.Trinity.fasta,15581,201,17028,15752108,1010.98184,0,5584,9,9976,89.20758000000001,452,978,1507,2234,3854,0.6812,0.0092,0.007409999999999999,2.46215,0,0.0,0.1585,26306280,24634301,0.9364399999999999,22794081,0.86649,1840220,8871,919277,0.05836,4661,0.29915,1313,0.08427,6108,0.39202,1025,0.06579,0.35766,0.55394,0.41811000000000004,MMETSP0806
/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0/MMETSP0491.trinity_out_2.2.0.Trinity.fasta,43997,201,15604,29699597,675.03687,0,8726,1,16574,77.63088,289,574,982,1509,2528,0.57985,0.014209999999999999,0.00462,2.0988599999999997,0,0.0,0.13279000000000002,13796122,12404769,0.89915,10728879,0.77767,1675890,27063,999568,0.03366,14836,0.3372,1418,0.03223,31792,0.72259,1517,0.034480000000000004,0.3357,0.43875,0.40452,MMETSP0491
/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0/MMETSP1415.trinity_out_2.2.0.Trinity.fasta,33092,201,9437,29816891,901.0301900000001,0,10510,0,18375,84.52645,396,855,1320,1943,3131,0.46948999999999996,0.00884,0.00672,1.9332200000000002,0,0.0,0.17013,18933457,17541278,0.9264700000000001,14525721,0.7672,3015557,23153,961161,0.03224,13241,0.40013000000000004,1400,0.04231,18519,0.55962,1359,0.041069999999999995,0.3371,0.42455,0.41748,MMETSP1415
/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0/MMETSP1017.trinity_out_2.2.0.Trinity.fasta,124838,201,9583,81626076,653.85601,0,23334,0,53161,91.74391,281,544,951,1475,2478,0.49713,0.00978,0.00243,2.13144,0,0.0,0.13095,20127416,17083614,0.84877,14278515,0.70941,2805099,68955,1411689,0.01729,28618,0.22924,2114,0.01693,96532,0.7732600000000001,2204,0.01765,0.34225,0.48936,0.5878899999999999,MMETSP1017
/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0/MMETSP1387.trinity_out_2.2.0.Trinity.fasta,13796,201,14470,21218673,1538.03081,0,7817,25,10739,78.67872,795,1514,2250,3185,5088,0.63627,0.006679999999999999,0.00246,2.30687,0,0.0,0.22763000000000003,24539672,23774192,0.9688100000000001,22660490,0.92342,1113702,10229,1465566,0.06907,4665,0.33814,949,0.06879,3562,0.25819000000000003,1144,0.08292000000000001,0.46206,0.59502,0.20359000000000002,MMETSP1387
/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0/MMETSP1106.trinity_out_2.2.0.Trinity.fasta,39052,201,15629,31391674,803.84293,0,9892,12,18172,81.58937,335,724,1229,1885,3349,0.61939,0.02053,0.00718,2.1438,0,0.0,0.14328,24275079,22204658,0.91471,19503236,0.80343,2701422,29334,847479,0.027000000000000003,11474,0.29381,996,0.0255,22141,0.56696,3028,0.07754,0.3302,0.46338999999999997,0.53112,MMETSP1106
/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0/MMETSP0043.trinity_out_2.2.0.Trinity.fasta,63330,201,17707,40777347,643.88674,0,10631,9,26667,89.85468,283,525,887,1406,2654,0.6089399999999999,0.02862,0.01737,1.8659400000000002,0,0.0,0.12150999999999999,39218029,36521010,0.9312299999999999,33039101,0.84245,3481909,30154,1586797,0.03891,15730,0.24838000000000002,2455,0.03877,40173,0.63434,3211,0.0507,0.38395999999999997,0.5019,0.42507,MMETSP0043
/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0/MMETSP1459.trinity_out_2.2.0.Trinity.fasta,15204,201,6746,12407096,816.04157,0,4356,0,8433,85.7591,365,771,1164,1654,2572,0.57391,0.00542,-0.00029,2.3837099999999998,0,0.0,0.152,30145777,28259750,0.9374399999999999,24094675,0.79927,4165075,9364,469549,0.03785,5583,0.36721,622,0.04091,7898,0.51947,1149,0.07557,0.30746999999999997,0.39357,0.31146,MMETSP1459
/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0/MMETSP0901.trinity_out_2.2.0.Trinity.fasta,31884,201,12328,31715355,994.7106699999999,0,11560,3,18627,83.1099,447,969,1472,2131,3524,0.46863999999999995,0.00805,0.0064,1.93438,0,0.0,0.18392999999999998,20641446,19547121,0.9469799999999999,17270830,0.8367100000000001,2276291,24355,1130859,0.035660000000000004,12424,0.38966,1583,0.04965,15031,0.47143,1633,0.05122,0.37951,0.5141,0.43,MMETSP0901
/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0/MMETSP1441.trinity_out_2.2.0.Trinity.fasta,81670,201,13846,46068957,564.08665,0,11040,4,31393,94.16481999999999,258,445,747,1189,2036,0.6622399999999999,0.00603,0.00206,2.0941799999999997,0,0.0,0.10554000000000001,27324631,21102140,0.77228,13811385,0.50546,7290755,48463,1229771,0.02669,34533,0.42283999999999994,1790,0.02192,53189,0.65127,3899,0.04774,0.1496,0.24806,0.37493000000000004,MMETSP1441
