"","SampleName","Run.x","ReleaseDate","LoadDate","spots","bases","spots_with_mates","avgLength","size_MB","AssemblyName","download_path","Experiment","LibraryName","LibraryStrategy","LibrarySelection","LibrarySource","LibraryLayout","InsertSize","InsertDev","Platform","Model","SRAStudy","BioProject","Study_Pubmed_id","ProjectID","Sample","BioSample","SampleType","TaxID","ScientificName","g1k_pop_code","source","g1k_analysis_group","Subject_ID","Sex","Disease","Tumor","Affection_Status","Analyte_Type","Histological_Type","Body_Site","CenterName","Submission","dbgap_study_accession","Consent","RunHash","ReadHash","Investigator","HighLevelClassification","Phylum","Class","Order","Family","Genus","Species","Strain","Input.Reads","Surviving.Reads","Percent.Surviving","assembly.x","n_seqs.x","smallest.x","largest.x","n_bases.x","mean_len.x","n_under_200.x","n_over_1k.x","n_over_10k.x","n_with_orf.x","mean_orf_percent.x","n90.x","n70.x","n50.x","n30.x","n10.x","gc.x","gc_skew.x","at_skew.x","cpg_ratio.x","bases_n.x","proportion_n.x","linguistic_complexity.x","fragments","fragments_mapped","p_fragments_mapped","good_mappings","p_good_mapping","bad_mappings","potential_bridges","bases_uncovered","p_bases_uncovered","contigs_uncovbase","p_contigs_uncovbase","contigs_uncovered","p_contigs_uncovered","contigs_lowcovered","p_contigs_lowcovered","contigs_segmented","p_contigs_segmented","score.x","optimal_score.x","cutoff.x","assembly.y","n_seqs.y","smallest.y","largest.y","n_bases.y","mean_len.y","n_under_200.y","n_over_1k.y","n_over_10k.y","n_with_orf.y","mean_orf_percent.y","n90.y","n70.y","n50.y","n30.y","n10.y","gc.y","gc_skew.y","at_skew.y","cpg_ratio.y","bases_n.y","proportion_n.y","linguistic_complexity.y","CRBB_hits","n_contigs_with_CRBB","p_contigs_with_CRBB","rbh_per_reference","n_refs_with_CRBB","p_refs_with_CRBB","cov25","p_cov25","cov50","p_cov50","cov75","p_cov75","cov85","p_cov85","cov95","p_cov95","reference_coverage","score.y","optimal_score.y","cutoff.y","Run.y","Complete_eukaryotic","Fragmented_eukaryotic","Missing_eukaryotic","Total_eukaryotic","Complete_eukaryotic_BUSCO_perc","Complete_protist","Fragmented_protist","Missing_protist","Total_protist","Complete_protist_BUSCO_perc","Unique_kmers","num_reads_kept_diginorm","total_reads_before_diginorm","perc_kept_diginorm","num_kmers_reads_diginorm","fp_rate_diginorm"
"88","MMETSP0127","SRR1296905","7/22/15","7/26/15",21751016,2175101600,21751016,100,1291,NA,"http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1296905","SRX551312",NA,"RNA-Seq","RANDOM PCR","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2000","SRP042159","PRJNA248394",NA,248394,"SRS619021","SAMN02740418","simple",938130,"Platyophrya macrostoma",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"NCGR","SRA166822",NA,"public","2882F4079017136DF71954130378FE37","683C31201113C08949FD36CA78DFE36D","DenisLynn","Alveolata(SAR,Chromalveolata)","Ciliophora","Colopdea","Cyrtolophosidida","Platyophryidae","Platyophrya","macrostoma","WH",21751016,21652335,99.55,"/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0/MMETSP0127.trinity_out_2.2.0.Trinity.fasta",83965,201,8987,42192140,502.49675,0,8021,0,26928,90.54863,246,387,612,959,1700,0.4601,0.01143,0.01268,1.96447,0,0,0.104,21652335,18033851,0.83288,14058375,0.64928,3975476,48269,1178591,0.02793,27236,0.32437,2773,0.03303,64679,0.77031,2645,0.0315,0.21882,0.33478,0.44112,"/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0_zenodo/MMETSP0127.trinity_out_2.2.0.Trinity.fasta",83965,201,8987,42192140,502.49675,0,8021,0,26928,90.54863,246,387,612,959,1700,0.4601,0.01143,0.01268,1.96447,0,0,0.104,39146,39146,0.46622,0.88785,28432,0.64485,14152,0.32097,12342,0.27992,9916,0.2249,8738,0.19818,7319,0.166,0.26097,NA,NA,NA,"MMETSP0127",213,52,38,303,0.70297029703,164,33,37,234,0.700854700854701,37133397,21876888,43403213,"50.4%",132092651,0
"89","MMETSP0132","SRR1300302","7/22/15","7/25/15",15144089,1514408900,15144089,100,960,NA,"http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300302","SRX554110",NA,"RNA-Seq","RANDOM PCR","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2000","SRP042159","PRJNA248394",NA,248394,"SRS621396","SAMN02740419","simple",104179,"Symbiodinium kawagutii",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"NCGR","SRA167331",NA,"public","F432D6CFE74D4428361C27417A0A0806","10BD8EB2817633C5DED9CA38F488445C","SenjieLin","Alveolata(SAR,Chromalveolata)","Dinophyta","Dinophyceae","Suessiales","Symbiodiniaceae","Symbiodinium","kawagutii","CCMP2468",15144089,15143709,100,"/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0/MMETSP0132.trinity_out_2.2.0.Trinity.fasta",16419,201,1937,5881471,358.21128,0,154,0,2241,86.89199,226,286,372,494,751,0.50365,0.0017,0.00235,1.82031,0,0,0.07835,15143755,5783164,0.38188,412554,0.02724,5370610,13733,546693,0.09295,10645,0.64833,1515,0.09227,9768,0.59492,1612,0.09818,0.00054,0.0063,0.29642,"/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0_zenodo/MMETSP0132.trinity_out_2.2.0.Trinity.fasta",16419,201,1937,5881471,358.21128,0,154,0,2241,86.89199,226,286,372,494,751,0.50365,0.0017,0.00235,1.82031,0,0,0.07835,10682,10682,0.65059,0.57775,8117,0.43902,4052,0.21916,3466,0.18746,2555,0.13819,2047,0.11071,1241,0.06712,0.1794,NA,NA,NA,"MMETSP0132",37,47,219,303,0.122112211221,26,40,168,234,0.111111111111111,4137110,8635705,30287807,"28.5%",80807276,0
"90","MMETSP0133","SRR1300303","7/22/15","7/25/15",11054524,1105452400,11054524,100,701,NA,"http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300303","SRX554111",NA,"RNA-Seq","RANDOM PCR","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2000","SRP042159","PRJNA248394",NA,248394,"SRS621397","SAMN02740420","simple",104179,"Symbiodinium kawagutii",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"NCGR","SRA167331",NA,"public","CC19E7AEBD647705C375CDD10858E369","5B665AC283491A443EA9891D9ECA53C9","SenjieLin","Alveolata(SAR,Chromalveolata)","Dinophyta","Dinophyceae","Suessiales","Symbiodiniaceae","Symbiodinium","kawagutii","CCMP2468",11054524,11054291,100,"/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0/MMETSP0133.trinity_out_2.2.0.Trinity.fasta",15572,201,2571,5580738,358.38287,0,133,0,2084,86.28031,226,287,374,496,734,0.50304,0.00373,0.00309,1.81849,0,0,0.07833,11054332,4060313,0.36731,925875,0.08376,3134438,12641,530777,0.09511,10195,0.6547,1323,0.08496,9992,0.64166,1389,0.0892,0.00205,0.03717,0.65245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,49,221,303,0.108910891089,29,25,180,234,0.123931623931624,3938227,7366107,22108840,"33.3%",68554666,0
"91","MMETSP0134","SRR1300304","7/22/15","7/25/15",15836177,1583617700,15836177,100,994,NA,"http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300304","SRX554112",NA,"RNA-Seq","RANDOM PCR","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2000","SRP042159","PRJNA248394",NA,248394,"SRS621398","SAMN02740421","simple",104179,"Symbiodinium kawagutii",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"NCGR","SRA167331",NA,"public","D5D9A3A2E3363FE4702B48DB393DBC29","720782CB069E2AB4993DAA65DC62B30B","SenjieLin","Alveolata(SAR,Chromalveolata)","Dinophyta","Dinophyceae","Suessiales","Symbiodiniaceae","Symbiodinium","kawagutii","CCMP2468",15836177,15835913,100,"/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0/MMETSP0134.trinity_out_2.2.0.Trinity.fasta",17666,201,2024,6582301,372.59714,0,259,0,2929,87.73013,226,294,397,538,817,0.51417,0.00304,-0.00095,1.81937,0,0,0.08092,15835948,4989217,0.31506,723807,0.04571,4265410,14835,617972,0.09388,11540,0.65323,1571,0.08893,11578,0.65538,1478,0.08366,0.00119,0.0119,0.19445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,54,215,303,0.112211221122,32,31,171,234,0.136752136752137,5003360,8646107,31672108,"27.3%",79293626,0
"92","MMETSP0135","SRR1300305","7/22/15","7/25/15",24691847,2469184700,24691847,100,1571,NA,"http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300305","SRX554113",NA,"RNA-Seq","RANDOM PCR","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2000","SRP042159","PRJNA248394",NA,248394,"SRS621399","SAMN02740422","simple",104179,"Symbiodinium kawagutii",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"NCGR","SRA167331",NA,"public","D4B7E58F386A0FEE54A6BBF01757B678","73A890DF59C496D6CC7FE8A9F4CFB1DD","SenjieLin","Alveolata(SAR,Chromalveolata)","Dinophyta","Dinophyceae","Suessiales","Symbiodiniaceae","Symbiodinium","kawagutii","CCMP2468",24691847,24691240,100,"/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0/MMETSP0135.trinity_out_2.2.0.Trinity.fasta",25355,201,1870,9180845,362.09209,0,277,0,3961,89.13719,226,289,377,506,758,0.51595,-7e-04,-0.00059,1.8203,0,0,0.07904,24691309,10549878,0.42727,1050959,0.04256,9498919,21401,891476,0.0971,16578,0.65384,2570,0.10136,13372,0.52739,2596,0.10239,0.00082,0.01348,0.31988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,64,204,303,0.115511551155,30,34,170,234,0.128205128205128,6386826,13335420,49383106,"27.0%",119171377,0
"93","MMETSP0139","SRR1296847","7/22/15","7/26/15",31036156,3103615600,31036156,100,1990,NA,"http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1296847","SRX551254",NA,"RNA-Seq","RANDOM PCR","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2000","SRP042159","PRJNA248394",NA,248394,"SRS618963","SAMN02740347","simple",44445,"Pseudo-nitzschia australis",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"NCGR","SRA166822",NA,"public","8A8DAE94EEA18382C734DA66D4429DF7","98AFF50FA437D8ABA34420992BCD3A6B","GJasonSmith","Stramenopila(SAR,Chromalveolata)","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Pseudo-nitzschia","australis","1024910AB",31036156,30982477,99.83,"/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0/MMETSP0139.trinity_out_2.2.0.Trinity.fasta",28966,201,8646,30248392,1044.27232,0,11223,0,15201,75.33806,432,1120,1711,2382,3559,0.47131,0.0062,-0.00051,2.06841,0,0,0.18689,30982477,29334354,0.9468,26987602,0.87106,2346752,19693,1097919,0.0363,9716,0.33543,1164,0.04019,12447,0.42971,2552,0.0881,0.3609,0.48612,0.41011,"/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0_zenodo/MMETSP0139.trinity_out_2.2.0.Trinity.fasta",819,201,6404,929340,1134.72527,0,351,0,442,74.18813,460,1289,1850,2605,3777,0.45785,0.00923,0.00374,2.04513,0,0,0.20302,604,604,0.73748,0.02363,453,0.01772,211,0.00826,200,0.00783,185,0.00724,174,0.00681,151,0.00591,0.00884,NA,NA,NA,"MMETSP0139",246,24,33,303,0.811881188119,203,20,11,234,0.867521367521368,825102,20857094,62017784,"33.6%",86463019,0
"94","MMETSP0140","SRR1296848","7/22/15","7/26/15",33173926,3317392600,33173926,100,2123,NA,"http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1296848","SRX551255",NA,"RNA-Seq","RANDOM PCR","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2000","SRP042159","PRJNA248394",NA,248394,"SRS618964","SAMN02740348","simple",44445,"Pseudo-nitzschia australis",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"NCGR","SRA166822",NA,"public","5E6AA4ED262C7A09163E008ACD23DA08","D36C09AF8FA2EA06487E602130BED216","GJasonSmith","Stramenopila(SAR,Chromalveolata)","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Pseudo-nitzschia","australis","1024910AB",33173926,33118341,99.83,"/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0/MMETSP0140.trinity_out_2.2.0.Trinity.fasta",29277,201,8878,29735796,1015.67087,0,11093,0,14862,72.89435,410,1099,1678,2337,3465,0.46939,0.00566,0.00453,2.06852,0,0,0.18334,33118341,31303775,0.94521,28915664,0.8731,2388111,19365,1087236,0.03656,9990,0.34122,1189,0.04061,12559,0.42897,3488,0.11914,0.34981,0.44527,0.16262,"/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0_zenodo/MMETSP0140.trinity_out_2.2.0.Trinity.fasta",1619,201,6049,1859417,1148.49722,0,739,0,968,73.51853,518,1245,1781,2378,3486,0.46172,0.00332,0.00919,2.04104,0,0,0.20793,1237,1237,0.76405,0.04877,988,0.03895,486,0.01916,459,0.0181,420,0.01656,389,0.01534,351,0.01384,0.01903,NA,NA,NA,"MMETSP0140",237,31,35,303,0.782178217822,196,17,21,234,0.837606837606838,1698093,20703570,66291912,"31.2%",87242535,0
"95","MMETSP0141","SRR1296849","7/22/15","7/26/15",31767518,3176751800,31767518,100,2036,NA,"http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1296849","SRX551256",NA,"RNA-Seq","RANDOM PCR","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2000","SRP042159","PRJNA248394",NA,248394,"SRS618965","SAMN02740349","simple",44445,"Pseudo-nitzschia australis",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"NCGR","SRA166822",NA,"public","A7959DCE0BEFE48E5CACE00214FD3CC9","F72CB1FFADD06AA00C353FEA7DDA8684","GJasonSmith","Stramenopila(SAR,Chromalveolata)","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Pseudo-nitzschia","australis","1024910AB",31767518,31714516,99.83,"/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0/MMETSP0141.trinity_out_2.2.0.Trinity.fasta",28457,201,7559,28971641,1018.08486,0,10957,0,14455,73.56914,413,1113,1679,2279,3334,0.47002,0.00463,-0.00027,2.07033,0,0,0.18423,31714516,30058985,0.9478,27801114,0.87661,2257871,18580,1049240,0.03622,9350,0.32857,1140,0.04006,12497,0.43915,3386,0.11899,0.35273,0.45397,0.23166,"/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0_zenodo/MMETSP0141.trinity_out_2.2.0.Trinity.fasta",28457,201,7559,28971641,1018.08486,0,10957,0,14455,73.56914,413,1113,1679,2279,3334,0.47002,0.00463,-0.00027,2.07033,0,0,0.18423,22008,22008,0.77338,0.91414,15556,0.64615,7717,0.32054,6674,0.27722,5661,0.23514,5178,0.21508,4363,0.18123,0.29382,NA,NA,NA,"MMETSP0141",242,28,33,303,0.798679867987,184,27,23,234,0.786324786324786,21277209,20118206,63481540,"31.7%",85958248,0
"96","MMETSP0142","SRR1296850","7/22/15","7/26/15",33514765,3351476500,33514765,100,2145,NA,"http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1296850","SRX551257",NA,"RNA-Seq","RANDOM PCR","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2000","SRP042159","PRJNA248394",NA,248394,"SRS618966","SAMN02740350","simple",44445,"Pseudo-nitzschia australis",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"NCGR","SRA166822",NA,"public","6B9A500B5B09A2B91FCB3D132B2C3A55","87450D38344EF2FA2F6E2C109A7A388C","GJasonSmith","Stramenopila(SAR,Chromalveolata)","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Pseudo-nitzschia","australis","1024910AB",33514765,33459139,99.83,"/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0/MMETSP0142.trinity_out_2.2.0.Trinity.fasta",28040,201,7202,30085930,1072.96469,0,11304,0,14830,74.11142,445,1173,1764,2443,3566,0.47055,0.00474,0.0034,2.07063,0,0,0.19131,33459139,31799581,0.9504,29449098,0.88015,2350483,18782,1024076,0.03404,9281,0.33099,1072,0.03823,11404,0.4067,2923,0.10424,0.37033,0.47919,0.28456,"/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0_zenodo/MMETSP0142.trinity_out_2.2.0.Trinity.fasta",1456,201,5521,1866718,1282.08654,0,781,0,945,75.86872,668,1392,1889,2525,3547,0.45852,0.00355,0.00737,2.04376,0,0,0.22979,1179,1179,0.80975,0.06454,961,0.05261,510,0.02792,485,0.02655,458,0.02507,445,0.02436,430,0.02354,0.03199,NA,NA,NA,"MMETSP0142",249,21,33,303,0.821782178218,201,20,13,234,0.858974358974359,1805270,21301914,66973668,"31.8%",88933674,0
"97","MMETSP0143","SRR1296789","7/22/15","7/26/15",37107358,3710735800,37107358,100,2357,NA,"http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1296789","SRX551196",NA,"RNA-Seq","RANDOM PCR","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2000","SRP042159","PRJNA248394",NA,248394,"SRS618905","SAMN02740423","simple",72548,"Prymnesium polylepis",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"NCGR","SRA166822",NA,"public","9CBEEE58F23EFD9FB4175A4D1E03E151","D641FE63902B4617A838C935B1815F52","SonyaDyhrman","Haptophyta(Hacrobia,Chromalveolata)","Haptophyta","Prymnesiophyceae","Prymnesiales","Prymnesiaceae","Chrysochromulina","polylepis","CCMP1757",37107358,37105551,100,"/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0/MMETSP0143.trinity_out_2.2.0.Trinity.fasta",95064,201,11481,63965417,672.86688,0,17394,4,42438,86.50203,295,570,925,1433,2664,0.65392,0.0143,0.00327,2.37147,0,0,0.12117,37105551,33651386,0.90691,29573213,0.797,4078173,54007,2111586,0.03301,25342,0.26658,2477,0.02606,63377,0.66668,5687,0.05982,0.34126,0.40844,0.23795,"/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0_zenodo/MMETSP0143.trinity_out_2.2.0.Trinity.fasta",95064,201,11481,63965417,672.86688,0,17394,4,42438,86.50203,295,570,925,1433,2664,0.65392,0.0143,0.00327,2.37147,0,0,0.12117,60874,60874,0.64035,1.11446,46693,0.85484,23676,0.43345,21995,0.40268,19673,0.36017,18753,0.34332,17252,0.31584,0.4385,NA,NA,NA,"MMETSP0143",204,63,36,303,0.673267326733,152,40,42,234,0.64957264957265,50663417,33095687,74212718,"44.6%",159149901,0
"98","MMETSP0145","SRR1296790","7/22/15","7/26/15",14367015,1436701500,14367015,100,887,NA,"http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1296790","SRX551197",NA,"RNA-Seq","RANDOM PCR","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2000","SRP042159","PRJNA248394",NA,248394,"SRS618906","SAMN02740424","simple",72548,"Prymnesium polylepis",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"NCGR","SRA166822",NA,"public","4E133E671883D03EEEEFFFA1C169A17D","D459E7FDBBFB2C2BF12C44CD8A4DA79D","SonyaDyhrman","Haptophyta(Hacrobia,Chromalveolata)","Haptophyta","Prymnesiophyceae","Prymnesiales","Prymnesiaceae","Chrysochromulina","polylepis","CCMP1757",14367015,14359453,99.95,"/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0/MMETSP0145.trinity_out_2.2.0.Trinity.fasta",68584,201,8169,38142522,556.14315,0,8308,0,24248,87.46427,257,437,716,1136,2150,0.65488,0.01668,0.00453,2.36045,0,0,0.10379,14359453,12046615,0.83893,9815527,0.68356,2231088,38870,1062297,0.02785,15944,0.23247,1173,0.0171,53583,0.78128,2883,0.04204,0.25369,0.34274,0.41019,"/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0_zenodo/MMETSP0145.trinity_out_2.2.0.Trinity.fasta",68584,201,8169,38142522,556.14315,0,8308,0,24248,87.46427,257,437,716,1136,2150,0.65488,0.01668,0.00453,2.36045,0,0,0.10379,31841,31841,0.46426,1.09781,24910,0.85885,12397,0.42742,11444,0.39457,10117,0.34881,9607,0.33123,8843,0.30489,0.4247,NA,NA,NA,"MMETSP0145",145,76,82,303,0.478547854785,115,45,74,234,0.491452991452991,31818109,18706159,28726357,"65.1%",133175227,0
"99","MMETSP0146","SRR1296791","7/22/15","7/26/15",18661217,1866121700,18661217,100,1159,NA,"http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1296791","SRX551198",NA,"RNA-Seq","RANDOM PCR","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2000","SRP042159","PRJNA248394",NA,248394,"SRS618907","SAMN02740425","simple",72548,"Prymnesium polylepis",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"NCGR","SRA166822",NA,"public","996FFF79A8A76ECCAA83A17CE66A266E","D3D625EE531B9795177F2DD57C5FE138","SonyaDyhrman","Haptophyta(Hacrobia,Chromalveolata)","Haptophyta","Prymnesiophyceae","Prymnesiales","Prymnesiaceae","Chrysochromulina","polylepis","CCMP1757",18661217,18650913,99.94,"/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0/MMETSP0146.trinity_out_2.2.0.Trinity.fasta",76269,201,9151,45119591,591.58493,0,10684,0,28874,86.43191,266,474,783,1238,2377,0.65531,0.01504,0.00383,2.36659,0,0,0.10886,18650913,16210116,0.86913,13658068,0.7323,2552048,42222,1541484,0.03416,18084,0.23711,1463,0.01918,56960,0.74683,3584,0.04699,0.30005,0.36873,0.37566,"/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0_zenodo/MMETSP0146.trinity_out_2.2.0.Trinity.fasta",76269,201,9151,45119591,591.58493,0,10684,0,28874,86.43191,266,474,783,1238,2377,0.65531,0.01504,0.00383,2.36659,0,0,0.10886,39733,39733,0.52096,1.10624,30726,0.85547,15437,0.4298,14221,0.39594,12591,0.35056,11978,0.33349,10954,0.30498,0.42818,NA,NA,NA,"MMETSP0146",153,79,71,303,0.50495049505,120,45,69,234,0.512820512820513,34485780,22670935,37311961,"60.8%",149794102,0
"100","MMETSP0147","SRR1296792","7/22/15","7/26/15",19522742,1952274200,19522742,100,1204,NA,"http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1296792","SRX551199",NA,"RNA-Seq","RANDOM PCR","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2000","SRP042159","PRJNA248394",NA,248394,"SRS618908","SAMN02740426","simple",72548,"Prymnesium polylepis",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"NCGR","SRA166822",NA,"public","2A44F62D32FA0F12106BDA31CE3BCE93","02A533F745D19E67500AFDB115E6EEF1","SonyaDyhrman","Haptophyta(Hacrobia,Chromalveolata)","Haptophyta","Prymnesiophyceae","Prymnesiales","Prymnesiaceae","Chrysochromulina","polylepis","CCMP1757",19522742,19511845,99.94,"/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0/MMETSP0147.trinity_out_2.2.0.Trinity.fasta",76587,201,9534,42906697,560.23473,0,9707,0,27612,88.55069,258,438,732,1163,2117,0.65609,0.0155,0.00694,2.36803,0,0,0.10482,19511845,16998375,0.87118,14179080,0.72669,2819295,43173,979073,0.02282,17392,0.22709,1222,0.01596,60055,0.78414,2657,0.03469,0.27472,0.36284,0.42103,"/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0_zenodo/MMETSP0147.trinity_out_2.2.0.Trinity.fasta",76587,201,9534,42906697,560.23473,0,9707,0,27612,88.55069,258,438,732,1163,2117,0.65609,0.0155,0.00694,2.36803,0,0,0.10482,35979,35979,0.46978,1.10389,28141,0.86341,14087,0.43221,12916,0.39628,11371,0.34888,10856,0.33308,10015,0.30727,0.43154,NA,NA,NA,"MMETSP0147",179,63,61,303,0.590759075908,145,36,53,234,0.61965811965812,31978539,21892011,39034384,"56.1%",149441513,0
"101","MMETSP0149","SRR1296918","7/22/15","7/26/15",26360693,2636069300,26360693,100,1614,NA,"http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1296918","SRX551325",NA,"RNA-Seq","RANDOM PCR","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2000","SRP042159","PRJNA248394",NA,248394,"SRS619033","SAMN02740223","simple",122233,"Chaetoceros debilis",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"NCGR","SRA166822",NA,"public","D8F6E6A1AD5F276C6AE068A3B400AECF","5EA46B9B3798FA9D241C353B12D5ACC6","BankBeszteri","Stramenopila(SAR,Chromalveolata)","Bacillariophyta","Coscinodiscophyceae","Chaetocerotales","Chaetocerotaceae","Chaetoceros","debilis","MM31A-1",26360693,26356589,99.98,"/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0/MMETSP0149.trinity_out_2.2.0.Trinity.fasta",27809,201,12998,24562646,883.26247,0,8638,2,14365,83.35017,377,849,1325,1906,3185,0.43278,0.01065,0.00727,1.79657,0,0,0.16569,26356589,24822153,0.94178,22555321,0.85578,2266832,19349,647436,0.02636,9359,0.33655,1001,0.036,14557,0.52346,1428,0.05135,0.38254,0.52958,0.44516,"/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0_zenodo/MMETSP0149.trinity_out_2.2.0.Trinity.fasta",27809,201,12998,24562646,883.26247,0,8638,2,14365,83.35017,377,849,1325,1906,3185,0.43278,0.01065,0.00727,1.79657,0,0,0.16569,20603,20603,0.74088,1.26205,13570,0.83124,7126,0.43651,6552,0.40135,5787,0.35449,5476,0.33544,4980,0.30505,0.45728,NA,NA,NA,"MMETSP0149",224,40,39,303,0.739273927393,183,27,24,234,0.782051282051282,25054898,16561914,52716620,"31.4%",69867152,0
