assembly,n_seqs,smallest,largest,n_bases,mean_len,n_under_200,n_over_1k,n_over_10k,n_with_orf,mean_orf_percent,n90,n70,n50,n30,n10,gc,gc_skew,at_skew,cpg_ratio,bases_n,proportion_n,linguistic_complexity,fragments,fragments_mapped,p_fragments_mapped,good_mappings,p_good_mapping,bad_mappings,potential_bridges,bases_uncovered,p_bases_uncovered,contigs_uncovbase,p_contigs_uncovbase,contigs_uncovered,p_contigs_uncovered,contigs_lowcovered,p_contigs_lowcovered,contigs_segmented,p_contigs_segmented,score,optimal_score,cutoff
/mnt/scratch/ljcohen/mmetsp/Symbiodinium_sp./SRR1300264/trinity/trinity_out/Symbiodinium_sp._SRR1300264.Trinity.fixed.fa,73269,201,15344,53969207,736.58992,0,17580,2,36241,90.91149,308,677,1094,1602,2532,0.57249,0.00707,0.00341,1.96166,0,0.0,0.14304,27695840,25573571,0.92337,23065106,0.8328,2508465,39106,245986,0.00456,13416,0.18311,161,0.0022,44950,0.61349,2246,0.03065,0.48345,0.57091,0.46121
/mnt/scratch/ljcohen/mmetsp/uncultured_eukaryote/SRR1300261/trinity/trinity_out/uncultured_eukaryote_SRR1300261.Trinity.fixed.fa,45205,201,14582,35927952,794.77828,0,12327,7,20895,81.57259,319,782,1212,1754,3005,0.63133,0.00791,0.00348,2.41065,0,0.0,0.13884,54794013,50619268,0.92381,42995287,0.78467,7623981,35075,454492,0.01265,18005,0.3983,257,0.00569,13944,0.30846,4953,0.10957,0.31453,0.41988,0.38269
/mnt/scratch/ljcohen/mmetsp/Lingulodinium_polyedrum/SRR1300255/trinity/trinity_out/Lingulodinium_polyedrum_SRR1300255.Trinity.fixed.fa,118465,201,7567,77080298,650.65883,0,23281,0,56402,94.59664,283,568,934,1365,2074,0.67647,0.00643,0.00293,2.10494,0,0.0,0.11834,32935503,29701420,0.90181,25430582,0.77213,4270838,59139,466918,0.00606,27289,0.23035,363,0.00306,71697,0.60522,4427,0.03737,0.42305,0.49533,0.46086
/mnt/scratch/ljcohen/mmetsp/uncultured_eukaryote/SRR1300338/trinity/trinity_out/uncultured_eukaryote_SRR1300338.Trinity.fixed.fa,66797,201,13881,40597607,607.7759,0,10260,13,26416,90.86891,269,486,830,1328,2457,0.63197,0.01935,0.01595,2.05571,0,0.0,0.11403,28989585,25552775,0.88145,20934592,0.72214,4618183,40457,418403,0.01031,17614,0.26369,343,0.00513,42653,0.63855,3678,0.05506,0.3278,0.41264,0.44602
/mnt/scratch/ljcohen/mmetsp/Thalassiosira_weissflogii/SRR1296934/trinity/trinity_out/Thalassiosira_weissflogii_SRR1296934.Trinity.fixed.fa,25866,201,10420,31300233,1210.09174,0,11843,1,15993,80.24685,558,1260,1870,2669,4229,0.46645,0.00534,0.00661,1.93505,0,0.0,0.21364,24247871,23296578,0.96077,21441400,0.88426,1855178,17017,221298,0.00707,6887,0.26626,116,0.00448,12010,0.46432,1240,0.04794,0.51764,0.55381,0.38752
/mnt/scratch/ljcohen/mmetsp/Isochrysis_galbana/SRR1300332/trinity/trinity_out/Isochrysis_galbana_SRR1300332.Trinity.fixed.fa,36333,201,15865,30461800,838.40586,0,10238,13,18361,82.12907,349,793,1271,1876,3215,0.65243,0.00963,0.00224,2.21867,0,0.0,0.14736,22764788,21468715,0.94307,19594693,0.86075,1874022,22397,301194,0.00989,10283,0.28302,199,0.00548,21162,0.58245,1658,0.04563,0.4692,0.5423,0.36349
/mnt/scratch/ljcohen/mmetsp/uncultured_eukaryote/SRR1300262/trinity/trinity_out/uncultured_eukaryote_SRR1300262.Trinity.fixed.fa,40113,201,13472,31570781,787.04612,0,10854,4,19701,84.09523,329,765,1162,1661,2731,0.63966,0.00749,0.00299,2.40582,0,0.0,0.13919,31862865,29265116,0.91847,24512581,0.76932,4752535,29852,295863,0.00937,14777,0.36838,179,0.00446,16158,0.40281,3338,0.08321,0.31938,0.41692,0.388
/mnt/scratch/ljcohen/mmetsp/Lingulodinium_polyedrum/SRR1300258/trinity/trinity_out/Lingulodinium_polyedrum_SRR1300258.Trinity.fixed.fa,114871,201,9718,80333413,699.33589,0,25671,0,57684,94.43057,297,629,1029,1494,2319,0.6762,0.00565,0.00335,2.10418,0,0.0,0.12457,40570365,36881770,0.90908,31473109,0.77577,5408661,63464,529464,0.00659,27796,0.24198,423,0.00368,61692,0.53705,4597,0.04002,0.40562,0.49652,0.4757
/mnt/scratch/ljcohen/mmetsp/Isochrysis_sp./SRR1300268/trinity/trinity_out/Isochrysis_sp._SRR1300268.Trinity.fixed.fa,29267,201,20937,27457936,938.18758,0,9551,24,13903,76.00196,364,964,1531,2235,3994,0.58987,0.01222,0.00513,2.19125,0,0.0,0.16964,29880456,28732763,0.96159,26938732,0.90155,1794031,16182,339646,0.01237,8137,0.27803,192,0.00656,17886,0.61113,1599,0.05463,0.50733,0.5191,0.05609
/mnt/scratch/ljcohen/mmetsp/Pseudopedinella_elastica/SRR1300312/trinity/trinity_out/Pseudopedinella_elastica_SRR1300312.Trinity.fixed.fa,17068,201,6996,6866473,402.30097,0,712,0,3102,86.7268,225,302,425,653,1246,0.58855,0.01372,0.0096,2.08241,0,0.0,0.08394,16791260,9364325,0.55769,6632657,0.39501,2731668,9529,50768,0.00739,2869,0.16809,110,0.00644,397,0.02326,1418,0.08308,0.11409,0.18043,0.31923
/mnt/scratch/ljcohen/mmetsp/uncultured_eukaryote/SRR1300340/trinity/trinity_out/uncultured_eukaryote_SRR1300340.Trinity.fixed.fa,40794,201,12864,32349157,792.98811,0,11102,1,20089,84.02119,331,768,1169,1686,2800,0.63931,0.00833,0.00359,2.40138,0,0.0,0.13992,36836044,34356100,0.93268,30608152,0.83093,3747948,29916,348380,0.01077,15121,0.37067,234,0.00574,15432,0.37829,3433,0.08415,0.37848,0.47919,0.43312
/mnt/scratch/ljcohen/mmetsp/Ochromonas/SRR1300317/trinity/trinity_out/Ochromonas_SRR1300317.Trinity.fixed.fa,29814,224,11846,25067555,840.79811,0,7664,6,14992,84.18948,353,737,1226,1969,3628,0.39767,0.01155,0.00564,1.74009,0,0.0,0.1529,22564449,21055495,0.93313,18661451,0.82703,2394044,22152,668887,0.02668,9560,0.32065,1098,0.03683,16575,0.55595,1240,0.04159,0.28815,0.50517,0.51496
/mnt/scratch/ljcohen/mmetsp/Symbiodinium_sp./SRR1300263/trinity/trinity_out/Symbiodinium_sp._SRR1300263.Trinity.fixed.fa,136341,201,16866,93065509,682.59371,0,26864,15,62691,93.41818,291,581,987,1533,2615,0.58764,0.00857,0.00416,1.95629,0,0.0,0.13122,28001076,24488032,0.87454,20638417,0.73706,3849615,75609,543908,0.00584,30909,0.2267,464,0.0034,100218,0.73505,2613,0.01917,0.37746,0.50647,0.54405
/mnt/scratch/ljcohen/mmetsp/Neoceratium_fusus/SRR1300300/trinity/trinity_out/Neoceratium_fusus_SRR1300300.Trinity.fixed.fa,127280,201,7863,84536567,664.17793,0,25965,0,55616,90.87481,282,570,991,1483,2280,0.53895,0.0093,0.00412,1.95829,0,0.0,0.13229,27312943,24030962,0.87984,20009147,0.73259,4021815,71429,472268,0.00559,34396,0.27024,296,0.00233,93022,0.73085,2438,0.01915,0.3787,0.46739,0.46897
/mnt/scratch/ljcohen/mmetsp/Ostreococcus_mediterraneus/SRR1300251/trinity/trinity_out/Ostreococcus_mediterraneus_SRR1300251.Trinity.fixed.fa,9179,224,17498,12347927,1345.23663,0,4557,21,6560,80.5401,649,1312,1978,2886,5050,0.55586,-0.00315,-0.00181,2.76088,0,0.0,0.218,28939567,27805898,0.96083,25718451,0.8887,2087447,6706,480078,0.03888,2398,0.26125,323,0.03519,2856,0.31115,779,0.08487,0.47058,0.55953,0.46884
/mnt/scratch/ljcohen/mmetsp/Aurantiochytrium_limacinum/SRR1300290/trinity/trinity_out/Aurantiochytrium_limacinum_SRR1300290.Trinity.fixed.fa,22459,224,10216,21605813,962.01135,0,7695,1,10961,75.80446,389,957,1531,2191,3420,0.48996,0.00502,0.00213,2.0366,0,0.0,0.18089,19904376,19027493,0.95595,17876088,0.8981,1151405,11492,796952,0.03689,4582,0.20402,863,0.03843,13735,0.61156,934,0.04159,0.45986,0.55035,0.45754
/mnt/scratch/ljcohen/mmetsp/Ditylum_brightwellii/SRR1300293/trinity/trinity_out/Ditylum_brightwellii_SRR1300293.Trinity.fixed.fa,33392,201,8442,27324948,818.30822,0,9474,0,14162,74.43755,326,808,1305,1894,3125,0.4231,0.01695,0.00954,1.77822,0,0.0,0.15433,32756417,31142260,0.95072,28720406,0.87679,2421854,18479,338440,0.01239,9440,0.2827,191,0.00572,19448,0.58241,4192,0.12554,0.40353,0.42009,0.05092
/mnt/scratch/ljcohen/mmetsp/Emiliania_huxleyi/SRR1300283/trinity/trinity_out/Emiliania_huxleyi_SRR1300283.Trinity.fixed.fa,46469,201,7876,29264605,629.76619,0,7515,0,22257,91.19068,297,534,813,1195,1992,0.69103,0.01029,0.00376,2.36419,0,0.0,0.11247,23250182,21751620,0.93555,19180498,0.82496,2571122,33046,262677,0.00898,14977,0.3223,248,0.00534,27359,0.58876,2044,0.04399,0.37778,0.43739,0.17495
/mnt/scratch/ljcohen/mmetsp/Picocystis_salinarum/SRR1300322/trinity/trinity_out/Picocystis_salinarum_SRR1300322.Trinity.fixed.fa,9569,224,9758,10294729,1075.84168,0,4146,0,5930,69.44202,482,1125,1613,2155,3134,0.52397,0.00674,0.00604,1.92397,0,0.0,0.19844,30646639,29671730,0.96819,28341463,0.92478,1330267,5265,273706,0.02659,2366,0.24726,302,0.03156,4055,0.42376,1535,0.16041,0.42637,0.48263,0.03682
/mnt/scratch/ljcohen/mmetsp/Thalassiosira/SRR1300274/trinity/trinity_out/Thalassiosira_SRR1300274.Trinity.fixed.fa,31342,201,13021,35430385,1130.44429,0,13546,9,18808,80.68029,507,1183,1729,2437,3892,0.51634,0.01048,0.01001,2.03858,0,0.0,0.20201,35939914,34328774,0.95517,30880415,0.85922,3448359,21196,303246,0.00856,9903,0.31597,189,0.00603,11903,0.37978,1965,0.0627,0.45417,0.50499,0.29731
/mnt/scratch/ljcohen/mmetsp/Aurantiochytrium_limacinum/SRR1300335/trinity/trinity_out/Aurantiochytrium_limacinum_SRR1300335.Trinity.fixed.fa,25166,201,7575,21996579,874.05941,0,8206,0,10691,71.46432,355,892,1424,1953,2783,0.48215,0.00494,0.00471,2.047,0,0.0,0.16864,21798418,20808064,0.95457,19618096,0.89998,1189968,13695,147245,0.00669,5462,0.21704,138,0.00548,13579,0.53958,2078,0.08257,0.45781,0.48263,0.31009
/mnt/scratch/ljcohen/mmetsp/Pavlova/SRR1300269/trinity/trinity_out/Pavlova_SRR1300269.Trinity.fixed.fa,23836,201,13237,19287402,809.17109,0,6699,2,11640,84.71611,325,793,1263,1829,3109,0.6547,0.00469,0.00271,2.15751,0,0.0,0.14315,19975659,18963316,0.94932,17622690,0.88221,1340626,14224,152839,0.00792,5349,0.22441,188,0.00789,15794,0.66261,857,0.03595,0.44703,0.55049,0.45323
/mnt/scratch/ljcohen/mmetsp/Karlodinium_veneficum/SRR1300326/trinity/trinity_out/Karlodinium_veneficum_SRR1300326.Trinity.fixed.fa,120895,201,8645,82925249,685.92786,0,25067,0,53092,91.17068,286,589,1036,1586,2609,0.49638,0.01012,0.00259,2.13626,0,0.0,0.13633,22225341,19380400,0.872,16484085,0.74168,2896315,61843,410712,0.00495,23729,0.19628,291,0.00241,91292,0.75513,2008,0.01661,0.40145,0.50983,0.57737
/mnt/scratch/ljcohen/mmetsp/Ostreococcus_mediterraneus/SRR1300248/trinity/trinity_out/Ostreococcus_mediterraneus_SRR1300248.Trinity.fixed.fa,8934,224,11384,7795808,872.59996,0,2562,1,4941,88.61443,363,796,1301,2010,3371,0.55434,0.00522,0.00042,2.71891,0,0.0,0.15715,29820318,28094401,0.94212,26174616,0.87774,1919785,6671,69509,0.00892,846,0.09469,85,0.00951,181,0.02026,329,0.03683,0.48831,0.56527,0.55714
/mnt/scratch/ljcohen/mmetsp/Emiliania_huxleyi/SRR1300289/trinity/trinity_out/Emiliania_huxleyi_SRR1300289.Trinity.fixed.fa,48097,201,10119,35017739,728.06493,0,10682,1,26223,87.62322,338,653,971,1405,2303,0.68863,0.0105,0.00391,2.3574,0,0.0,0.12637,27878152,25824530,0.92634,22461207,0.80569,3363323,37912,425066,0.01214,18602,0.38676,372,0.00773,19890,0.41354,3243,0.06743,0.38726,0.44565,0.40358
/mnt/scratch/ljcohen/mmetsp/Emiliania_huxleyi/SRR1300284/trinity/trinity_out/Emiliania_huxleyi_SRR1300284.Trinity.fixed.fa,47866,201,7053,33552431,700.96584,0,9818,0,25772,89.81929,328,622,923,1327,2166,0.69137,0.01005,0.00298,2.36396,0,0.0,0.12247,28385657,26300848,0.92655,22850603,0.80501,3450245,35766,355780,0.0106,17278,0.36097,348,0.00727,21695,0.45324,2657,0.05551,0.38699,0.46144,0.40164
/mnt/scratch/ljcohen/mmetsp/Aplanochytrium/SRR1300333/trinity/trinity_out/Aplanochytrium_SRR1300333.Trinity.fixed.fa,17272,201,7985,19884729,1151.26963,0,7540,0,9188,63.84767,491,1286,1872,2573,3763,0.41328,0.00905,0.00469,1.86456,0,0.0,0.20751,39190516,38591664,0.98472,36660839,0.93545,1930825,8227,149171,0.0075,3534,0.20461,82,0.00475,8685,0.50284,2359,0.13658,0.47158,0.4801,0.02032
/mnt/scratch/ljcohen/mmetsp/uncultured_eukaryote/SRR1300329/trinity/trinity_out/uncultured_eukaryote_SRR1300329.Trinity.fixed.fa,66972,201,10031,40075858,598.39721,0,10173,1,25174,86.50812,267,485,815,1261,2220,0.57426,0.01686,0.01271,2.09788,0,0.0,0.11746,20165994,17223446,0.85408,13208860,0.65501,4014586,51304,432331,0.01079,24868,0.37132,306,0.00457,44797,0.66889,2657,0.03967,0.2491,0.33,0.40884
/mnt/scratch/ljcohen/mmetsp/Mallomonas/SRR1300324/trinity/trinity_out/Mallomonas_SRR1300324.Trinity.fixed.fa,36842,201,14601,25349627,688.06327,0,7562,3,15393,83.37807,293,607,996,1497,2511,0.39529,0.0373,0.01971,1.67292,0,0.0,0.13194,17607529,16022341,0.90997,14092358,0.80036,1929983,24447,201688,0.00796,10401,0.28231,194,0.00527,21281,0.57763,2256,0.06123,0.35216,0.43626,0.41696
/mnt/scratch/ljcohen/mmetsp/Karlodinium_veneficum/SRR1300325/trinity/trinity_out/Karlodinium_veneficum_SRR1300325.Trinity.fixed.fa,119716,201,9165,79306045,662.45151,0,22967,0,50929,91.47079,281,556,978,1519,2520,0.49649,0.00913,0.0025,2.13177,0,0.0,0.13237,20221825,17326744,0.85683,14265261,0.70544,3061483,67857,414866,0.00523,25291,0.21126,329,0.00275,92890,0.77592,1683,0.01406,0.34012,0.47802,0.53037
/mnt/scratch/ljcohen/mmetsp/Ditylum_brightwellii/SRR1300272/trinity/trinity_out/Ditylum_brightwellii_SRR1300272.Trinity.fixed.fa,37025,201,13310,35571540,960.74382,0,13128,5,18201,76.32292,385,1014,1530,2190,3601,0.42052,0.01254,0.00928,1.76598,0,0.0,0.17389,40315471,38153770,0.94638,34518343,0.85621,3635427,24736,353381,0.00993,11824,0.31935,216,0.00583,18197,0.49148,4484,0.12111,0.38363,0.40861,0.0587
/mnt/scratch/ljcohen/mmetsp/Symbiodinium_sp./SRR1300265/trinity/trinity_out/Symbiodinium_sp._SRR1300265.Trinity.fixed.fa,65914,201,8219,40963035,621.46183,0,11977,0,28694,89.52445,275,543,875,1253,1876,0.5697,0.00789,0.00332,1.96405,0,0.0,0.12616,27872049,25500298,0.91491,22637271,0.81219,2863027,28466,227197,0.00555,10616,0.16106,191,0.0029,43660,0.66238,2095,0.03178,0.45562,0.51989,0.41693
/mnt/scratch/ljcohen/mmetsp/Ditylum_brightwellii/SRR1300294/trinity/trinity_out/Ditylum_brightwellii_SRR1300294.Trinity.fixed.fa,32033,201,9975,26300504,821.04405,0,8718,0,13558,77.79667,318,796,1353,2028,3399,0.42542,0.0122,0.00688,1.77323,0,0.0,0.15313,26343576,24775203,0.94046,22316205,0.84712,2458998,18150,245883,0.00935,8325,0.25989,139,0.00434,18388,0.57403,3150,0.09834,0.3927,0.40792,0.06006
/mnt/scratch/ljcohen/mmetsp/uncultured_eukaryote/SRR1300277/trinity/trinity_out/uncultured_eukaryote_SRR1300277.Trinity.fixed.fa,34057,201,12043,26292769,772.02246,0,8161,3,16478,83.82905,332,687,1118,1685,2998,0.58982,0.02307,0.01664,1.82974,0,0.0,0.14151,24638477,22384817,0.90853,19623643,0.79646,2761174,24049,252987,0.00962,9961,0.29248,181,0.00531,12158,0.35699,2663,0.07819,0.40414,0.4974,0.44729
/mnt/scratch/ljcohen/mmetsp/Bathycoccus_prasinos/SRR1300250/trinity/trinity_out/Bathycoccus_prasinos_SRR1300250.Trinity.fixed.fa,10763,224,21306,14845589,1379.31701,0,5242,45,7677,79.06935,646,1327,2058,3073,5590,0.48196,0.01069,0.01196,2.53537,0,0.0,0.21871,27286712,26400656,0.96753,25036809,0.91755,1363847,8819,609181,0.04103,2690,0.24993,384,0.03568,1876,0.1743,855,0.07944,0.49972,0.60052,0.46697
/mnt/scratch/ljcohen/mmetsp/Ditylum_brightwellii/SRR1300309/trinity/trinity_out/Ditylum_brightwellii_SRR1300309.Trinity.fixed.fa,25864,224,6485,19001738,734.67901,0,6241,0,11066,75.90891,329,654,1025,1447,2214,0.4243,0.0198,0.00914,1.76916,0,0.0,0.14488,13070132,11844140,0.9062,10628263,0.81317,1215877,13266,661422,0.03481,6472,0.25023,1029,0.03979,14851,0.5742,3151,0.12183,0.32632,0.39223,0.04301
/mnt/scratch/ljcohen/mmetsp/uncultured_eukaryote/SRR1300339/trinity/trinity_out/uncultured_eukaryote_SRR1300339.Trinity.fixed.fa,45143,201,12584,33737546,747.34834,0,10995,2,20230,82.39752,308,707,1114,1628,2721,0.63003,0.00821,0.00334,2.39855,0,0.0,0.13343,33163233,30483140,0.91918,26937626,0.81227,3545514,32761,390197,0.01157,17668,0.39138,250,0.00554,17577,0.38936,3986,0.0883,0.36741,0.47367,0.42668
/mnt/scratch/ljcohen/mmetsp/Thalassiosira_weissflogii/SRR1296933/trinity/trinity_out/Thalassiosira_weissflogii_SRR1296933.Trinity.fixed.fa,25940,201,13409,30658372,1181.89561,0,11573,4,15875,80.78402,536,1229,1837,2628,4160,0.46665,0.00531,0.00591,1.93351,0,0.0,0.20964,23834285,23042800,0.96679,21353906,0.89593,1688894,17079,228201,0.00744,6810,0.26253,132,0.00509,12484,0.48126,1169,0.04507,0.52782,0.5678,0.4337
/mnt/scratch/ljcohen/mmetsp/Noctiluca_scintillans/SRR1296929/trinity/trinity_out/Noctiluca_scintillans_SRR1296929.Trinity.fixed.fa,61628,201,10010,55450675,899.76431,0,20779,1,34463,87.72916,384,903,1370,1900,2937,0.55782,0.00323,0.00182,1.95345,0,0.0,0.17058,24976718,23016383,0.92151,20244697,0.81054,2771686,35560,226750,0.00409,12581,0.20414,115,0.00187,32939,0.53448,1577,0.02559,0.48558,0.57027,0.53651
/mnt/scratch/ljcohen/mmetsp/uncultured_eukaryote/SRR1300247/trinity/trinity_out/uncultured_eukaryote_SRR1300247.Trinity.fixed.fa,76582,201,14121,54616312,713.17427,0,16542,6,34746,84.91476,308,632,1021,1519,2641,0.56876,0.01529,0.01048,2.1057,0,0.0,0.13624,37514150,29646966,0.79029,23104272,0.61588,6542694,58253,888766,0.01627,37015,0.48334,698,0.00911,37132,0.48487,4257,0.05559,0.26405,0.32878,0.36387
/mnt/scratch/ljcohen/mmetsp/Lingulodinium_polyedrum/SRR1300257/trinity/trinity_out/Lingulodinium_polyedrum_SRR1300257.Trinity.fixed.fa,116784,201,7550,73933089,633.0755,0,21823,0,54617,94.41446,279,547,897,1310,1985,0.67391,0.00646,0.00313,2.10123,0,0.0,0.11655,34259959,30935424,0.90296,26580095,0.77584,4355329,55423,452368,0.00612,25633,0.21949,384,0.00329,70115,0.60038,4962,0.04249,0.42424,0.48387,0.40097
/mnt/scratch/ljcohen/mmetsp/Neoceratium_fusus/SRR1300301/trinity/trinity_out/Neoceratium_fusus_SRR1300301.Trinity.fixed.fa,128958,201,10115,89177976,691.52729,0,28441,1,57773,90.52415,289,610,1055,1555,2384,0.53893,0.00927,0.00423,1.96036,0,0.0,0.13654,31513796,27915464,0.88582,23399920,0.74253,4515544,73733,525178,0.00589,35580,0.2759,331,0.00257,88005,0.68243,2641,0.02048,0.38416,0.48877,0.47625
/mnt/scratch/ljcohen/mmetsp/Aureococcus_anophagefferens/SRR1300278/trinity/trinity_out/Aureococcus_anophagefferens_SRR1300278.Trinity.fixed.fa,34625,201,13623,24956977,720.77912,0,6842,7,17886,91.28095,319,611,986,1571,3147,0.68591,0.0028,-0.00119,2.54134,0,0.0,0.11646,22191443,20062629,0.90407,17308687,0.77997,2753942,23933,517504,0.02074,12261,0.35411,302,0.00872,16980,0.4904,2366,0.06833,0.36013,0.4588,0.40383
/mnt/scratch/ljcohen/mmetsp/Micromonas/SRR1300295/trinity/trinity_out/Micromonas_SRR1300295.Trinity.fixed.fa,17247,224,11858,18218064,1056.30336,0,6763,4,11938,85.69986,488,1003,1518,2163,3542,0.66752,0.00384,0.00145,2.57373,0,0.0,0.16406,25320944,24277133,0.95878,22448498,0.88656,1828635,13551,572756,0.03144,4968,0.28805,661,0.03833,5660,0.32817,1424,0.08257,0.44861,0.52366,0.04635
/mnt/scratch/ljcohen/mmetsp/Ditylum_brightwellii/SRR1300292/trinity/trinity_out/Ditylum_brightwellii_SRR1300292.Trinity.fixed.fa,30813,201,9306,27698928,898.93642,0,9900,0,14086,74.63733,355,923,1454,2099,3378,0.42286,0.01634,0.00998,1.78038,0,0.0,0.16624,36275945,34715154,0.95697,32274277,0.88969,2440877,17009,310875,0.01122,8104,0.26301,173,0.00561,16372,0.53133,4509,0.14633,0.40632,0.42121,0.04202
/mnt/scratch/ljcohen/mmetsp/Ostreococcus_mediterraneus/SRR1300249/trinity/trinity_out/Ostreococcus_mediterraneus_SRR1300249.Trinity.fixed.fa,617,224,2703,247691,401.44408,0,21,0,136,92.33359,242,298,402,619,1040,0.56999,0.01182,0.0071,2.8241,0,0.0,0.0824,27255095,950259,0.03487,492834,0.01808,457425,49,599,0.00242,54,0.08752,1,0.00162,181,0.29335,76,0.12318,0.00398,0.00687,0.2733
