SampleName,Phylum,Unique_kmers_assembly,Unique_kmers
MMETSP0112,Cercozoa,14798995.0,9518284.0
MMETSP0113,Cercozoa,1852838.0,13458714.0
MMETSP0114,Cryptophyta,26034435.0,16000330.0
MMETSP0115,Bicosoecida,21852916.0,16593047.0
MMETSP0115,Bicosoecida,21852916.0,16593047.0
MMETSP0115,Bicosoecida,21852916.0,16593047.0
MMETSP0115,Bicosoecida,21852916.0,16593047.0
MMETSP0115,Bicosoecida,21852916.0,16593047.0
MMETSP0115,Bicosoecida,21852916.0,16593047.0
MMETSP0115,Bicosoecida,21852916.0,16593047.0
MMETSP0115,Bicosoecida,21852916.0,16593047.0
MMETSP0115,Bicosoecida,21852916.0,16593047.0
MMETSP0115,Bicosoecida,21852916.0,16593047.0
MMETSP0115,Bicosoecida,21852916.0,16593047.0
MMETSP0115,Bicosoecida,21852916.0,16593047.0
MMETSP0115,Bicosoecida,21852916.0,16593047.0
MMETSP0115,Bicosoecida,21852916.0,16593047.0
MMETSP0115,Bicosoecida,21852916.0,16593047.0
MMETSP0115,Bicosoecida,21852916.0,16593047.0
MMETSP0116,Dinophyta,67898230.0,40074305.0
MMETSP0117,Dinophyta,53460783.0,20062838.0
MMETSP0118,Dinophyta,62875617.0,40986461.0
MMETSP0119,Dinophyta,62946072.0,34885034.0
MMETSP0120,Dinophyta,84042448.0,53808270.0
MMETSP0121,Dinophyta,20949606.0,31922723.0
MMETSP0123,Ciliophora,32026397.0,7264707.0
MMETSP0125,Ciliophora,30231439.0,3837680.0
MMETSP0126,Ciliophora,62121939.0,11503162.0
MMETSP0127,Ciliophora,37133397.0,8023017.0
MMETSP0140,Bacillariophyta,1698093.0,11902897.0
MMETSP0141,Bacillariophyta,21277209.0,12469054.0
MMETSP0142,Bacillariophyta,1805270.0,15907124.0
MMETSP0143,Haptophyta,50663417.0,32228842.0
MMETSP0145,Haptophyta,31818109.0,16851980.0
MMETSP0146,Haptophyta,34485780.0,23011710.0
MMETSP0147,Haptophyta,31978539.0,21057304.0
MMETSP0149,Bacillariophyta,25054898.0,16314999.0
MMETSP0150,Bacillariophyta,1086999.0,19209775.0
MMETSP0151,Unknown,21567799.0,13691647.0
MMETSP0152,Bacillariophyta,19871282.0,14645491.0
MMETSP0154,Bacillariophyta,24994381.0,15192956.0
MMETSP0156,Bacillariophyta,23354761.0,16244231.0
MMETSP0158,Bacillariophyta,24104953.0,16456334.0
MMETSP0160,Bacillariophyta,19674978.0,12150046.0
MMETSP0161,Unknown,28321850.0,17538890.0
MMETSP0164,Haptophyta,30491944.0,16853425.0
MMETSP0166,Unknown,16404159.0,6303941.0
MMETSP0167,Rhodophyta,16077525.0,9965637.0
MMETSP0168,Unknown,23628416.0,17723176.0
MMETSP0169,Bacillariophyta,811306.0,19044174.0
MMETSP0171,Bacillariophyta,30010807.0,18453861.0
MMETSP0173,Unknown,13487827.0,10715137.0
MMETSP0174,Bacillariophyta,39460523.0,22606882.0
MMETSP0176,Bacillariophyta,36228497.0,23388099.0
MMETSP0186,Cercozoa,554862.0,125605.0
MMETSP0190,Forminafera,30407060.0,10332232.0
MMETSP0191,Forminafera,49054139.0,3843983.0
MMETSP0196,Dinophyta,2209521.0,1430197.0
MMETSP0196,Dinophyta,2209521.0,1430197.0
MMETSP0196,Dinophyta,2209521.0,1430197.0
MMETSP0196,Dinophyta,2209521.0,1430197.0
MMETSP0196,Dinophyta,2209521.0,1430197.0
MMETSP0196,Dinophyta,2209521.0,1430197.0
MMETSP0196,Dinophyta,2209521.0,1430197.0
MMETSP0196,Dinophyta,2209521.0,1430197.0
MMETSP0196,Dinophyta,2209521.0,1430197.0
MMETSP0198,Labyrinthista,16684661.0,6701845.0
MMETSP0199,Labyrinthista,15715135.0,10857145.0
MMETSP0200,Bacillariophyta,760882.0,10188076.0
MMETSP0201,Dinophyta,106923384.0,52380120.0
MMETSP0202,Dinophyta,71552209.0,38076823.0
MMETSP0205,Ciliophora,17631786.0,2953374.0
MMETSP0206,Ciliophora,10313804.0,4288345.0
MMETSP0208,Ciliophora,40668014.0,12630460.0
MMETSP0209,Ciliophora,26314057.0,14411468.0
MMETSP0210,Ciliophora,20732833.0,261091.0
MMETSP0211,Ciliophora,24594568.0,8777323.0
MMETSP0213,Ciliophora,17733142.0,4123487.0
MMETSP0216,Ciliophora,39070407.0,10324094.0
MMETSP0223,Dinophyta,312352.0,21050.0
MMETSP0223,Dinophyta,312352.0,21050.0
MMETSP0223,Dinophyta,312352.0,21050.0
MMETSP0223,Dinophyta,312352.0,21050.0
MMETSP0223,Dinophyta,312352.0,21050.0
MMETSP0223,Dinophyta,312352.0,21050.0
MMETSP0223,Dinophyta,312352.0,21050.0
MMETSP0223,Dinophyta,312352.0,21050.0
MMETSP0223,Dinophyta,312352.0,21050.0
MMETSP0223,Dinophyta,312352.0,21050.0
MMETSP0223,Dinophyta,312352.0,21050.0
MMETSP0223,Dinophyta,312352.0,21050.0
MMETSP0223,Dinophyta,312352.0,21050.0
MMETSP0223,Dinophyta,312352.0,21050.0
MMETSP0223,Dinophyta,312352.0,21050.0
MMETSP0223,Dinophyta,312352.0,21050.0
MMETSP0224,Dinophyta,51646151.0,27356029.0
MMETSP0225,Dinophyta,151884.0,25280.0
MMETSP0227,Dinophyta,46168982.0,12488434.0
MMETSP0228,Dinophyta,12354635.0,45605742.0
MMETSP0229,Dinophyta,75019.0,35307.0
MMETSP0232,Ascomycota,132393.0,2860061.0
MMETSP0233,Ascomycota,9146022.0,3743565.0
MMETSP0234,Ascomycota,9470259.0,3821568.0
MMETSP0235,Ascomycota,5895060.0,2252245.0
MMETSP0251,Dinophyta,2666866.0,123262.0
MMETSP0252,Dinophyta,838.0,77421.0
MMETSP0253,Dinophyta,48477360.0,34730976.0
MMETSP0258,Dinophyta,49739788.0,37381827.0
MMETSP0259,Dinophyta,46861906.0,39325852.0
MMETSP0267,Dinophyta,55764605.0,31571586.0
MMETSP0268,Dinophyta,28049369.0,39665517.0
MMETSP0269,Dinophyta,58537270.0,36387739.0
MMETSP0270,Dinophyta,94410666.0,66132110.0
MMETSP0271,Dinophyta,101175906.0,61817894.0
MMETSP0272,Dinophyta,86237347.0,55029028.0
MMETSP0286,Haptophyta,19023214.0,10626458.0
MMETSP0287,Haptophyta,37943176.0,15991545.0
MMETSP0288,Apicomplexa,32246021.0,16729737.0
MMETSP0290,Unknown,43155717.0,15475171.0
MMETSP0292,Ochrophyta,22905647.0,8254399.0
MMETSP0294,Ochrophyta,29976776.0,11564012.0
MMETSP0295,Ochrophyta,845076.0,7635401.0
MMETSP0296,Ochrophyta,1464663.0,13232740.0
MMETSP0308,Glaucophyta,30998530.0,16555933.0
MMETSP0312,Rhodophyta,16233501.0,7384629.0
MMETSP0313,Rhodophyta,14632139.0,10400553.0
MMETSP0314,Rhodophyta,12052476.0,8824994.0
MMETSP0315,Rhodophyta,13142517.0,8487095.0
MMETSP0316,Bacillariophyta,16795118.0,5313264.0
MMETSP0317,Bacillariophyta,14652312.0,4516494.0
MMETSP0318,Bacillariophyta,19886922.0,7365402.0
MMETSP0319,Bacillariophyta,713541.0,14003707.0
MMETSP0320,Bacillariophyta,25002327.0,11595084.0
MMETSP0321,Bacillariophyta,21947596.0,11727530.0
MMETSP0322,Bacillariophyta,1594582.0,6907393.0
MMETSP0323,Dinophyta,16805526.0,7825666.0
MMETSP0324,Dinophyta,63933682.0,33741557.0
MMETSP0325,Dinophyta,67931953.0,41637453.0
MMETSP0326,Dinophyta,20123544.0,8601454.0
MMETSP0327,Bacillariophyta,2367336.0,9943453.0
MMETSP0328,Dinophyta,18427485.0,4564716.0
MMETSP0329,Bacillariophyta,1116295.0,10487339.0
MMETSP0347,Dinophyta,12084330.0,844205.0
MMETSP0359,Dinophyta,112607134.0,71242705.0
MMETSP0360,Dinophyta,69004845.0,42751045.0
MMETSP0361,Dinophyta,114575790.0,67575891.0
MMETSP0367,Dinophyta,64394352.0,38844622.0
MMETSP0368,Dinophyta,69132227.0,40461399.0
MMETSP0369,Dinophyta,71236252.0,46288889.0
MMETSP0370,Dinophyta,61333454.0,43865812.0
MMETSP0371,Dinophyta,14670351.0,41486995.0
MMETSP0372,Apicomplexa,705086.0,2065426.0
MMETSP0378,Dinophyta,14605780.0,11445573.0
MMETSP0380,Dinophyta,11119805.0,11445573.0
MMETSP0382,Dinophyta,95159806.0,63420686.0
MMETSP0384,Dinophyta,111926026.0,58495907.0
MMETSP0397,Bacillariophyta,14122907.0,4570407.0
MMETSP0398,Dinophyta,3003361.0,1145223.0
MMETSP0398,Dinophyta,3003361.0,1145223.0
MMETSP0398,Dinophyta,3003361.0,1145223.0
MMETSP0398,Dinophyta,3003361.0,1145223.0
MMETSP0403,Bacillariophyta,32843943.0,11252335.0
MMETSP0404,Bacillariophyta,1548071.0,24626529.0
MMETSP0405,Unknown,18737226.0,4178878.0
MMETSP0409,Ochrophyta,19810652.0,3870316.0
MMETSP0410,Ochrophyta,20106437.0,5153379.0
MMETSP0411,Ochrophyta,21944381.0,4925020.0
MMETSP0413,Unknown,17768323.0,5049491.0
MMETSP0414,Ochrophyta,22823385.0,4826020.0
MMETSP0415,Ochrophyta,24013502.0,4265458.0
MMETSP0416,Ochrophyta,20766913.0,5903379.0
MMETSP0417,Unknown,19779387.0,17156000.0
MMETSP0418,Bacillariophyta,17498792.0,7363609.0
MMETSP0419,Chlorophyta,30015962.0,10299217.0
MMETSP0420,Unknown,13743088.0,4634221.0
MMETSP0447,Unknown,40975784.0,15922583.0
MMETSP0448,Dinophyta,50754558.0,39183310.0
MMETSP0449,Ciliophora,12849621.0,6072584.0
MMETSP0451,Dinophyta,1651813.0,257826.0
MMETSP0463,Ciliophora,35024860.0,3113857.0
MMETSP0467,Ciliophora,65212647.0,22508535.0
MMETSP0468,Dinophyta,34821705.0,23005652.0
MMETSP0469,Dinophyta,86737424.0,37526755.0
MMETSP0470,Dinophyta,36350738.0,23223039.0
MMETSP0471,Dinophyta,36638631.0,25774201.0
MMETSP0472,Ciliophora,70463957.0,18654337.0
MMETSP0484,Cryptophyta,39438755.0,20662836.0
MMETSP0491,Chlorophyta,29005245.0,8461891.0
MMETSP0492,Bacillariophyta,1487094.0,8257627.0
MMETSP0493,Bacillariophyta,24280587.0,13794433.0
MMETSP0494,Bacillariophyta,26824756.0,14222001.0
MMETSP0503,Dinophyta,36194733.0,22374856.0
MMETSP0527,Dinophyta,89498787.0,47645481.0
MMETSP0528,Dinophyta,96245767.0,48253537.0
MMETSP0562,Bacillariophyta,25044526.0,7641057.0
MMETSP0563,Bacillariophyta,24993587.0,15793401.0
MMETSP0573,Dinophyta,43399824.0,50212978.0
MMETSP0574,Dinophyta,20635186.0,65254582.0
MMETSP0578,Bacillariophyta,19640582.0,12075053.0
MMETSP0580,Bacillariophyta,18284390.0,11516638.0
MMETSP0593,Bacillariophyta,25428254.0,16999140.0
MMETSP0595,Haptophyta,26429904.0,17010170.0
MMETSP0603,Bacillariophyta,19270850.0,14864939.0
MMETSP0604,Bacillariophyta,19640460.0,13538852.0
MMETSP0648,Dinophyta,69564868.0,42001587.0
MMETSP0649,Dinophyta,66114476.0,45754991.0
MMETSP0661,Dinophyta,76044113.0,31665655.0
MMETSP0689,Dinophyta,67578068.0,40188216.0
MMETSP0693,Bacillariophyta,2816347.0,2102353.0
MMETSP0693,Bacillariophyta,2816347.0,2102353.0
MMETSP0693,Bacillariophyta,2816347.0,2102353.0
MMETSP0693,Bacillariophyta,2816347.0,2102353.0
MMETSP0696,Bacillariophyta,31721215.0,15258247.0
MMETSP0697,Bacillariophyta,32395453.0,14537473.0
MMETSP0698,Bacillariophyta,908961.0,14355305.0
MMETSP0699,Bacillariophyta,29525208.0,12834941.0
MMETSP0705,Bacillariophyta,11045543.0,6942025.0
MMETSP0706,Bacillariophyta,17013666.0,6305508.0
MMETSP0707,Bacillariophyta,1967537.0,18492046.0
MMETSP0708,Bacillariophyta,14378532.0,4650897.0
MMETSP0713,Bacillariophyta,1487186.0,12178457.0
MMETSP0716,Bacillariophyta,17233.0,199045.0
MMETSP0717,Bacillariophyta,3206746.0,10389286.0
MMETSP0717,Bacillariophyta,3206746.0,10389286.0
MMETSP0717,Bacillariophyta,3206746.0,10389286.0
MMETSP0717,Bacillariophyta,3206746.0,10389286.0
MMETSP0717,Bacillariophyta,3206746.0,10389286.0
MMETSP0717,Bacillariophyta,3206746.0,10389286.0
MMETSP0717,Bacillariophyta,3206746.0,10389286.0
MMETSP0717,Bacillariophyta,3206746.0,10389286.0
MMETSP0717,Bacillariophyta,3206746.0,10389286.0
MMETSP0717,Bacillariophyta,3206746.0,10389286.0
MMETSP0717,Bacillariophyta,3206746.0,10389286.0
MMETSP0717,Bacillariophyta,3206746.0,10389286.0
MMETSP0717,Bacillariophyta,3206746.0,10389286.0
MMETSP0717,Bacillariophyta,3206746.0,10389286.0
MMETSP0717,Bacillariophyta,3206746.0,10389286.0
MMETSP0717,Bacillariophyta,3206746.0,10389286.0
MMETSP0718,Bacillariophyta,4752297.0,2970329.0
MMETSP0719,Bacillariophyta,2990388.0,2214698.0
MMETSP0724,Bacillariophyta,27470335.0,14017685.0
MMETSP0725,Bacillariophyta,24469453.0,11298407.0
MMETSP0726,Bacillariophyta,17123875.0,8074168.0
MMETSP0727,Bacillariophyta,21884690.0,10044038.0
MMETSP0733,Bacillariophyta,37378717.0,13440802.0
MMETSP0734,Bacillariophyta,35553616.0,15229438.0
MMETSP0735,Bacillariophyta,36191818.0,12635736.0
MMETSP0736,Bacillariophyta,37082620.0,13745250.0
MMETSP0737,Bacillariophyta,40954379.0,28185046.0
MMETSP0738,Bacillariophyta,19881392.0,12591028.0
MMETSP0739,Bacillariophyta,29189300.0,16514377.0
MMETSP0740,Bacillariophyta,15578784.0,7955412.0
MMETSP0744,Bacillariophyta,20754993.0,8539022.0
MMETSP0745,Bacillariophyta,17394486.0,6868783.0
MMETSP0746,Bacillariophyta,20393326.0,6329053.0
MMETSP0747,Bacillariophyta,16898328.0,5979321.0
MMETSP0751,Bacillariophyta,698593.0,7699406.0
MMETSP0752,Bacillariophyta,23577414.0,9906885.0
MMETSP0753,Bacillariophyta,691123.0,14512256.0
MMETSP0754,Bacillariophyta,203.0,10162930.0
MMETSP0758,Unknown,14559811.0,6774936.0
MMETSP0759,Unknown,19702581.0,13616736.0
MMETSP0766,Dinophyta,65149171.0,44027892.0
MMETSP0780,Unknown,31009531.0,8646825.0
MMETSP0784,Dinophyta,100277099.0,54646716.0
MMETSP0785,Ochrophyta,1307121.0,13906392.0
MMETSP0786,Bacillariophyta,29796477.0,12011611.0
MMETSP0789,Bacillariophyta,409444.0,9689618.0
MMETSP0790,Dinophyta,47613030.0,31745543.0
MMETSP0794,Bacillariophyta,34351717.0,18070130.0
MMETSP0795,Dinophyta,24360214.0,13489649.0
MMETSP0796,Dinophyta,31512129.0,57520440.0
MMETSP0797,Dinophyta,37385825.0,28585643.0
MMETSP0798,Ciliophora,36675366.0,5861667.0
MMETSP0799,Cryptophyta,48708548.0,20170511.0
MMETSP0800,Bacillariophyta,20107080.0,9099039.0
MMETSP0802,Chlorophyta,3268369.0,12403763.0
MMETSP0803,Chlorophyta,22159713.0,14732460.0
MMETSP0804,Chlorophyta,28779164.0,16553319.0
MMETSP0806,Chlorophyta,13662984.0,11771679.0
MMETSP0807,Chlorophyta,10506148.0,6519399.0
MMETSP0809,Euglenozoa,35610062.0,8997028.0
MMETSP0810,Euglenozoa,49459041.0,10852950.0
MMETSP0811,Euglenozoa,58415525.0,13076957.0
MMETSP0812,Ochrophyta,22613057.0,10738840.0
MMETSP0814,Haptophyta,16080812.0,10159779.0
MMETSP0815,Haptophyta,28033372.0,10683115.0
MMETSP0816,Bacillariophyta,25943399.0,10684857.0
MMETSP0817,Chlorophyta,26575930.0,18911142.0
MMETSP0818,Chlorophyta,27943229.0,20618685.0
MMETSP0819,Chlorophyta,28539481.0,18630695.0
MMETSP0820,Chlorophyta,28887517.0,18930260.0
MMETSP0850,Bacillariophyta,736838.0,12495403.0
MMETSP0851,Bacillariophyta,69424969.0,33517227.0
MMETSP0852,Bacillariophyta,1549151.0,11718094.0
MMETSP0853,Bacillariophyta,19167638.0,11610148.0
MMETSP0878,Bacillariophyta,1374601.0,21950046.0
MMETSP0879,Bacillariophyta,33026003.0,23116552.0
MMETSP0880,Bacillariophyta,759272.0,21524707.0
MMETSP0881,Bacillariophyta,30946689.0,21377265.0
MMETSP0882,Ochrophyta,20452726.0,17628625.0
MMETSP0883,Ochrophyta,19809778.0,16432265.0
MMETSP0884,Ochrophyta,18758902.0,15905837.0
MMETSP0885,Ochrophyta,21582003.0,16604345.0
MMETSP0886,Ochrophyta,788865.0,11719666.0
MMETSP0887,Ochrophyta,19656782.0,17270532.0
MMETSP0888,Ochrophyta,21543575.0,17997762.0
MMETSP0889,Ochrophyta,19431428.0,14471399.0
MMETSP0890,Ochrophyta,3449273.0,11137600.0
MMETSP0891,Ochrophyta,21495878.0,13987767.0
MMETSP0892,Ochrophyta,17649989.0,9907385.0
MMETSP0893,Ochrophyta,17125739.0,8899291.0
MMETSP0894,Ochrophyta,16818015.0,5432247.0
MMETSP0895,Ochrophyta,13542174.0,3977746.0
MMETSP0896,Ochrophyta,10377223.0,3013812.0
MMETSP0897,Ochrophyta,12110755.0,3224575.0
MMETSP0898,Bacillariophyta,30151754.0,21657484.0
MMETSP0899,Bacillariophyta,28512062.0,19935821.0
MMETSP0900,Bacillariophyta,30813314.0,22580270.0
MMETSP0901,Bacillariophyta,28134662.0,20173097.0
MMETSP0902,Bacillariophyta,28517232.0,19650397.0
MMETSP0903,Bacillariophyta,31821811.0,19760998.0
MMETSP0904,Bacillariophyta,24679853.0,16497760.0
MMETSP0905,Bacillariophyta,31013811.0,20266150.0
MMETSP0906,Bacillariophyta,35953356.0,18643282.0
MMETSP0907,Bacillariophyta,33729799.0,20273464.0
MMETSP0908,Bacillariophyta,29157949.0,18852436.0
MMETSP0909,Bacillariophyta,1245452.0,12381111.0
MMETSP0910,Bacillariophyta,26574583.0,16260016.0
MMETSP0911,Bacillariophyta,16378537.0,10113918.0
MMETSP0912,Bacillariophyta,464161.0,11804455.0
MMETSP0913,Bacillariophyta,12577335.0,8567067.0
MMETSP0914,Ochrophyta,18388707.0,11064259.0
MMETSP0915,Ochrophyta,14751787.0,8465899.0
MMETSP0916,Ochrophyta,16452870.0,12159051.0
MMETSP0917,Ochrophyta,15866027.0,8326779.0
MMETSP0918,Bacillariophyta,22070164.0,14786752.0
MMETSP0920,Bacillariophyta,702426.0,10257039.0
MMETSP0922,Perkinsozoa,6499572.0,1404131.0
MMETSP0922,Perkinsozoa,6499572.0,1404131.0
MMETSP0922,Perkinsozoa,6499572.0,1404131.0
MMETSP0922,Perkinsozoa,6499572.0,1404131.0
MMETSP0924,Perkinsozoa,7431381.0,838273.0
MMETSP0929,Chlorophyta,12392817.0,8466993.0
MMETSP0930,Chlorophyta,6963662.0,6805540.0
MMETSP0932,Chlorophyta,1764127.0,8763240.0
MMETSP0933,Chlorophyta,933757.0,9098197.0
MMETSP0936,Chlorophyta,1791747.0,7311988.0
MMETSP0937,Chlorophyta,528845.0,7305196.0
MMETSP0938,Chlorophyta,10538246.0,7275730.0
MMETSP0939,Chlorophyta,9336359.0,8120857.0
MMETSP0941,Chlorophyta,13070003.0,10225831.0
MMETSP0942,Bicosoecida,19342061.0,10448084.0
MMETSP0943,Haptophyta,28546215.0,17113814.0
MMETSP0944,Haptophyta,29347273.0,18806452.0
MMETSP0945,Ochrophyta,11955007.0,4705438.0
MMETSP0946,Ochrophyta,10251423.0,3583625.0
MMETSP0947,Ochrophyta,30095217.0,10414187.0
MMETSP0948,Ochrophyta,27311023.0,8259969.0
MMETSP0949,Ochrophyta,24865569.0,9437982.0
MMETSP0950,Ochrophyta,29930287.0,10533870.0
MMETSP0954,Labyrinthista,18449099.0,4670563.0
MMETSP0955,Labyrinthista,14777305.0,6144126.0
MMETSP0956,Labyrinthista,14468471.0,3088179.0
MMETSP0957,Labyrinthista,12555850.0,5639076.0
MMETSP0958,Labyrinthista,1599616.0,10191377.0
MMETSP0959,Labyrinthista,21399660.0,12087302.0
MMETSP0960,Labyrinthista,3006668.0,13074348.0
MMETSP0961,Labyrinthista,865400.0,15053945.0
MMETSP0962,Labyrinthista,4806435.0,2966296.0
MMETSP0963,Labyrinthista,10947219.0,8144658.0
MMETSP0964,Labyrinthista,17867224.0,13695402.0
MMETSP0965,Labyrinthista,14126395.0,9868070.0
MMETSP0970,Bacillariophyta,27993333.0,9874529.0
MMETSP0971,Bacillariophyta,1841609.0,11275546.0
MMETSP0972,Bacillariophyta,768760.0,9958050.0
MMETSP0973,Bacillariophyta,28069266.0,21905339.0
MMETSP0974,Unknown,25217989.0,18980745.0
MMETSP0975,Unknown,704712.0,18802855.0
MMETSP0976,Unknown,28944397.0,19299342.0
MMETSP0977,Unknown,23801471.0,18913188.0
MMETSP0982,Unknown,28438345.0,21224667.0
MMETSP0983,Unknown,25025001.0,20458312.0
MMETSP0984,Unknown,28000933.0,20752529.0
MMETSP0985,Unknown,26927164.0,18364017.0
MMETSP0986,Unknown,36238096.0,21412624.0
MMETSP0987,Unknown,37538846.0,21722538.0
MMETSP0988,Unknown,37226115.0,21763415.0
MMETSP0989,Unknown,40458797.0,22740068.0
MMETSP0990,Unknown,31422735.0,9665325.0
MMETSP0991,Unknown,46705361.0,15746600.0
MMETSP0992,Unknown,33405467.0,11335373.0
MMETSP0993,Unknown,44446855.0,29785192.0
MMETSP0994,Haptophyta,23032940.0,14550787.0
MMETSP0995,Haptophyta,20704451.0,15280185.0
MMETSP0996,Haptophyta,22832330.0,14605915.0
MMETSP0997,Haptophyta,24347865.0,16636484.0
MMETSP0998,Bacillariophyta,26883901.0,17226083.0
MMETSP1001,Bacillariophyta,24546207.0,15731953.0
MMETSP1002,Bacillariophyta,1600446.0,8838085.0
MMETSP1002,Bacillariophyta,1600446.0,8838085.0
MMETSP1002,Bacillariophyta,1600446.0,8838085.0
MMETSP1002,Bacillariophyta,1600446.0,8838085.0
MMETSP1002,Bacillariophyta,1600446.0,8838085.0
MMETSP1002,Bacillariophyta,1600446.0,8838085.0
