,Complete,Fragmented,Missing,Total,Complete_BUSCO_perc
MMETSP0939,178,31,25,234,0.7606837606837606
MMETSP0347,79,13,142,234,0.33760683760683763
MMETSP0209,98,37,99,234,0.4188034188034188
MMETSP1035,184,27,23,234,0.7863247863247863
MMETSP1413,146,51,37,234,0.6239316239316239
MMETSP0820,156,48,30,234,0.6666666666666666
MMETSP0052,155,43,36,234,0.6623931623931624
MMETSP0982,194,27,13,234,0.8290598290598291
MMETSP0950,164,31,39,234,0.7008547008547008
MMETSP1320,151,31,52,234,0.6452991452991453
MMETSP1147,7,4,223,234,0.029914529914529916
MMETSP1009,97,31,106,234,0.41452991452991456
MMETSP1322,130,40,64,234,0.5555555555555556
MMETSP0235,106,24,104,234,0.452991452991453
MMETSP0397,105,45,84,234,0.44871794871794873
MMETSP0448,156,27,51,234,0.6666666666666666
MMETSP0120,198,20,16,234,0.8461538461538461
MMETSP1037,156,36,42,234,0.6666666666666666
MMETSP1411,144,49,41,234,0.6153846153846154
MMETSP1399,181,23,30,234,0.7735042735042735
MMETSP1060,194,25,15,234,0.8290598290598291
MMETSP1446,140,42,52,234,0.5982905982905983
MMETSP0039,173,24,37,234,0.7393162393162394
MMETSP0312,170,30,34,234,0.7264957264957265
MMETSP0734,188,25,21,234,0.8034188034188035
MMETSP0149,183,27,24,234,0.782051282051282
MMETSP0696,174,41,19,234,0.7435897435897436
MMETSP0899,158,43,33,234,0.6752136752136753
MMETSP0007,93,27,114,234,0.3974358974358974
MMETSP1110,175,19,40,234,0.7478632478632479
MMETSP0905,184,34,16,234,0.7863247863247863
MMETSP0135,30,34,170,234,0.1282051282051282
MMETSP1309,154,37,43,234,0.6581196581196581
MMETSP1404,185,25,24,234,0.7905982905982906
MMETSP0382,190,27,17,234,0.811965811965812
MMETSP0809,120,26,88,234,0.5128205128205128
MMETSP1180,162,19,53,234,0.6923076923076923
MMETSP0045,84,26,124,234,0.358974358974359
MMETSP0097,170,40,24,234,0.7264957264957265
MMETSP1152,151,46,37,234,0.6452991452991453
MMETSP0995,132,34,68,234,0.5641025641025641
MMETSP0463,186,14,34,234,0.7948717948717948
MMETSP0947,171,28,35,234,0.7307692307692307
MMETSP1105,184,19,31,234,0.7863247863247863
MMETSP0434,155,25,54,234,0.6623931623931624
MMETSP0910,146,45,43,234,0.6239316239316239
MMETSP1360,126,55,53,234,0.5384615384615384
MMETSP1075,170,19,45,234,0.7264957264957265
MMETSP1453,136,34,64,234,0.5811965811965812
MMETSP1074,159,26,49,234,0.6794871794871795
MMETSP1452,130,50,54,234,0.5555555555555556
MMETSP1361,172,39,23,234,0.7350427350427351
MMETSP1098,172,34,28,234,0.7350427350427351
MMETSP0013,217,10,7,234,0.9273504273504274
MMETSP1104,159,40,35,234,0.6794871794871795
MMETSP0911,72,44,118,234,0.3076923076923077
MMETSP0044,2,3,229,234,0.008547008547008548
MMETSP0096,163,37,34,234,0.6965811965811965
MMETSP1153,152,47,35,234,0.6495726495726496
MMETSP0994,134,40,60,234,0.5726495726495726
MMETSP0946,149,39,46,234,0.6367521367521367
MMETSP1336,166,30,38,234,0.7094017094017094
MMETSP0134,32,31,171,234,0.13675213675213677
MMETSP1405,160,52,22,234,0.6837606837606838
MMETSP0006,151,40,43,234,0.6452991452991453
MMETSP0420,130,47,57,234,0.5555555555555556
MMETSP0904,170,30,34,234,0.7264957264957265
MMETSP1374,149,29,56,234,0.6367521367521367
MMETSP0697,172,38,24,234,0.7350427350427351
MMETSP0898,166,38,30,234,0.7094017094017094
MMETSP0313,98,44,92,234,0.4188034188034188
MMETSP0038,162,37,35,234,0.6923076923076923
MMETSP0735,187,29,18,234,0.7991452991452992
MMETSP0176,142,58,34,234,0.6068376068376068
MMETSP1061,181,24,29,234,0.7735042735042735
MMETSP1447,134,38,62,234,0.5726495726495726
MMETSP0121,82,39,113,234,0.3504273504273504
MMETSP1036,169,28,37,234,0.7222222222222222
MMETSP1410,154,49,31,234,0.6581196581196581
MMETSP1178,112,27,95,234,0.47863247863247865
MMETSP0449,158,18,58,234,0.6752136752136753
MMETSP1323,95,40,99,234,0.405982905982906
MMETSP1008,122,42,70,234,0.5213675213675214
MMETSP0234,155,19,60,234,0.6623931623931624
MMETSP0125,120,28,86,234,0.5128205128205128
MMETSP1032,182,28,24,234,0.7777777777777778
MMETSP1319,162,32,40,234,0.6923076923076923
MMETSP1414,167,42,25,234,0.7136752136752137
MMETSP0503,162,26,46,234,0.6923076923076923
MMETSP0766,156,28,50,234,0.6666666666666666
MMETSP1327,160,30,44,234,0.6837606837606838
MMETSP0819,164,43,27,234,0.7008547008547008
MMETSP0055,150,33,51,234,0.6410256410256411
MMETSP1142,177,39,18,234,0.7564102564102564
MMETSP0087,200,16,18,234,0.8547008547008547
MMETSP0985,189,29,16,234,0.8076923076923077
MMETSP0957,125,36,73,234,0.5341880341880342
MMETSP0758,155,20,59,234,0.6623931623931624
MMETSP0329,6,1,227,234,0.02564102564102564
MMETSP1115,168,21,45,234,0.717948717948718
MMETSP0900,167,44,23,234,0.7136752136752137
MMETSP1370,142,29,63,234,0.6068376068376068
MMETSP1089,206,16,12,234,0.8803418803418803
MMETSP0267,174,26,34,234,0.7435897435897436
MMETSP0693,42,26,166,234,0.1794871794871795
MMETSP0317,89,21,124,234,0.3803418803418803
MMETSP0259,198,11,25,234,0.8461538461538461
MMETSP1065,151,44,39,234,0.6452991452991453
MMETSP1443,117,28,89,234,0.5
MMETSP0040,149,21,64,234,0.6367521367521367
MMETSP1157,159,36,39,234,0.6794871794871795
MMETSP0092,50,21,163,234,0.21367521367521367
MMETSP0990,115,53,66,234,0.49145299145299143
MMETSP0942,123,22,89,234,0.5256410256410257
MMETSP1019,48,20,166,234,0.20512820512820512
MMETSP0225,1,4,229,234,0.004273504273504274
MMETSP0528,166,26,42,234,0.7094017094017094
MMETSP0603,140,28,66,234,0.5982905982905983
MMETSP1169,171,30,33,234,0.7307692307692307
MMETSP1401,185,31,18,234,0.7905982905982906
MMETSP1389,86,49,99,234,0.36752136752136755
MMETSP0167,111,54,69,234,0.47435897435897434
MMETSP1070,190,25,19,234,0.811965811965812
MMETSP1456,177,32,25,234,0.7564102564102564
MMETSP0593,145,34,55,234,0.6196581196581197
MMETSP0029,179,18,37,234,0.7649572649572649
MMETSP0724,183,29,22,234,0.782051282051282
MMETSP1365,140,42,52,234,0.5982905982905983
MMETSP0272,171,22,41,234,0.7307692307692307
MMETSP0889,139,26,69,234,0.594017094017094
MMETSP1468,133,41,60,234,0.5683760683760684
MMETSP0017,217,9,8,234,0.9273504273504274
MMETSP1100,138,50,46,234,0.5897435897435898
MMETSP0915,147,40,47,234,0.6282051282051282
MMETSP1101,148,32,54,234,0.6324786324786325
MMETSP0914,152,38,44,234,0.6495726495726496
MMETSP1364,151,42,41,234,0.6452991452991453
MMETSP0158,202,18,14,234,0.8632478632478633
MMETSP1469,174,26,34,234,0.7435897435897436
MMETSP0888,180,18,36,234,0.7692307692307693
MMETSP0725,171,28,35,234,0.7307692307692307
MMETSP1388,159,42,33,234,0.6794871794871795
MMETSP0166,174,24,36,234,0.7435897435897436
MMETSP1071,172,34,28,234,0.7350427350427351
MMETSP1400,188,21,25,234,0.8034188034188035
MMETSP1018,67,28,139,234,0.2863247863247863
MMETSP1333,174,27,33,234,0.7435897435897436
MMETSP0224,186,19,29,234,0.7948717948717948
MMETSP0041,177,32,25,234,0.7564102564102564
MMETSP1156,146,50,38,234,0.6239316239316239
MMETSP0093,164,36,34,234,0.7008547008547008
MMETSP0991,143,54,37,234,0.6111111111111112
MMETSP0943,162,34,38,234,0.6923076923076923
MMETSP0467,176,24,34,234,0.7521367521367521
MMETSP0258,190,14,30,234,0.811965811965812
MMETSP0173,164,26,44,234,0.7008547008547008
MMETSP1064,187,24,23,234,0.7991452991452992
MMETSP1442,103,31,100,234,0.44017094017094016
MMETSP0316,77,22,135,234,0.32905982905982906
MMETSP1371,158,33,43,234,0.6752136752136753
MMETSP0328,67,24,143,234,0.2863247863247863
MMETSP1114,113,28,93,234,0.4829059829059829
MMETSP0901,163,37,34,234,0.6965811965811965
MMETSP1143,177,37,20,234,0.7564102564102564
MMETSP0086,93,25,116,234,0.3974358974358974
MMETSP0984,186,27,21,234,0.7948717948717948
MMETSP0956,140,38,56,234,0.5982905982905983
MMETSP0472,192,27,15,234,0.8205128205128205
MMETSP0759,182,14,38,234,0.7777777777777778
MMETSP1326,146,45,43,234,0.6239316239316239
MMETSP0818,165,43,26,234,0.7051282051282052
MMETSP1318,167,21,46,234,0.7136752136752137
MMETSP1033,182,28,24,234,0.7777777777777778
MMETSP1415,164,54,16,234,0.7008547008547008
MMETSP0126,179,27,28,234,0.7649572649572649
MMETSP1417,173,41,20,234,0.7393162393162394
MMETSP0056,165,34,35,234,0.7051282051282052
MMETSP1141,186,32,16,234,0.7948717948717948
MMETSP0789,3,1,230,234,0.01282051282051282
MMETSP0986,181,31,22,234,0.7735042735042735
MMETSP0954,176,25,33,234,0.7521367521367521
MMETSP0470,171,22,41,234,0.7307692307692307
MMETSP1324,118,34,82,234,0.5042735042735043
MMETSP0233,154,23,57,234,0.6581196581196581
MMETSP0118,168,32,34,234,0.717948717948718
MMETSP1429,106,44,84,234,0.452991452991453
MMETSP1058,203,20,11,234,0.8675213675213675
MMETSP1116,151,18,65,234,0.6452991452991453
MMETSP0903,200,18,16,234,0.8547008547008547
MMETSP0171,156,36,42,234,0.6666666666666666
MMETSP0288,198,26,10,234,0.8461538461538461
MMETSP1066,154,32,48,234,0.6581196581196581
MMETSP1440,141,37,56,234,0.6025641025641025
MMETSP1128,193,27,14,234,0.8247863247863247
MMETSP0314,107,52,75,234,0.45726495726495725
MMETSP0419,154,31,49,234,0.6581196581196581
MMETSP0043,148,30,56,234,0.6324786324786325
MMETSP0368,178,26,30,234,0.7606837606837606
MMETSP1154,156,39,39,234,0.6666666666666666
MMETSP0091,127,42,65,234,0.5427350427350427
MMETSP0993,148,46,40,234,0.6324786324786325
MMETSP0941,191,29,14,234,0.8162393162393162
MMETSP0133,29,25,180,234,0.12393162393162394
MMETSP1402,158,29,47,234,0.6752136752136753
MMETSP0727,171,30,33,234,0.7307692307692307
MMETSP0164,156,39,39,234,0.6666666666666666
MMETSP1358,152,30,52,234,0.6495726495726496
MMETSP0014,202,17,15,234,0.8632478632478633
MMETSP1103,216,9,9,234,0.9230769230769231
MMETSP0916,150,33,51,234,0.6410256410256411
MMETSP0719,13,12,209,234,0.05555555555555555
MMETSP1366,161,39,34,234,0.688034188034188
MMETSP0271,172,23,39,234,0.7350427350427351
MMETSP1367,183,21,30,234,0.782051282051282
MMETSP0270,173,27,34,234,0.7393162393162394
MMETSP0015,186,37,11,234,0.7948717948717948
MMETSP1102,146,45,43,234,0.6239316239316239
MMETSP0917,145,35,54,234,0.6196581196581197
MMETSP0718,61,28,145,234,0.2606837606837607
MMETSP1359,131,31,72,234,0.5598290598290598
MMETSP0929,203,15,16,234,0.8675213675213675
MMETSP0726,118,30,86,234,0.5042735042735043
MMETSP0132,26,40,168,234,0.1111111111111111
MMETSP1403,197,17,20,234,0.8418803418803419
MMETSP0369,172,32,30,234,0.7350427350427351
MMETSP0042,186,20,28,234,0.7948717948717948
MMETSP1155,155,43,36,234,0.6623931623931624
MMETSP0090,192,17,25,234,0.8205128205128205
MMETSP0992,128,52,54,234,0.5470085470085471
MMETSP1330,160,23,51,234,0.6837606837606838
MMETSP0227,170,34,30,234,0.7264957264957265
MMETSP1129,121,25,88,234,0.5170940170940171
MMETSP0315,106,61,67,234,0.452991452991453
MMETSP0733,183,27,24,234,0.782051282051282
MMETSP0418,116,42,76,234,0.49572649572649574
MMETSP1067,166,39,29,234,0.7094017094017094
MMETSP1441,159,29,46,234,0.6794871794871795
MMETSP1117,150,24,60,234,0.6410256410256411
MMETSP0902,185,30,19,234,0.7905982905982906
MMETSP1059,189,32,13,234,0.8076923076923077
MMETSP1325,31,16,187,234,0.13247863247863248
MMETSP0119,136,37,61,234,0.5811965811965812
MMETSP0232,5,4,225,234,0.021367521367521368
MMETSP1428,137,56,41,234,0.5854700854700855
MMETSP0057,150,38,46,234,0.6410256410256411
MMETSP1140,142,26,66,234,0.6068376068376068
MMETSP0987,186,28,20,234,0.7948717948717948
MMETSP0955,144,31,59,234,0.6153846153846154
MMETSP0471,170,20,44,234,0.7264957264957265
MMETSP0127,164,33,37,234,0.7008547008547008
MMETSP1416,167,47,20,234,0.7136752136752137
MMETSP0410,97,48,89,234,0.41452991452991456
MMETSP0253,197,13,24,234,0.8418803418803419
MMETSP1396,153,29,52,234,0.6538461538461539
MMETSP1344,146,49,39,234,0.6239316239316239
MMETSP1449,133,36,65,234,0.5683760683760684
MMETSP0323,79,22,133,234,0.33760683760683763
MMETSP0008,148,42,44,234,0.6324786324786325
MMETSP0705,82,32,120,234,0.3504273504273504
MMETSP0146,120,45,69,234,0.5128205128205128
MMETSP1083,132,39,63,234,0.5641025641025641
MMETSP0699,152,43,39,234,0.6495726495726496
MMETSP0896,88,40,106,234,0.37606837606837606
MMETSP1006,106,35,93,234,0.452991452991453
MMETSP0111,176,24,34,234,0.7521367521367521
MMETSP1420,170,44,20,234,0.7264957264957265
MMETSP1148,0,1,233,234,0.0
MMETSP0780,185,19,30,234,0.7905982905982906
MMETSP0752,178,32,24,234,0.7606837606837606
MMETSP1038,171,33,30,234,0.7307692307692307
MMETSP0398,38,17,179,234,0.1623931623931624
MMETSP1176,156,32,46,234,0.6666666666666666
MMETSP0447,205,16,13,234,0.8760683760683761
MMETSP0963,110,37,87,234,0.4700854700854701
MMETSP1096,143,25,66,234,0.6111111111111112
MMETSP0851,186,28,20,234,0.7948717948717948
MMETSP0883,136,43,55,234,0.5811965811965812
MMETSP1462,166,34,34,234,0.7094017094017094
MMETSP0294,150,49,35,234,0.6410256410256411
MMETSP0308,207,18,9,234,0.8846153846153846
MMETSP0405,120,33,81,234,0.5128205128205128
MMETSP1163,157,41,36,234,0.6709401709401709
MMETSP0452,0,0,234,234,0.0
MMETSP0976,194,17,23,234,0.8290598290598291
MMETSP0211,122,36,76,234,0.5213675213675214
MMETSP0361,194,22,18,234,0.8290598290598291
MMETSP0098,219,8,7,234,0.9358974358974359
MMETSP0795,28,15,191,234,0.11965811965811966
MMETSP0747,129,43,62,234,0.5512820512820513
MMETSP0948,156,37,41,234,0.6666666666666666
MMETSP1013,150,29,55,234,0.6410256410256411
MMETSP1338,184,17,33,234,0.7863247863247863
MMETSP0104,163,23,48,234,0.6965811965811965
MMETSP0806,187,27,20,234,0.7991452991452992
MMETSP1435,55,27,152,234,0.23504273504273504
MMETSP1339,119,43,72,234,0.5085470085470085
MMETSP1012,176,29,29,234,0.7521367521367521
MMETSP0105,170,25,39,234,0.7264957264957265
MMETSP0807,212,14,8,234,0.905982905982906
MMETSP1434,53,29,152,234,0.2264957264957265
MMETSP0360,171,38,25,234,0.7307692307692307
MMETSP0099,138,28,68,234,0.5897435897435898
MMETSP0794,159,26,49,234,0.6794871794871795
MMETSP0746,125,52,57,234,0.5341880341880342
MMETSP0949,162,31,41,234,0.6923076923076923
MMETSP0210,165,23,46,234,0.7051282051282052
MMETSP1162,111,36,87,234,0.47435897435897434
MMETSP0977,185,23,26,234,0.7905982905982906
MMETSP0404,181,34,19,234,0.7735042735042735
MMETSP0920,102,53,79,234,0.4358974358974359
MMETSP0295,126,44,64,234,0.5384615384615384
MMETSP0661,171,32,31,234,0.7307692307692307
MMETSP0152,150,38,46,234,0.6410256410256411
MMETSP1097,25,20,189,234,0.10683760683760683
MMETSP0850,140,32,62,234,0.5982905982905983
MMETSP0574,191,18,25,234,0.8162393162393162
MMETSP1463,115,46,73,234,0.49145299145299143
MMETSP0882,143,37,54,234,0.6111111111111112
MMETSP0399,39,18,177,234,0.16666666666666666
MMETSP1177,202,18,14,234,0.8632478632478633
MMETSP0962,86,33,115,234,0.36752136752136755
MMETSP0494,135,37,62,234,0.5769230769230769
MMETSP0205,105,17,112,234,0.44871794871794873
MMETSP1039,127,30,77,234,0.5427350427350427
MMETSP1312,178,19,37,234,0.7606837606837606
MMETSP0753,184,28,22,234,0.7863247863247863
MMETSP1007,98,34,102,234,0.4188034188034188
MMETSP0110,192,18,24,234,0.8205128205128205
MMETSP0812,143,33,58,234,0.6111111111111112
MMETSP1421,164,46,24,234,0.7008547008547008
MMETSP1050,133,26,75,234,0.5683760683760684
MMETSP0147,145,36,53,234,0.6196581196581197
MMETSP1082,196,19,19,234,0.8376068376068376
MMETSP0698,175,32,27,234,0.7478632478632479
MMETSP0897,71,41,122,234,0.3034188034188034
MMETSP0009,111,48,75,234,0.47435897435897434
MMETSP0322,180,20,34,234,0.7692307692307693
MMETSP0252,0,0,234,234,0.0
MMETSP1397,199,17,18,234,0.8504273504273504
MMETSP1345,193,24,17,234,0.8247863247863247
MMETSP0411,89,60,85,234,0.3803418803418803
MMETSP1395,170,17,47,234,0.7264957264957265
MMETSP1347,100,34,100,234,0.42735042735042733
MMETSP0879,177,37,20,234,0.7564102564102564
MMETSP1122,178,22,34,234,0.7606837606837606
MMETSP0738,50,41,143,234,0.21367521367521367
MMETSP0413,174,40,20,234,0.7435897435897436
MMETSP0937,14,2,218,234,0.05982905982905983
MMETSP1052,180,23,31,234,0.7692307692307693
MMETSP0197,39,24,171,234,0.16666666666666666
MMETSP0145,115,45,74,234,0.49145299145299143
MMETSP1080,191,21,22,234,0.8162393162393162
MMETSP0648,168,24,42,234,0.717948717948718
MMETSP0563,161,39,34,234,0.688034188034188
MMETSP0895,95,33,106,234,0.405982905982906
MMETSP1474,197,23,14,234,0.8418803418803419
MMETSP0320,145,43,46,234,0.6196581196581197
MMETSP0706,91,43,100,234,0.3888888888888889
MMETSP0909,124,47,63,234,0.5299145299145299
MMETSP0751,181,31,22,234,0.7735042735042735
MMETSP1005,108,40,86,234,0.46153846153846156
MMETSP0112,112,16,106,234,0.47863247863247865
MMETSP0810,127,28,79,234,0.5427350427350427
MMETSP1423,184,29,21,234,0.7863247863247863
MMETSP1175,94,38,102,234,0.4017094017094017
MMETSP0960,197,17,20,234,0.8418803418803419
MMETSP1310,189,30,15,234,0.8076923076923077
MMETSP0713,152,40,42,234,0.6495726495726496
MMETSP1047,164,28,42,234,0.7008547008547008
MMETSP0150,184,26,24,234,0.7863247863247863
MMETSP1095,133,41,60,234,0.5683760683760684
MMETSP0852,131,36,67,234,0.5598290598290598
MMETSP0880,168,47,19,234,0.717948717948718
MMETSP1137,115,34,85,234,0.49145299145299143
MMETSP0020,132,38,64,234,0.5641025641025641
MMETSP0922,40,50,144,234,0.17094017094017094
MMETSP1380,130,27,77,234,0.5555555555555556
MMETSP1352,139,30,65,234,0.594017094017094
MMETSP0139,203,20,11,234,0.8675213675213675
MMETSP1408,166,50,18,234,0.7094017094017094
MMETSP1160,181,31,22,234,0.7735042735042735
MMETSP0451,44,13,177,234,0.18803418803418803
MMETSP0975,188,20,26,234,0.8034188034188035
MMETSP1010,125,36,73,234,0.5341880341880342
MMETSP0107,124,55,55,234,0.5299145299145299
MMETSP1436,92,51,91,234,0.39316239316239315
MMETSP0796,177,28,29,234,0.7564102564102564
MMETSP0744,160,38,36,234,0.6837606837606838
MMETSP0998,146,26,62,234,0.6239316239316239
MMETSP0797,166,40,28,234,0.7094017094017094
MMETSP0745,122,53,59,234,0.5213675213675214
MMETSP0106,178,25,31,234,0.7606837606837606
MMETSP0804,204,17,13,234,0.8717948717948718
MMETSP1437,147,37,50,234,0.6282051282051282
MMETSP1161,138,39,57,234,0.5897435897435898
MMETSP0974,186,24,24,234,0.7948717948717948
MMETSP0213,116,37,81,234,0.49572649572649574
MMETSP1409,167,46,21,234,0.7136752136752137
MMETSP1381,105,19,110,234,0.44871794871794873
MMETSP1353,119,29,86,234,0.5085470085470085
MMETSP0296,136,45,53,234,0.5811965811965812
MMETSP1136,143,31,60,234,0.6111111111111112
MMETSP0923,36,48,150,234,0.15384615384615385
MMETSP0151,171,23,40,234,0.7307692307692307
MMETSP1094,138,39,57,234,0.5897435897435898
MMETSP0853,137,37,60,234,0.5854700854700855
MMETSP1460,166,22,46,234,0.7094017094017094
MMETSP0881,176,41,17,234,0.7521367521367521
MMETSP0439,17,7,210,234,0.07264957264957266
MMETSP0206,111,22,101,234,0.47435897435897434
MMETSP1311,110,36,88,234,0.4700854700854701
MMETSP1174,186,25,23,234,0.7948717948717948
MMETSP0063,151,37,46,234,0.6452991452991453
MMETSP0961,204,14,16,234,0.8717948717948718
MMETSP0113,107,32,95,234,0.45726495726495725
MMETSP0811,137,28,69,234,0.5854700854700855
MMETSP1422,168,45,21,234,0.717948717948718
MMETSP0321,179,32,23,234,0.7649572649572649
MMETSP0707,172,32,30,234,0.7350427350427351
MMETSP0908,183,20,31,234,0.782051282051282
MMETSP0196,20,8,206,234,0.08547008547008547
MMETSP1081,149,32,53,234,0.6367521367521367
MMETSP0562,142,43,49,234,0.6068376068376068
MMETSP0649,170,26,38,234,0.7264957264957265
MMETSP1475,190,24,20,234,0.811965811965812
MMETSP0894,100,46,88,234,0.42735042735042733
MMETSP1123,129,32,73,234,0.5512820512820513
MMETSP0034,178,43,13,234,0.7606837606837606
MMETSP0739,144,46,44,234,0.6153846153846154
MMETSP0936,190,15,29,234,0.811965811965812
MMETSP1394,181,23,30,234,0.7735042735042735
MMETSP1346,137,32,65,234,0.5854700854700855
MMETSP0878,181,37,16,234,0.7735042735042735
MMETSP0325,192,13,29,234,0.8205128205128205
MMETSP1057,1,0,233,234,0.004273504273504274
MMETSP1085,193,24,17,234,0.8247863247863247
MMETSP0140,196,17,21,234,0.8376068376068376
MMETSP1471,100,34,100,234,0.42735042735042733
MMETSP0890,163,32,39,234,0.6965811965811965
MMETSP1127,191,28,15,234,0.8162393162393162
MMETSP0030,172,31,31,234,0.7350427350427351
MMETSP0932,4,8,222,234,0.017094017094017096
MMETSP0416,109,64,61,234,0.4658119658119658
MMETSP1390,5,0,229,234,0.021367521367521368
MMETSP0287,153,32,49,234,0.6538461538461539
MMETSP0202,145,32,57,234,0.6196581196581197
MMETSP1315,133,50,51,234,0.5683760683760684
MMETSP1418,170,41,23,234,0.7264957264957265
MMETSP1170,63,26,145,234,0.2692307692307692
MMETSP0965,151,38,45,234,0.6452991452991453
MMETSP0493,133,40,61,234,0.5683760683760684
MMETSP0117,183,31,20,234,0.782051282051282
MMETSP0815,163,39,32,234,0.6965811965811965
MMETSP1426,192,18,24,234,0.8205128205128205
MMETSP0059,184,21,29,234,0.7863247863247863
MMETSP0372,7,4,223,234,0.029914529914529916
MMETSP0786,211,14,9,234,0.9017094017094017
MMETSP0989,176,32,26,234,0.7521367521367521
MMETSP0754,0,0,234,234,0.0
MMETSP1385,122,44,68,234,0.5213675213675214
MMETSP0292,113,55,66,234,0.4829059829059829
MMETSP1357,146,33,55,234,0.6239316239316239
MMETSP1132,144,34,56,234,0.6153846153846154
MMETSP0403,173,32,29,234,0.7393162393162394
MMETSP1369,168,30,36,234,0.717948717948718
MMETSP1042,142,35,57,234,0.6068376068376068
MMETSP1090,140,47,47,234,0.5982905982905983
MMETSP0573,182,19,33,234,0.7777777777777778
MMETSP1464,155,32,47,234,0.6623931623931624
MMETSP0885,149,28,57,234,0.6367521367521367
MMETSP0716,0,0,234,234,0.0
MMETSP0367,180,29,25,234,0.7692307692307693
MMETSP1015,164,27,43,234,0.7008547008547008
MMETSP0229,1,1,232,234,0.004273504273504274
MMETSP0102,111,27,96,234,0.47435897435897434
MMETSP0800,123,41,70,234,0.5256410256410257
MMETSP1433,215,9,10,234,0.9188034188034188
MMETSP1165,148,31,55,234,0.6324786324786325
MMETSP0359,195,20,19,234,0.8333333333333334
MMETSP0970,157,43,34,234,0.6709401709401709
MMETSP0216,139,50,45,234,0.594017094017094
MMETSP1164,144,36,54,234,0.6153846153846154
MMETSP0971,169,33,32,234,0.7222222222222222
MMETSP0103,167,30,37,234,0.7136752136752137
MMETSP0228,166,33,35,234,0.7094017094017094
MMETSP1432,150,42,42,234,0.6410256410256411
MMETSP0740,45,34,155,234,0.19230769230769232
MMETSP0918,136,41,57,234,0.5811965811965812
MMETSP0717,51,44,139,234,0.21794871794871795
MMETSP0186,10,13,211,234,0.042735042735042736
