,Complete,Fragmented,Missing,Total,Complete_BUSCO_perc
MMETSP0899,236,48,145,429,0.550116550117
MMETSP1019,0,3,426,429,0.0
MMETSP1009,110,42,277,429,0.25641025641
MMETSP1006,121,46,262,429,0.282051282051
MMETSP1008,160,65,204,429,0.37296037296
MMETSP0982,267,57,105,429,0.622377622378
MMETSP1018,0,3,426,429,0.0
MMETSP0972,220,53,156,429,0.512820512821
MMETSP0970,204,67,158,429,0.475524475524
MMETSP1075,228,40,161,429,0.531468531469
MMETSP0563,231,36,162,429,0.538461538462
MMETSP1057,252,18,159,429,0.587412587413
MMETSP0693,32,37,360,429,0.0745920745921
MMETSP1013,179,72,178,429,0.417249417249
MMETSP0603,206,29,194,429,0.480186480186
MMETSP0604,247,35,147,429,0.575757575758
MMETSP0018,0,0,429,429,0.0
MMETSP0810,158,38,233,429,0.368298368298
MMETSP0809,136,35,258,429,0.317016317016
MMETSP0414,104,77,248,429,0.242424242424
MMETSP0415,95,90,244,429,0.221445221445
MMETSP0578,164,38,227,429,0.382284382284
MMETSP0416,158,120,151,429,0.368298368298
MMETSP0918,194,42,193,429,0.452214452214
MMETSP0562,217,56,156,429,0.505827505828
MMETSP0894,110,74,245,429,0.25641025641
MMETSP0472,271,43,115,429,0.631701631702
MMETSP0954,197,45,187,429,0.459207459207
MMETSP0955,138,50,241,429,0.321678321678
MMETSP0956,155,49,225,429,0.361305361305
MMETSP0957,118,55,256,429,0.275058275058
MMETSP0897,72,67,290,429,0.167832167832
MMETSP1346,161,66,202,429,0.375291375291
MMETSP1347,99,73,257,429,0.230769230769
MMETSP0917,193,85,151,429,0.449883449883
MMETSP0915,202,91,136,429,0.470862470862
MMETSP1348,163,63,203,429,0.379953379953
MMETSP0991,251,64,114,429,0.585081585082
MMETSP1349,107,78,244,429,0.249417249417
MMETSP0985,264,53,112,429,0.615384615385
MMETSP0100,180,46,203,429,0.41958041958
MMETSP0098,261,21,147,429,0.608391608392
MMETSP0986,268,65,96,429,0.624708624709
MMETSP0989,271,66,92,429,0.631701631702
MMETSP0941,252,39,138,429,0.587412587413
MMETSP1143,236,62,131,429,0.550116550117
MMETSP0974,256,50,123,429,0.596736596737
MMETSP0413,269,44,116,429,0.62703962704
MMETSP0328,60,19,350,429,0.13986013986
MMETSP0977,254,46,129,429,0.592074592075
MMETSP0983,257,63,109,429,0.599067599068
MMETSP0417,287,24,118,429,0.668997668998
MMETSP1141,242,62,125,429,0.564102564103
MMETSP0892,126,59,244,429,0.293706293706
MMETSP1095,76,41,312,429,0.177156177156
MMETSP1083,184,44,201,429,0.428904428904
MMETSP0008,239,47,143,429,0.55710955711
MMETSP0006,202,61,166,429,0.470862470862
MMETSP0891,192,36,201,429,0.447552447552
MMETSP0216,246,47,136,429,0.573426573427
MMETSP0699,208,39,182,429,0.484848484848
MMETSP0697,282,28,119,429,0.657342657343
MMETSP0705,84,68,277,429,0.195804195804
MMETSP0708,83,85,261,429,0.193473193473
MMETSP0785,206,64,159,429,0.480186480186
MMETSP0200,262,22,145,429,0.610722610723
MMETSP0010,184,61,184,429,0.428904428904
MMETSP1324,132,80,217,429,0.307692307692
MMETSP0210,4,15,410,429,0.00932400932401
MMETSP0593,206,36,187,429,0.480186480186
MMETSP0707,242,43,144,429,0.564102564103
MMETSP0706,89,90,250,429,0.207459207459
MMETSP0199,271,34,124,429,0.631701631702
MMETSP0719,15,20,394,429,0.034965034965
MMETSP0716,3,5,421,429,0.00699300699301
MMETSP0059,263,49,117,429,0.613053613054
MMETSP0372,101,52,276,429,0.235431235431
MMETSP0042,295,32,102,429,0.687645687646
MMETSP0234,182,44,203,429,0.424242424242
MMETSP1062,275,43,111,429,0.641025641026
MMETSP0052,239,68,122,429,0.55710955711
MMETSP0053,213,61,155,429,0.496503496503
MMETSP0251,0,4,425,429,0.0
MMETSP1086,137,36,256,429,0.319347319347
MMETSP0055,187,65,177,429,0.435897435897
MMETSP0057,205,65,159,429,0.477855477855
MMETSP0253,260,28,141,429,0.606060606061
MMETSP1089,313,41,75,429,0.729603729604
MMETSP1122,232,31,166,429,0.540792540793
MMETSP0096,240,52,137,429,0.559440559441
MMETSP0146,155,69,205,429,0.361305361305
MMETSP0147,188,68,173,429,0.438228438228
MMETSP0316,88,21,320,429,0.205128205128
MMETSP1070,279,36,114,429,0.65034965035
MMETSP1124,172,32,225,429,0.400932400932
MMETSP0104,216,34,179,429,0.503496503497
MMETSP0167,142,109,178,429,0.331002331002
MMETSP0292,162,88,179,429,0.377622377622
MMETSP0294,196,100,133,429,0.456876456876
MMETSP1131,49,42,338,429,0.114219114219
MMETSP1132,183,40,206,429,0.426573426573
MMETSP0108,239,91,99,429,0.55710955711
MMETSP0190,55,31,343,429,0.128205128205
MMETSP0295,140,91,198,429,0.32634032634
MMETSP1126,248,59,122,429,0.578088578089
MMETSP1071,276,33,120,429,0.643356643357
MMETSP0106,278,48,103,429,0.648018648019
MMETSP1128,275,45,109,429,0.641025641026
MMETSP1129,159,32,238,429,0.370629370629
MMETSP0101,197,57,175,429,0.459207459207
MMETSP0945,195,56,178,429,0.454545454545
MMETSP0947,244,56,129,429,0.568764568765
MMETSP0102,102,39,288,429,0.237762237762
MMETSP0202,197,49,183,429,0.459207459207
MMETSP0325,258,26,145,429,0.601398601399
MMETSP1034,236,56,137,429,0.550116550117
MMETSP0117,260,47,122,429,0.606060606061
MMETSP0205,66,52,311,429,0.153846153846
MMETSP0017,259,38,132,429,0.60372960373
MMETSP0118,237,62,130,429,0.552447552448
MMETSP0206,89,53,287,429,0.207459207459
MMETSP0451,5,21,403,429,0.011655011655
MMETSP0469,238,42,149,429,0.554778554779
MMETSP0043,183,89,157,429,0.426573426573
MMETSP0119,173,98,158,429,0.403263403263
MMETSP0201,232,38,159,429,0.540792540793
MMETSP0470,210,41,178,429,0.48951048951
MMETSP0419,249,59,121,429,0.58041958042
MMETSP0040,167,77,185,429,0.389277389277
MMETSP0109,314,33,82,429,0.731934731935
MMETSP0224,251,31,147,429,0.585081585082
MMETSP1041,162,83,184,429,0.377622377622
MMETSP0116,231,62,136,429,0.538461538462
MMETSP0229,0,0,429,429,0.0
MMETSP1043,126,76,227,429,0.293706293706
MMETSP0145,136,80,213,429,0.317016317016
MMETSP0227,231,51,147,429,0.538461538462
MMETSP1049,85,108,236,429,0.198135198135
MMETSP1050,152,75,202,429,0.354312354312
MMETSP0044,0,3,426,429,0.0
MMETSP0232,152,37,240,429,0.354312354312
MMETSP1052,266,46,117,429,0.620046620047
MMETSP0046,237,48,144,429,0.552447552448
MMETSP0965,217,47,165,429,0.505827505828
MMETSP0211,72,79,278,429,0.167832167832
MMETSP1036,228,48,153,429,0.531468531469
MMETSP1037,220,48,161,429,0.512820512821
MMETSP0963,170,42,217,429,0.39627039627
MMETSP1016,238,38,153,429,0.554778554779
MMETSP0329,253,37,139,429,0.589743589744
MMETSP1038,239,35,155,429,0.55710955711
MMETSP0962,102,33,294,429,0.237762237762
MMETSP0322,237,41,151,429,0.552447552448
MMETSP0361,269,32,128,429,0.62703962704
MMETSP0370,222,53,154,429,0.517482517483
MMETSP1080,255,51,123,429,0.594405594406
MMETSP0359,265,39,125,429,0.617715617716
MMETSP0786,245,37,147,429,0.571095571096
MMETSP0287,207,58,164,429,0.482517482517
MMETSP1039,164,40,225,429,0.382284382284
MMETSP0013,283,31,115,429,0.659673659674
MMETSP1068,238,63,128,429,0.554778554779
MMETSP0272,242,43,144,429,0.564102564103
MMETSP0418,136,93,200,429,0.317016317016
MMETSP0378,75,51,303,429,0.174825174825
MMETSP0794,187,50,192,429,0.435897435897
MMETSP0112,135,29,265,429,0.314685314685
MMETSP0380,76,50,303,429,0.177156177156
MMETSP1032,249,53,127,429,0.58041958042
MMETSP0661,185,60,184,429,0.431235431235
MMETSP0384,254,74,101,429,0.592074592075
MMETSP1117,182,39,208,429,0.424242424242
MMETSP1115,217,35,177,429,0.505827505828
MMETSP0382,260,47,122,429,0.606060606061
MMETSP0258,248,36,145,429,0.578088578089
MMETSP0011,260,30,139,429,0.606060606061
MMETSP0164,222,65,142,429,0.517482517483
MMETSP0449,161,66,202,429,0.375291375291
MMETSP0961,305,22,102,429,0.710955710956
MMETSP1334,238,49,142,429,0.554778554779
MMETSP0929,251,20,158,429,0.585081585082
MMETSP0269,227,54,148,429,0.529137529138
MMETSP0958,267,29,133,429,0.622377622378
MMETSP0209,180,34,215,429,0.41958041958
MMETSP0960,285,34,110,429,0.664335664336
MMETSP0959,279,38,112,429,0.65034965035
MMETSP0937,223,28,178,429,0.519813519814
MMETSP0368,264,32,133,429,0.615384615385
MMETSP0369,261,37,131,429,0.608391608392
MMETSP1320,178,75,176,429,0.414918414918
MMETSP0150,278,21,130,429,0.648018648019
MMETSP0964,246,46,137,429,0.573426573427
MMETSP0885,195,70,164,429,0.454545454545
MMETSP1007,117,45,267,429,0.272727272727
MMETSP1366,239,69,121,429,0.55710955711
MMETSP0896,89,57,283,429,0.207459207459
MMETSP1391,227,56,146,429,0.529137529138
MMETSP0494,156,45,228,429,0.363636363636
MMETSP0171,202,85,142,429,0.470862470862
MMETSP1101,179,47,203,429,0.417249417249
MMETSP0806,248,49,132,429,0.578088578089
MMETSP1367,260,33,136,429,0.606060606061
MMETSP0916,203,83,143,429,0.473193473193
MMETSP1392,246,74,109,429,0.573426573427
MMETSP1393,167,51,211,429,0.389277389277
MMETSP0807,265,17,147,429,0.617715617716
MMETSP0156,259,28,142,429,0.60372960373
MMETSP1102,245,55,129,429,0.571095571096
MMETSP0713,187,87,155,429,0.435897435897
MMETSP1369,223,48,158,429,0.519813519814
MMETSP1370,174,49,206,429,0.405594405594
MMETSP0914,232,72,125,429,0.540792540793
MMETSP1394,237,52,140,429,0.552447552448
MMETSP1067,247,52,130,429,0.575757575758
MMETSP0580,262,26,141,429,0.610722610723
MMETSP0790,216,65,148,429,0.503496503497
MMETSP1103,287,26,116,429,0.668997668998
MMETSP1104,228,73,128,429,0.531468531469
MMETSP1010,150,71,208,429,0.34965034965
MMETSP1371,194,60,175,429,0.452214452214
MMETSP0992,213,76,140,429,0.496503496503
MMETSP1395,131,54,244,429,0.305361305361
MMETSP0998,189,54,186,429,0.440559440559
MMETSP0910,197,56,176,429,0.459207459207
MMETSP0154,263,25,141,429,0.613053613054
MMETSP1105,221,36,172,429,0.515151515152
MMETSP0448,205,48,176,429,0.477855477855
MMETSP1374,194,49,186,429,0.452214452214
MMETSP0990,174,86,169,429,0.405594405594
MMETSP1396,87,80,262,429,0.202797202797
MMETSP0911,73,88,268,429,0.170163170163
MMETSP1100,232,71,126,429,0.540792540793
MMETSP1106,239,76,114,429,0.55710955711
MMETSP1107,72,39,318,429,0.167832167832
MMETSP0019,239,46,144,429,0.55710955711
MMETSP0993,254,54,121,429,0.592074592075
MMETSP1397,230,35,164,429,0.536130536131
MMETSP0804,299,41,89,429,0.69696969697
MMETSP0912,93,100,236,429,0.216783216783
MMETSP0898,241,40,148,429,0.561771561772
MMETSP1110,230,36,163,429,0.536130536131
MMETSP0812,160,62,207,429,0.37296037296
MMETSP1377,125,57,247,429,0.291375291375
MMETSP0852,155,63,211,429,0.361305361305
MMETSP0288,229,40,160,429,0.5337995338
MMETSP0126,173,63,193,429,0.403263403263
MMETSP0913,79,68,282,429,0.184149184149
MMETSP0943,231,57,141,429,0.538461538462
MMETSP1114,204,42,183,429,0.475524475524
MMETSP0811,174,42,213,429,0.405594405594
MMETSP1082,262,42,125,429,0.610722610723
MMETSP1084,257,44,128,429,0.599067599068
MMETSP0290,199,64,166,429,0.463869463869
MMETSP0887,202,50,177,429,0.470862470862
MMETSP0920,136,81,212,429,0.317016317016
MMETSP1345,180,39,210,429,0.41958041958
MMETSP1058,281,25,123,429,0.655011655012
MMETSP1380,156,51,222,429,0.363636363636
MMETSP1091,120,58,251,429,0.27972027972
MMETSP1400,236,56,137,429,0.550116550117
MMETSP0308,288,42,99,429,0.671328671329
MMETSP0411,113,82,234,429,0.263403263403
MMETSP0784,276,29,124,429,0.643356643357
MMETSP1353,141,42,246,429,0.328671328671
MMETSP1352,155,35,239,429,0.361305361305
MMETSP1381,103,40,286,429,0.240093240093
MMETSP1403,244,57,128,429,0.568764568765
MMETSP1428,241,38,150,429,0.561771561772
MMETSP0312,199,38,192,429,0.463869463869
MMETSP1309,220,48,161,429,0.512820512821
MMETSP0114,153,40,236,429,0.356643356643
MMETSP1354,95,51,283,429,0.221445221445
MMETSP0313,157,57,215,429,0.365967365967
MMETSP0314,133,94,202,429,0.310023310023
MMETSP1096,182,69,178,429,0.424242424242
MMETSP1065,224,48,157,429,0.522144522145
MMETSP0115,200,66,163,429,0.4662004662
MMETSP1356,157,79,193,429,0.365967365967
MMETSP0895,84,79,266,429,0.195804195804
MMETSP1384,248,34,147,429,0.578088578089
MMETSP0853,148,72,209,429,0.344988344988
MMETSP0315,193,56,180,429,0.449883449883
MMETSP0889,164,51,214,429,0.382284382284
MMETSP0901,236,39,154,429,0.550116550117
MMETSP1360,156,80,193,429,0.363636363636
MMETSP0463,55,56,318,429,0.128205128205
MMETSP1385,248,35,146,429,0.578088578089
MMETSP0174,252,44,133,429,0.587412587413
MMETSP0324,247,30,152,429,0.575757575758
MMETSP1005,109,92,228,429,0.254079254079
MMETSP1081,200,77,152,429,0.4662004662
MMETSP1085,251,54,124,429,0.585081585082
MMETSP1097,37,32,360,429,0.0862470862471
MMETSP1361,260,33,136,429,0.606060606061
MMETSP1362,245,39,145,429,0.571095571096
MMETSP0005,220,52,157,429,0.512820512821
MMETSP1386,266,36,127,429,0.620046620047
MMETSP1387,257,49,123,429,0.599067599068
MMETSP0942,182,43,204,429,0.424242424242
MMETSP0492,91,63,275,429,0.212121212121
MMETSP0409,82,69,278,429,0.191142191142
MMETSP1094,180,73,176,429,0.41958041958
MMETSP0973,211,59,159,429,0.491841491841
MMETSP1363,216,81,132,429,0.503496503497
MMETSP0004,223,46,160,429,0.519813519814
MMETSP1388,219,81,129,429,0.51048951049
MMETSP1389,126,70,233,429,0.293706293706
MMETSP0140,237,43,149,429,0.552447552448
MMETSP0493,130,88,211,429,0.30303030303
MMETSP0884,181,81,167,429,0.421911421911
MMETSP1098,262,43,124,429,0.610722610723
MMETSP1074,212,51,166,429,0.494172494172
MMETSP1364,227,67,135,429,0.529137529138
MMETSP1365,223,73,133,429,0.519813519814
MMETSP1330,205,59,165,429,0.477855477855
MMETSP1390,265,32,132,429,0.617715617716
MMETSP1161,184,49,196,429,0.428904428904
MMETSP1162,158,60,211,429,0.368298368298
MMETSP1437,197,47,185,429,0.459207459207
MMETSP1066,211,66,152,429,0.491841491841
MMETSP1449,189,31,209,429,0.440559440559
MMETSP1450,202,113,114,429,0.470862470862
MMETSP0752,275,36,118,429,0.641025641026
MMETSP1464,192,67,170,429,0.447552447552
MMETSP1465,123,103,203,429,0.286713286713
MMETSP1164,202,67,160,429,0.470862470862
MMETSP1165,169,75,185,429,0.393939393939
MMETSP1474,206,45,178,429,0.480186480186
MMETSP1475,232,38,159,429,0.540792540793
MMETSP1326,189,85,155,429,0.440559440559
MMETSP0975,259,48,122,429,0.60372960373
MMETSP0090,247,32,150,429,0.575757575758
MMETSP0754,276,34,119,429,0.643356643357
MMETSP1322,179,56,194,429,0.417249417249
MMETSP0447,315,49,65,429,0.734265734266
MMETSP0758,146,54,229,429,0.340326340326
MMETSP1167,179,55,195,429,0.417249417249
MMETSP0893,124,70,235,429,0.289044289044
MMETSP0471,218,27,184,429,0.508158508159
MMETSP1137,136,51,242,429,0.317016317016
MMETSP0906,213,41,175,429,0.496503496503
MMETSP0818,282,55,92,429,0.657342657343
MMETSP1170,59,44,326,429,0.137529137529
MMETSP1171,107,38,284,429,0.249417249417
MMETSP1321,176,64,189,429,0.410256410256
MMETSP0225,0,0,429,429,0.0
MMETSP0820,268,58,103,429,0.624708624709
MMETSP1139,125,29,275,429,0.291375291375
MMETSP1172,178,40,211,429,0.414918414918
MMETSP0984,267,56,106,429,0.622377622378
MMETSP0484,244,51,134,429,0.568764568765
MMETSP1174,231,56,142,429,0.538461538462
MMETSP0223,0,0,429,429,0.0
MMETSP1175,112,53,264,429,0.261072261072
MMETSP1176,181,37,211,429,0.421911421911
MMETSP0099,154,40,235,429,0.358974358974
MMETSP0948,213,67,149,429,0.496503496503
MMETSP0796,246,50,133,429,0.573426573427
MMETSP0798,113,45,271,429,0.263403263403
MMETSP1177,209,41,179,429,0.487179487179
MMETSP0988,242,86,101,429,0.564102564103
MMETSP0950,236,53,140,429,0.550116550117
MMETSP1358,254,43,132,429,0.592074592075
MMETSP1147,1,1,427,429,0.002331002331
MMETSP1148,0,0,429,429,0.0
MMETSP0987,257,74,98,429,0.599067599068
MMETSP0725,228,25,176,429,0.531468531469
MMETSP0799,254,61,114,429,0.592074592075
MMETSP1178,150,40,239,429,0.34965034965
MMETSP0088,105,83,241,429,0.244755244755
MMETSP0091,150,81,198,429,0.34965034965
MMETSP0092,103,81,245,429,0.240093240093
MMETSP0802,265,34,130,429,0.617715617716
MMETSP1438,171,53,205,429,0.398601398601
MMETSP1439,164,43,222,429,0.382284382284
MMETSP0726,149,28,252,429,0.347319347319
MMETSP0816,138,102,189,429,0.321678321678
MMETSP1451,189,60,180,429,0.440559440559
MMETSP1452,175,94,160,429,0.407925407925
MMETSP0878,257,34,138,429,0.599067599068
MMETSP1466,134,36,259,429,0.312354312354
MMETSP1467,190,61,178,429,0.44289044289
MMETSP1359,144,105,180,429,0.335664335664
MMETSP1012,206,71,152,429,0.480186480186
MMETSP1440,208,34,187,429,0.484848484848
MMETSP1441,198,55,176,429,0.461538461538
MMETSP0737,271,28,130,429,0.631701631702
MMETSP1453,166,93,170,429,0.386946386946
MMETSP1456,233,61,135,429,0.543123543124
MMETSP0528,227,32,170,429,0.529137529138
MMETSP1468,170,64,195,429,0.39627039627
MMETSP1153,261,65,103,429,0.608391608392
MMETSP1338,225,38,166,429,0.524475524476
MMETSP1144,235,63,131,429,0.547785547786
MMETSP1442,99,56,274,429,0.230769230769
MMETSP1443,150,34,245,429,0.34965034965
MMETSP0902,249,43,137,429,0.58041958042
MMETSP0903,262,32,135,429,0.610722610723
MMETSP0905,250,40,139,429,0.582750582751
MMETSP1459,171,51,207,429,0.398601398601
MMETSP0880,259,30,140,429,0.60372960373
MMETSP1469,221,75,133,429,0.515151515152
MMETSP1470,247,77,105,429,0.575757575758
MMETSP1155,236,77,116,429,0.550116550117
MMETSP1433,265,25,139,429,0.617715617716
MMETSP1142,240,67,122,429,0.559440559441
MMETSP1444,201,35,193,429,0.468531468531
MMETSP1445,231,57,141,429,0.538461538462
MMETSP0740,44,71,314,429,0.102564102564
MMETSP0744,198,71,160,429,0.461538461538
MMETSP1460,174,37,218,429,0.405594405594
MMETSP1462,203,58,168,429,0.473193473193
MMETSP0573,240,39,150,429,0.559440559441
MMETSP1471,122,71,236,429,0.284382284382
MMETSP1434,47,43,339,429,0.109557109557
MMETSP1435,34,55,340,429,0.0792540792541
MMETSP0976,255,50,124,429,0.594405594406
MMETSP1446,227,48,154,429,0.529137529138
MMETSP1447,188,64,177,429,0.438228438228
MMETSP0746,172,73,184,429,0.400932400932
MMETSP1463,143,92,194,429,0.333333333333
MMETSP0724,250,22,157,429,0.582750582751
MMETSP1472,91,53,285,429,0.212121212121
MMETSP1473,224,47,158,429,0.522144522145
MMETSP1159,168,52,209,429,0.391608391608
MMETSP1436,92,59,278,429,0.214452214452
MMETSP0095,245,57,127,429,0.571095571096
MMETSP1426,232,35,162,429,0.540792540793
MMETSP0087,288,40,101,429,0.671328671329
MMETSP0127,243,60,126,429,0.566433566434
MMETSP0213,150,56,223,429,0.34965034965
MMETSP1411,207,58,164,429,0.482517482517
MMETSP0317,98,18,313,429,0.228438228438
MMETSP0326,81,58,290,429,0.188811188811
MMETSP0198,276,32,121,429,0.643356643357
MMETSP1412,239,43,147,429,0.55710955711
MMETSP1123,157,40,232,429,0.365967365967
MMETSP1432,170,85,174,429,0.39627039627
MMETSP1047,227,57,145,429,0.529137529138
MMETSP0320,230,34,165,429,0.536130536131
MMETSP1413,214,44,171,429,0.498834498834
MMETSP0103,214,38,177,429,0.498834498834
MMETSP0093,231,62,136,429,0.538461538462
MMETSP1414,255,33,141,429,0.594405594406
MMETSP0318,117,31,281,429,0.272727272727
MMETSP0143,212,71,146,429,0.494172494172
MMETSP0235,131,42,256,429,0.305361305361
MMETSP1415,241,43,145,429,0.561771561772
MMETSP1130,57,45,327,429,0.132867132867
MMETSP0420,187,56,186,429,0.435897435897
MMETSP1055,219,69,141,429,0.51048951049
MMETSP1416,251,38,140,429,0.585081585082
MMETSP0107,202,95,132,429,0.470862470862
MMETSP0015,247,70,112,429,0.575757575758
MMETSP0814,191,42,196,429,0.445221445221
MMETSP1417,253,33,143,429,0.589743589744
MMETSP0296,168,99,162,429,0.391608391608
MMETSP0121,208,68,153,429,0.484848484848
MMETSP1399,216,27,186,429,0.503496503497
MMETSP0125,85,52,292,429,0.198135198135
MMETSP1418,259,28,142,429,0.60372960373
MMETSP1125,227,28,174,429,0.529137529138
MMETSP0468,209,39,181,429,0.487179487179
MMETSP0007,96,45,288,429,0.223776223776
MMETSP1401,252,59,118,429,0.587412587413
MMETSP1402,211,58,160,429,0.491841491841
MMETSP0252,0,1,428,429,0.0
MMETSP1419,261,28,140,429,0.608391608392
MMETSP0105,272,56,101,429,0.634032634033
MMETSP0890,161,55,213,429,0.375291375291
MMETSP1405,226,54,149,429,0.526806526807
MMETSP1063,283,37,109,429,0.659673659674
MMETSP1420,257,34,138,429,0.599067599068
MMETSP0120,276,53,100,429,0.643356643357
MMETSP0208,158,69,202,429,0.368298368298
MMETSP1406,231,35,163,429,0.538461538462
MMETSP1421,250,39,140,429,0.582750582751
MMETSP1127,271,54,104,429,0.631701631702
MMETSP0698,284,22,123,429,0.662004662005
MMETSP1407,230,46,153,429,0.536130536131
MMETSP0056,213,56,160,429,0.496503496503
MMETSP1422,247,40,142,429,0.575757575758
MMETSP0097,255,49,125,429,0.594405594406
MMETSP0113,211,59,159,429,0.491841491841
MMETSP0696,293,24,112,429,0.682983682984
MMETSP1408,249,38,142,429,0.58041958042
MMETSP0160,177,85,167,429,0.412587412587
MMETSP1423,241,27,161,429,0.561771561772
MMETSP0191,122,53,254,429,0.284382284382
MMETSP0228,224,57,148,429,0.522144522145
MMETSP1059,248,24,157,429,0.578088578089
MMETSP1409,250,43,136,429,0.582750582751
MMETSP1424,178,42,209,429,0.414918414918
MMETSP0323,76,52,301,429,0.177156177156
MMETSP1042,170,81,178,429,0.39627039627
MMETSP0286,83,56,290,429,0.193473193473
MMETSP1410,251,34,144,429,0.585081585082
MMETSP1064,214,50,165,429,0.498834498834
MMETSP1425,186,37,206,429,0.433566433566
MMETSP0946,165,57,207,429,0.384615384615
MMETSP0086,136,47,246,429,0.317016317016
MMETSP1335,131,58,240,429,0.305361305361
MMETSP1323,101,63,265,429,0.235431235431
MMETSP1015,222,40,167,429,0.517482517483
MMETSP0347,3,15,411,429,0.00699300699301
MMETSP0803,196,99,134,429,0.456876456876
MMETSP0014,262,54,113,429,0.610722610723
MMETSP1333,236,38,155,429,0.550116550117
MMETSP1017,221,42,166,429,0.515151515152
MMETSP0271,257,31,141,429,0.599067599068
MMETSP0933,226,27,176,429,0.526806526807
MMETSP0321,268,37,124,429,0.624708624709
MMETSP0111,225,46,158,429,0.524475524476
MMETSP0367,266,31,132,429,0.620046620047
MMETSP0161,205,92,132,429,0.477855477855
MMETSP0815,251,52,126,429,0.585081585082
MMETSP0789,254,35,140,429,0.592074592075
MMETSP0270,246,40,143,429,0.573426573427
MMETSP0029,233,36,160,429,0.543123543124
MMETSP0595,257,30,142,429,0.599067599068
MMETSP0718,64,54,311,429,0.149184149184
MMETSP0327,272,21,136,429,0.634032634033
MMETSP0009,149,72,208,429,0.347319347319
MMETSP0938,250,26,153,429,0.582750582751
MMETSP0717,154,95,180,429,0.358974358974
MMETSP0360,228,51,150,429,0.531468531469
MMETSP0267,225,50,154,429,0.524475524476
MMETSP1048,162,39,228,429,0.377622377622
MMETSP0371,227,44,158,429,0.529137529138
MMETSP1035,253,51,125,429,0.589743589744
MMETSP0045,217,69,143,429,0.505827505828
MMETSP0030,224,44,161,429,0.522144522145
MMETSP0689,270,20,139,429,0.629370629371
MMETSP0930,232,21,176,429,0.540792540793
MMETSP1040,146,34,249,429,0.340326340326
MMETSP0259,251,34,144,429,0.585081585082
MMETSP0939,234,44,151,429,0.545454545455
MMETSP0233,178,57,194,429,0.414918414918
MMETSP0319,276,24,129,429,0.643356643357
MMETSP0268,231,52,146,429,0.538461538462
MMETSP1054,255,54,120,429,0.594405594406
MMETSP0110,259,38,132,429,0.60372960373
MMETSP1116,197,35,197,429,0.459207459207
MMETSP0766,192,47,190,429,0.447552447552
MMETSP0047,249,69,111,429,0.58041958042
MMETSP1033,252,52,125,429,0.587412587413
MMETSP0879,258,31,140,429,0.601398601399
MMETSP0795,54,14,361,429,0.125874125874
MMETSP1180,197,56,176,429,0.459207459207
MMETSP1173,221,51,157,429,0.515151515152
MMETSP1151,248,68,113,429,0.578088578089
MMETSP1355,110,52,267,429,0.25641025641
MMETSP0817,268,60,101,429,0.624708624709
MMETSP0491,218,61,150,429,0.508158508159
MMETSP0738,67,81,281,429,0.156177156177
MMETSP0904,224,62,143,429,0.522144522145
MMETSP1152,252,66,111,429,0.587412587413
MMETSP0881,260,31,138,429,0.606060606061
MMETSP0149,262,26,141,429,0.610722610723
