,Complete,Fragmented,Missing,Total,Complete_BUSCO_perc
MMETSP0372,4,0,211,215,0.018604651162790697
MMETSP1050,80,3,132,215,0.37209302325581395
MMETSP1443,62,1,152,215,0.28837209302325584
MMETSP1445,125,5,85,215,0.5813953488372093
MMETSP1163,94,7,114,215,0.4372093023255814
MMETSP0989,115,2,98,215,0.5348837209302325
MMETSP1160,108,5,102,215,0.5023255813953489
MMETSP1055,96,2,117,215,0.44651162790697674
MMETSP0938,108,1,106,215,0.5023255813953489
MMETSP1309,91,5,119,215,0.4232558139534884
MMETSP0099,80,4,131,215,0.37209302325581395
MMETSP1446,80,8,127,215,0.37209302325581395
MMETSP0986,121,1,93,215,0.5627906976744186
MMETSP0027,110,2,103,215,0.5116279069767442
MMETSP0434,66,0,149,215,0.30697674418604654
MMETSP0112,54,1,160,215,0.25116279069767444
MMETSP1059,103,2,110,215,0.4790697674418605
MMETSP0095,116,4,95,215,0.5395348837209303
MMETSP0096,108,3,104,215,0.5023255813953489
MMETSP0937,103,3,109,215,0.4790697674418605
MMETSP1449,70,3,142,215,0.32558139534883723
MMETSP0111,104,2,109,215,0.48372093023255813
MMETSP0802,113,1,101,215,0.5255813953488372
MMETSP0985,118,4,93,215,0.5488372093023256
MMETSP0437,30,1,184,215,0.13953488372093023
MMETSP0378,30,1,184,215,0.13953488372093023
MMETSP0804,145,5,65,215,0.6744186046511628
MMETSP1169,120,7,88,215,0.5581395348837209
MMETSP0983,111,4,100,215,0.5162790697674419
MMETSP0090,102,1,112,215,0.4744186046511628
MMETSP0117,126,4,85,215,0.586046511627907
MMETSP0114,92,3,120,215,0.42790697674418604
MMETSP0093,105,5,105,215,0.4883720930232558
MMETSP0932,2,0,213,215,0.009302325581395349
MMETSP0807,136,3,76,215,0.6325581395348837
MMETSP1101,95,2,118,215,0.4418604651162791
MMETSP1086,103,3,109,215,0.4790697674418605
MMETSP0316,39,1,175,215,0.1813953488372093
MMETSP0705,51,0,164,215,0.2372093023255814
MMETSP0959,105,5,105,215,0.4883720930232558
MMETSP1034,110,5,100,215,0.5116279069767442
MMETSP0223,1,0,214,215,0.004651162790697674
MMETSP1424,94,1,120,215,0.4372093023255814
MMETSP1037,106,3,106,215,0.4930232558139535
MMETSP1085,114,4,97,215,0.5302325581395348
MMETSP0315,50,4,161,215,0.23255813953488372
MMETSP0706,55,2,158,215,0.2558139534883721
MMETSP1102,88,5,122,215,0.40930232558139534
MMETSP0292,75,6,134,215,0.3488372093023256
MMETSP0313,45,2,168,215,0.20930232558139536
MMETSP1083,81,3,131,215,0.3767441860465116
MMETSP0294,106,6,103,215,0.4930232558139535
MMETSP1104,111,3,101,215,0.5162790697674419
MMETSP1422,92,3,120,215,0.42790697674418604
MMETSP1421,79,3,133,215,0.3674418604651163
MMETSP1032,115,2,98,215,0.5348837209302325
MMETSP0225,0,0,215,215,0.0
MMETSP1107,102,6,107,215,0.4744186046511628
MMETSP1080,110,2,103,215,0.5116279069767442
MMETSP1362,110,3,102,215,0.5116279069767442
MMETSP0229,0,1,214,215,0.0
MMETSP0040,85,2,128,215,0.3953488372093023
MMETSP0043,92,4,119,215,0.42790697674418604
MMETSP0176,78,1,136,215,0.3627906976744186
MMETSP0950,134,3,78,215,0.6232558139534884
MMETSP1361,106,3,106,215,0.4930232558139535
MMETSP0563,86,4,125,215,0.4
MMETSP1428,78,2,135,215,0.3627906976744186
MMETSP0956,84,5,126,215,0.39069767441860465
MMETSP1367,123,2,90,215,0.5720930232558139
MMETSP1089,173,2,40,215,0.8046511627906977
MMETSP0319,99,2,114,215,0.4604651162790698
MMETSP0045,38,2,175,215,0.17674418604651163
MMETSP0046,140,1,74,215,0.6511627906976745
MMETSP0955,75,2,138,215,0.3488372093023256
MMETSP1364,89,2,124,215,0.413953488372093
MMETSP1038,113,4,98,215,0.5255813953488372
MMETSP0173,97,2,116,215,0.4511627906976744
MMETSP0790,102,3,110,215,0.4744186046511628
MMETSP1400,111,1,103,215,0.5162790697674419
MMETSP1013,91,1,123,215,0.4232558139534884
MMETSP0158,124,2,89,215,0.5767441860465117
MMETSP1126,120,1,94,215,0.5581395348837209
MMETSP1125,105,3,107,215,0.4883720930232558
MMETSP1403,113,1,101,215,0.5255813953488372
MMETSP1010,76,1,138,215,0.35348837209302325
MMETSP0380,25,2,188,215,0.11627906976744186
MMETSP0201,108,1,106,215,0.5023255813953489
MMETSP1405,83,4,128,215,0.386046511627907
MMETSP0795,12,1,202,215,0.05581395348837209
MMETSP1016,88,5,122,215,0.40930232558139534
MMETSP0727,84,1,130,215,0.39069767441860465
MMETSP1123,79,3,133,215,0.3674418604651163
MMETSP0724,99,1,115,215,0.4604651162790698
MMETSP1349,62,3,150,215,0.28837209302325584
MMETSP1406,86,3,126,215,0.4
MMETSP0796,119,3,93,215,0.5534883720930233
MMETSP1015,89,3,123,215,0.413953488372093
MMETSP0202,85,5,125,215,0.3953488372093023
MMETSP1345,100,2,113,215,0.46511627906976744
MMETSP0974,110,4,101,215,0.5116279069767442
MMETSP1019,10,0,205,215,0.046511627906976744
MMETSP0152,85,1,129,215,0.3953488372093023
MMETSP0151,106,1,108,215,0.4930232558139535
MMETSP1346,77,1,137,215,0.3581395348837209
MMETSP0977,113,2,100,215,0.5255813953488372
MMETSP1409,94,2,119,215,0.4372093023255814
MMETSP0799,111,3,101,215,0.5162790697674419
MMETSP0471,103,1,111,215,0.4790697674418605
MMETSP1129,66,4,145,215,0.30697674418604654
MMETSP0971,106,1,108,215,0.4930232558139535
MMETSP0972,98,2,115,215,0.4558139534883721
MMETSP0154,94,2,119,215,0.4372093023255814
MMETSP0208,48,0,167,215,0.22325581395348837
MMETSP0472,139,2,74,215,0.6465116279069767
MMETSP0745,66,5,144,215,0.30697674418604654
MMETSP0419,103,4,108,215,0.4790697674418605
MMETSP1141,116,2,97,215,0.5395348837209303
MMETSP1074,90,4,121,215,0.4186046511627907
MMETSP1467,85,4,126,215,0.3953488372093023
MMETSP1328,88,4,123,215,0.40930232558139534
MMETSP1464,92,5,118,215,0.42790697674418604
MMETSP1142,112,5,98,215,0.5209302325581395
MMETSP0746,73,5,137,215,0.3395348837209302
MMETSP0009,61,3,151,215,0.2837209302325581
MMETSP1399,85,2,128,215,0.3953488372093023
MMETSP1144,114,4,97,215,0.5302325581395348
MMETSP0740,23,1,191,215,0.10697674418604651
MMETSP1071,91,5,119,215,0.4232558139534884
MMETSP1462,110,4,101,215,0.5116279069767442
MMETSP0139,114,0,101,215,0.5302325581395348
MMETSP0898,89,3,123,215,0.413953488372093
MMETSP1147,6,0,209,215,0.027906976744186046
MMETSP0269,107,7,101,215,0.49767441860465117
MMETSP0894,70,6,139,215,0.32558139534883723
MMETSP0135,13,2,200,215,0.06046511627906977
MMETSP0913,46,1,168,215,0.21395348837209302
MMETSP1322,72,2,141,215,0.33488372093023255
MMETSP1390,116,1,98,215,0.5395348837209303
MMETSP0413,142,4,69,215,0.6604651162790698
MMETSP1148,0,0,215,215,0.0
MMETSP1393,71,3,141,215,0.3302325581395349
MMETSP0410,66,2,147,215,0.30697674418604654
MMETSP0910,78,6,131,215,0.3627906976744186
MMETSP1321,82,2,131,215,0.3813953488372093
MMETSP0897,43,5,167,215,0.2
MMETSP1468,90,2,123,215,0.4186046511627907
MMETSP0916,87,2,126,215,0.4046511627906977
MMETSP1327,99,1,115,215,0.4604651162790698
MMETSP0891,107,2,106,215,0.49767441860465117
MMETSP0005,98,3,114,215,0.4558139534883721
MMETSP1395,90,2,123,215,0.4186046511627907
MMETSP0359,137,3,75,215,0.6372093023255814
MMETSP0416,77,5,133,215,0.3581395348837209
MMETSP0006,94,3,118,215,0.4372093023255814
MMETSP1396,66,1,148,215,0.30697674418604654
MMETSP0415,55,3,157,215,0.2558139534883721
MMETSP0820,106,5,104,215,0.4930232558139535
MMETSP0892,80,0,135,215,0.37209302325581395
MMETSP0133,19,3,193,215,0.08837209302325581
MMETSP0915,86,3,126,215,0.4
MMETSP1324,76,3,136,215,0.35348837209302325
MMETSP1159,84,2,129,215,0.39069767441860465
MMETSP0127,95,1,119,215,0.4418604651162791
MMETSP0886,85,5,125,215,0.3953488372093023
MMETSP1330,84,3,128,215,0.39069767441860465
MMETSP0901,84,7,124,215,0.39069767441860465
MMETSP1333,119,1,95,215,0.5534883720930233
MMETSP0902,96,3,116,215,0.44651162790697674
MMETSP0885,83,2,130,215,0.386046511627907
MMETSP0196,9,0,206,215,0.04186046511627907
MMETSP0011,105,1,109,215,0.4883720930232558
MMETSP1381,60,2,153,215,0.27906976744186046
MMETSP0190,32,3,180,215,0.14883720930232558
MMETSP0404,109,3,103,215,0.5069767441860465
MMETSP0758,50,0,165,215,0.23255813953488372
MMETSP1387,123,2,90,215,0.5720930232558139
MMETSP0017,141,1,73,215,0.6558139534883721
MMETSP1335,75,2,138,215,0.3488372093023256
MMETSP0904,93,1,121,215,0.4325581395348837
MMETSP0883,75,3,137,215,0.3488372093023256
MMETSP0121,48,2,165,215,0.22325581395348837
MMETSP0880,92,6,117,215,0.42790697674418604
MMETSP1336,95,2,118,215,0.4418604651162791
MMETSP0907,99,1,115,215,0.4604651162790698
MMETSP1384,41,1,173,215,0.19069767441860466
MMETSP0014,120,1,94,215,0.5581395348837209
MMETSP0580,99,1,115,215,0.4604651162790698
MMETSP0271,115,5,95,215,0.5348837209302325
MMETSP1475,114,0,101,215,0.5302325581395348
MMETSP1066,93,3,119,215,0.4325581395348837
MMETSP1388,94,3,118,215,0.4372093023255814
MMETSP0018,34,1,180,215,0.15813953488372093
MMETSP1153,82,3,130,215,0.3813953488372093
MMETSP1150,84,2,129,215,0.39069767441860465
MMETSP0347,46,2,167,215,0.21395348837209302
MMETSP0754,93,1,121,215,0.4325581395348837
MMETSP0908,99,1,115,215,0.4604651162790698
MMETSP1339,85,4,126,215,0.3953488372093023
MMETSP1065,73,2,140,215,0.3395348837209302
MMETSP0661,112,2,101,215,0.5209302325581395
MMETSP0272,110,5,100,215,0.5116279069767442
MMETSP1470,111,3,101,215,0.5162790697674419
MMETSP1063,117,4,94,215,0.5441860465116279
MMETSP0889,84,2,129,215,0.39069767441860465
MMETSP1156,81,3,131,215,0.3767441860465116
MMETSP0752,98,3,114,215,0.4558139534883721
MMETSP0751,103,1,111,215,0.4790697674418605
MMETSP1155,91,2,122,215,0.4232558139534884
MMETSP0199,89,3,123,215,0.413953488372093
MMETSP1473,98,2,115,215,0.4558139534883721
MMETSP1060,111,1,103,215,0.5162790697674419
MMETSP1357,92,6,117,215,0.42790697674418604
MMETSP1418,88,5,122,215,0.40930232558139534
MMETSP0140,106,1,108,215,0.4930232558139535
MMETSP0853,73,3,139,215,0.3395348837209302
MMETSP0329,3,0,212,215,0.013953488372093023
MMETSP0739,74,1,140,215,0.34418604651162793
MMETSP0850,70,0,145,215,0.32558139534883723
MMETSP0143,96,5,114,215,0.44651162790697674
MMETSP1008,66,5,144,215,0.30697674418604654
MMETSP0398,19,2,194,215,0.08837209302325581
MMETSP0965,80,2,133,215,0.37209302325581395
MMETSP1354,35,2,178,215,0.16279069767441862
MMETSP0145,71,3,141,215,0.3302325581395349
MMETSP0963,60,5,150,215,0.27906976744186046
MMETSP1352,77,5,133,215,0.3581395348837209
MMETSP0463,77,0,138,215,0.3581395348837209
MMETSP1138,89,4,122,215,0.413953488372093
MMETSP0960,112,2,101,215,0.5209302325581395
MMETSP0146,81,2,132,215,0.3767441860465116
MMETSP0323,43,1,171,215,0.2
MMETSP1001,90,3,122,215,0.4186046511627907
MMETSP1412,85,1,129,215,0.3953488372093023
MMETSP0216,81,3,131,215,0.3767441860465116
MMETSP0149,107,3,105,215,0.49767441860465117
MMETSP1002,42,4,169,215,0.19534883720930232
MMETSP1411,79,4,132,215,0.3674418604651163
MMETSP0733,102,1,112,215,0.4744186046511628
MMETSP0320,83,3,129,215,0.386046511627907
MMETSP1137,65,2,148,215,0.3023255813953488
MMETSP0735,106,1,108,215,0.4930232558139535
MMETSP0469,136,1,78,215,0.6325581395348837
MMETSP0326,47,2,166,215,0.2186046511627907
MMETSP1131,29,1,185,215,0.13488372093023257
MMETSP0213,36,0,179,215,0.16744186046511628
MMETSP1358,90,2,123,215,0.4186046511627907
MMETSP1417,95,2,118,215,0.4418604651162791
MMETSP1007,50,2,163,215,0.23255813953488372
MMETSP0397,61,2,152,215,0.2837209302325581
MMETSP0784,130,3,82,215,0.6046511627906976
MMETSP1414,92,2,121,215,0.42790697674418604
MMETSP1180,103,1,111,215,0.4790697674418605
MMETSP0210,47,1,167,215,0.2186046511627907
MMETSP0603,77,4,134,215,0.3581395348837209
MMETSP1132,86,3,126,215,0.4
MMETSP0736,105,1,109,215,0.4883720930232558
MMETSP0325,125,0,90,215,0.5813953488372093
MMETSP1432,80,4,131,215,0.37209302325581395
MMETSP0879,100,1,114,215,0.46511627906976744
MMETSP0697,108,2,105,215,0.5023255813953489
MMETSP1114,41,1,173,215,0.19069767441860466
MMETSP0713,89,2,124,215,0.413953488372093
MMETSP1090,79,6,130,215,0.3674418604651163
MMETSP1117,93,3,119,215,0.4325581395348837
MMETSP0287,84,4,127,215,0.39069767441860465
MMETSP0235,33,0,182,215,0.15348837209302327
MMETSP0169,3,0,212,215,0.013953488372093023
MMETSP0233,49,1,165,215,0.22790697674418606
MMETSP0949,123,7,85,215,0.5720930232558139
MMETSP1437,83,3,129,215,0.386046511627907
MMETSP0449,60,2,153,215,0.27906976744186046
MMETSP1096,86,2,127,215,0.4
MMETSP0059,129,4,82,215,0.6
MMETSP0716,0,0,215,215,0.0
MMETSP1095,75,2,138,215,0.3488372093023256
MMETSP1434,31,1,183,215,0.14418604651162792
MMETSP0055,96,4,115,215,0.44651162790697674
MMETSP0946,100,2,113,215,0.46511627906976744
MMETSP1377,80,3,132,215,0.37209302325581395
MMETSP1438,86,3,126,215,0.4
MMETSP0573,112,1,102,215,0.5209302325581395
MMETSP0160,79,1,135,215,0.3674418604651163
MMETSP0945,109,3,103,215,0.5069767441860465
MMETSP1374,85,3,127,215,0.3953488372093023
MMETSP0056,104,4,107,215,0.48372093023255813
MMETSP0719,5,0,210,215,0.023255813953488372
MMETSP0698,107,2,106,215,0.49767441860465117
MMETSP0943,98,4,113,215,0.4558139534883721
MMETSP1371,104,3,108,215,0.48372093023255813
MMETSP0166,120,2,93,215,0.5581395348837209
MMETSP0288,175,5,35,215,0.813953488372093
MMETSP0053,102,4,109,215,0.4744186046511628
MMETSP0038,110,7,98,215,0.5116279069767442
MMETSP1173,119,2,94,215,0.5534883720930233
MMETSP1456,102,8,105,215,0.4744186046511628
MMETSP1319,88,4,123,215,0.40930232558139534
MMETSP0252,0,0,215,215,0.0
MMETSP1170,40,3,172,215,0.18604651162790697
MMETSP0367,127,4,84,215,0.5906976744186047
MMETSP1176,90,2,123,215,0.4186046511627907
MMETSP0361,135,3,77,215,0.627906976744186
MMETSP1450,71,2,142,215,0.3302325581395349
MMETSP1043,69,4,142,215,0.3209302325581395
MMETSP0108,102,5,108,215,0.4744186046511628
MMETSP1453,83,1,131,215,0.386046511627907
MMETSP1040,58,3,154,215,0.26976744186046514
MMETSP1175,57,1,157,215,0.2651162790697674
MMETSP0818,100,6,109,215,0.46511627906976744
MMETSP0648,103,2,110,215,0.4790697674418605
MMETSP0107,81,3,131,215,0.3767441860465116
MMETSP1310,127,3,85,215,0.5906976744186047
MMETSP0493,69,2,144,215,0.3209302325581395
MMETSP0993,84,4,127,215,0.39069767441860465
MMETSP0814,90,4,121,215,0.4186046511627907
MMETSP0817,106,8,101,215,0.4930232558139535
MMETSP0990,62,5,148,215,0.28837209302325584
MMETSP0031,103,2,110,215,0.4790697674418605
MMETSP0922,18,3,194,215,0.08372093023255814
MMETSP0104,103,1,111,215,0.4790697674418605
MMETSP0258,112,3,100,215,0.5209302325581395
MMETSP1315,71,3,141,215,0.3302325581395349
MMETSP0924,17,3,195,215,0.07906976744186046
MMETSP1049,48,3,164,215,0.22325581395348837
MMETSP0102,62,0,153,215,0.28837209302325584
MMETSP0811,73,1,141,215,0.3395348837209302
MMETSP0996,65,4,146,215,0.3023255813953488
MMETSP0368,123,6,86,215,0.5720930232558139
MMETSP0995,73,1,141,215,0.3395348837209302
MMETSP0034,133,3,79,215,0.6186046511627907
MMETSP0812,83,5,127,215,0.386046511627907
MMETSP0101,106,3,106,215,0.4930232558139535
MMETSP1459,49,1,165,215,0.22790697674418606
MMETSP0086,54,3,158,215,0.25116279069767444
MMETSP1316,48,4,163,215,0.22325581395348837
MMETSP0020,72,4,139,215,0.33488372093023255
MMETSP0806,100,3,112,215,0.46511627906976744
MMETSP0115,64,3,148,215,0.29767441860465116
MMETSP0933,80,1,134,215,0.37209302325581395
MMETSP0092,18,2,195,215,0.08372093023255814
MMETSP0930,70,0,145,215,0.32558139534883723
MMETSP0091,60,2,153,215,0.27906976744186046
MMETSP0116,122,5,88,215,0.5674418604651162
MMETSP0982,126,3,86,215,0.586046511627907
MMETSP0803,87,6,122,215,0.4046511627906977
MMETSP0984,122,4,89,215,0.5674418604651162
MMETSP0436,53,1,161,215,0.24651162790697675
MMETSP0484,124,2,89,215,0.5767441860465117
MMETSP0936,103,1,111,215,0.4790697674418605
MMETSP0097,115,3,97,215,0.5348837209302325
MMETSP0503,104,7,104,215,0.48372093023255813
MMETSP0110,110,2,103,215,0.5116279069767442
MMETSP0113,47,0,168,215,0.2186046511627907
MMETSP1058,104,4,107,215,0.48372093023255813
MMETSP0987,122,2,91,215,0.5674418604651162
MMETSP0800,68,3,144,215,0.31627906976744186
MMETSP1054,115,3,97,215,0.5348837209302325
MMETSP1447,66,2,147,215,0.30697674418604654
MMETSP0098,143,3,69,215,0.6651162790697674
MMETSP0939,100,1,114,215,0.46511627906976744
MMETSP0439,7,2,206,215,0.03255813953488372
MMETSP1161,87,4,124,215,0.4046511627906977
MMETSP1162,62,6,147,215,0.28837209302325584
MMETSP0766,99,2,114,215,0.4604651162790698
MMETSP0988,115,2,98,215,0.5348837209302325
MMETSP0029,113,2,100,215,0.5255813953488372
MMETSP1057,83,1,131,215,0.386046511627907
MMETSP1444,78,7,130,215,0.3627906976744186
MMETSP1442,60,1,154,215,0.27906976744186046
MMETSP0809,63,2,150,215,0.2930232558139535
MMETSP1164,79,1,135,215,0.3674418604651163
MMETSP0370,118,5,92,215,0.5488372093023256
MMETSP1167,96,4,115,215,0.44651162790697674
MMETSP0119,93,3,119,215,0.4325581395348837
MMETSP1052,110,4,101,215,0.5116279069767442
MMETSP1441,99,8,108,215,0.4604651162790698
MMETSP1365,85,3,127,215,0.3953488372093023
MMETSP0954,109,2,104,215,0.5069767441860465
MMETSP1039,67,1,147,215,0.3116279069767442
MMETSP0047,125,2,88,215,0.5813953488372093
MMETSP0708,50,3,162,215,0.23255813953488372
MMETSP0318,52,1,162,215,0.24186046511627907
MMETSP0044,2,1,212,215,0.009302325581395349
MMETSP0171,73,1,141,215,0.3395348837209302
MMETSP0562,76,0,139,215,0.35348837209302325
MMETSP1366,93,3,119,215,0.4325581395348837
MMETSP0957,67,2,146,215,0.3116279069767442
MMETSP1429,49,0,166,215,0.22790697674418606
MMETSP1360,77,1,137,215,0.3581395348837209
MMETSP0451,18,0,197,215,0.08372093023255814
MMETSP0042,113,2,100,215,0.5255813953488372
MMETSP0689,120,1,94,215,0.5581395348837209
MMETSP0452,0,0,215,215,0.0
MMETSP0041,107,2,106,215,0.49767441860465117
MMETSP1363,93,3,119,215,0.4325581395348837
MMETSP0174,78,2,135,215,0.3627906976744186
MMETSP0228,99,6,110,215,0.4604651162790698
MMETSP0296,96,6,113,215,0.44651162790697674
MMETSP1106,110,5,100,215,0.5116279069767442
MMETSP1081,107,4,104,215,0.49767441860465117
MMETSP1420,89,4,122,215,0.413953488372093
MMETSP1033,114,3,98,215,0.5302325581395348
MMETSP0224,125,1,89,215,0.5813953488372093
MMETSP0227,105,4,106,215,0.4883720930232558
MMETSP1423,101,3,111,215,0.4697674418604651
MMETSP0312,98,1,116,215,0.4558139534883721
MMETSP1082,116,0,99,215,0.5395348837209303
MMETSP0295,82,5,128,215,0.3813953488372093
MMETSP1105,106,2,107,215,0.4930232558139535
MMETSP1084,117,1,97,215,0.5441860465116279
MMETSP0314,51,3,161,215,0.2372093023255814
MMETSP0707,108,7,100,215,0.5023255813953489
MMETSP1103,155,2,58,215,0.7209302325581395
MMETSP1425,102,1,112,215,0.4744186046511628
MMETSP1036,114,4,97,215,0.5302325581395348
MMETSP0958,103,3,109,215,0.4790697674418605
MMETSP1369,112,1,102,215,0.5209302325581395
MMETSP1426,124,2,89,215,0.5767441860465117
MMETSP1035,118,3,94,215,0.5488372093023256
MMETSP1100,87,4,124,215,0.4046511627906977
MMETSP0290,117,1,97,215,0.5441860465116279
MMETSP0317,51,2,162,215,0.2372093023255814
MMETSP0973,97,1,117,215,0.4511627906976744
MMETSP0209,23,2,190,215,0.10697674418604651
MMETSP0156,121,4,90,215,0.5627906976744186
MMETSP0970,87,3,125,215,0.4046511627906977
MMETSP0470,104,1,110,215,0.48372093023255813
MMETSP0063,90,3,122,215,0.4186046511627907
MMETSP1128,127,1,87,215,0.5906976744186047
MMETSP0150,100,2,113,215,0.46511627906976744
MMETSP1408,94,0,121,215,0.4372093023255814
MMETSP0798,48,3,164,215,0.22325581395348837
MMETSP0976,117,2,96,215,0.5441860465116279
MMETSP1347,55,2,158,215,0.2558139534883721
MMETSP0975,112,3,100,215,0.5209302325581395
MMETSP1344,96,5,114,215,0.44651162790697674
MMETSP1018,19,1,195,215,0.08837209302325581
MMETSP1407,83,8,124,215,0.386046511627907
MMETSP0797,107,3,105,215,0.49767441860465117
MMETSP1348,79,1,135,215,0.3674418604651163
MMETSP0384,137,3,75,215,0.6372093023255814
MMETSP0725,86,2,127,215,0.4
MMETSP0726,58,0,157,215,0.26976744186046514
MMETSP1122,116,1,98,215,0.5395348837209303
MMETSP0200,109,3,103,215,0.5069767441860465
MMETSP1404,119,1,95,215,0.5534883720930233
MMETSP0794,97,1,117,215,0.4511627906976744
MMETSP1017,89,2,124,215,0.413953488372093
MMETSP0206,56,1,158,215,0.26046511627906976
MMETSP1402,98,4,113,215,0.4558139534883721
MMETSP1124,79,5,131,215,0.3674418604651163
MMETSP1127,128,1,86,215,0.5953488372093023
MMETSP1401,108,2,105,215,0.5023255813953489
MMETSP1012,108,2,105,215,0.5023255813953489
MMETSP0382,129,3,83,215,0.6
MMETSP0205,44,3,168,215,0.20465116279069767
MMETSP0132,14,3,198,215,0.06511627906976744
MMETSP0893,71,1,143,215,0.3302325581395349
MMETSP1325,18,1,196,215,0.08372093023255814
MMETSP0914,83,5,127,215,0.386046511627907
MMETSP0007,51,3,161,215,0.2372093023255814
MMETSP1397,98,0,117,215,0.4558139534883721
MMETSP0414,55,4,156,215,0.2558139534883721
MMETSP0593,77,2,136,215,0.3581395348837209
MMETSP0004,108,3,104,215,0.5023255813953489
MMETSP1394,108,0,107,215,0.5023255813953489
MMETSP0417,114,3,98,215,0.5302325581395348
MMETSP1326,94,5,116,215,0.4372093023255814
MMETSP0917,82,3,130,215,0.3813953488372093
MMETSP1469,107,3,105,215,0.49767441860465117
MMETSP0890,82,3,130,215,0.3813953488372093
MMETSP1320,71,1,143,215,0.3302325581395349
