"","Run","SampleName.x","ReleaseDate","LoadDate","spots","bases","spots_with_mates","avgLength","size_MB","AssemblyName","download_path","Experiment","LibraryName","LibraryStrategy","LibrarySelection","LibrarySource","LibraryLayout","InsertSize","InsertDev","Platform","Model","SRAStudy","BioProject","Study_Pubmed_id","ProjectID","Sample","BioSample","SampleType","TaxID","ScientificName","g1k_pop_code","source","g1k_analysis_group","Subject_ID","Sex","Disease","Tumor","Affection_Status","Analyte_Type","Histological_Type","Body_Site","CenterName","Submission","dbgap_study_accession","Consent","RunHash","ReadHash","Investigator","HighLevelClassification","Phylum","Class","Order","Family","Genus","Species","Strain","assembly","n_seqs","smallest","largest","n_bases","mean_len","n_under_200","n_over_1k","n_over_10k","n_with_orf","mean_orf_percent","n90","n70","n50","n30","n10","gc","gc_skew","at_skew","cpg_ratio","bases_n","proportion_n","linguistic_complexity","fragments","fragments_mapped","p_fragments_mapped","good_mappings","p_good_mapping","bad_mappings","potential_bridges","bases_uncovered","p_bases_uncovered","contigs_uncovbase","p_contigs_uncovbase","contigs_uncovered","p_contigs_uncovered","contigs_lowcovered","p_contigs_lowcovered","contigs_segmented","p_contigs_segmented","score","optimal_score","cutoff","CRBB_hits","n_contigs_with_CRBB","p_contigs_with_CRBB","rbh_per_reference","n_refs_with_CRBB","p_refs_with_CRBB","cov25","p_cov25","cov50","p_cov50","cov75","p_cov75","cov85","p_cov85","cov95","p_cov95","reference_coverage","SampleName.y","ID","Complete","Fragmented","Missing","Total","Complete_BUSCO_perc","Input.Reads","Surviving.Reads","Percent.Surviving","Unique_kmers"
"61","SRR1294439","MMETSP0370","7/22/15","12/9/15",20622130,2062213000,20622130,100,1229,NA,"http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1294439","SRX549053",NA,"RNA-Seq","RANDOM PCR","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2000","SRP042159","PRJNA248394",NA,248394,"SRS616879","SAMN02740221","simple",268820,"Peridinium aciculiferum",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"NCGR","SRA166613",NA,"public","4C35BD6CB9ACDF5E18500921EAF8FEEC","267CDA10216E28FEC12A4BF2033903D9","KarinRengefors","Alveolata(SAR,Chromalveolata)","Dinophyta","Dinophyceae","Peridiniales","Peridiniaceae","Peridinium","aciculiferum","PAER-2","/mnt/scratch/ljcohen/mmetsp/Peridinium_aciculiferum/SRR1294439/trinity/trinity_out/Peridinium_aciculiferum_SRR1294439.Trinity.fixed.fa",100629,201,5930,62013692,616.26064,0,18236,0,43098,91.92579,270,521,889,1317,1967,0.61521,0.00845,0.00084,2.1151,0,0,0.12039,20603352,17168578,0.83329,12323433,0.59813,4845145,50194,494610,0.00798,33952,0.3374,249,0.00247,66959,0.6654,3490,0.03468,0.26053,0.32843,0.39599,60399,60399,0.60021,0.93298,50639,0.78221,25936,0.40063,23903,0.36923,21072,0.3255,20018,0.30922,18750,0.28963,0.42,"MMETSP0370","Peridinium_aciculiferum_SRR1294439",229,56,144,429,0.533799534,20622130,20603352,99.91,60877673
"62","SRR1294440","MMETSP0371","7/22/15","12/30/15",21274591,2127459100,21274591,100,1268,NA,"http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1294440","SRX549054",NA,"RNA-Seq","RANDOM PCR","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2000","SRP042159","PRJNA248394",NA,248394,"SRS616880","SAMN02740222","simple",268820,"Peridinium aciculiferum",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"NCGR","SRA166613",NA,"public","53706892144139EC532377B5FA4DA314","D602D241BECDF089196D3E3FD2872493","KarinRengefors","Alveolata(SAR,Chromalveolata)","Dinophyta","Dinophyceae","Peridiniales","Peridiniaceae","Peridinium","aciculiferum","PAER-2","/mnt/scratch/ljcohen/mmetsp/Peridinium_aciculiferum/SRR1294440/trinity/trinity_out/Peridinium_aciculiferum_SRR1294440.Trinity.fixed.fa",101860,201,6200,61862944,607.33305,0,18163,0,42604,91.23349,267,511,877,1289,1901,0.61333,0.00788,-4e-05,2.11734,0,0,0.11909,21254622,17664569,0.83109,12671113,0.59616,4993456,48115,489315,0.00791,34088,0.33466,229,0.00225,66510,0.65296,4135,0.04059,0.25989,0.31603,0.37991,61006,61006,0.59892,0.92007,51804,0.78129,26482,0.39939,24501,0.36951,21694,0.32718,20671,0.31175,19277,0.29073,0.42155,"MMETSP0371","Peridinium_aciculiferum_SRR1294440",223,59,147,429,0.51981352,21274591,21254622,99.91,61410082
"63","SRR1294441","MMETSP1346","7/22/15","12/30/15",10260544,2052108800,10260544,200,1231,NA,"http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1294441","SRX549055",NA,"RNA-Seq","RANDOM PCR","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2000","SRP042159","PRJNA248394",NA,248394,"SRS616881","SAMN02740278","simple",215587,"Aplanochytrium stocchinoi",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"NCGR","SRA166613",NA,"public","8C6BF66B486DC273DCB4E703766D7204","77F86BAFD56F057E2CC6257C2CA9E198","JackieCollier","Stramenopila(SAR,Chromalveolata)","Labyrinthista","Labyrinthulea","Thraustochytriales","Thraustochytriaceae","Aplanochytrium","stocchinoi","GSBS06","/mnt/scratch/ljcohen/mmetsp/Aplanochytrium_stocchinoi/SRR1294441/trinity/trinity_out/Aplanochytrium_stocchinoi_SRR1294441.Trinity.fixed.fa",30784,201,6853,28962849,940.84099,0,10987,0,13908,62.83581,378,1008,1536,2118,3071,0.39858,0.01374,0.00838,1.97493,0,0,0.17553,10246396,9935271,0.96964,9535512,0.93062,399759,4411,1852602,0.06396,10578,0.34362,1642,0.05334,21386,0.69471,5700,0.18516,0.44155,0.51436,0.02406,23767,23767,0.77206,1.33141,16041,0.89861,8336,0.46698,7834,0.43885,7091,0.39723,6742,0.37768,6237,0.34939,0.4631,"MMETSP1346","Aplanochytrium_stocchinoi_SRR1294441",206,98,125,429,0.48018648,10260544,10246396,99.86,17735966
"64","SRR1294442","MMETSP1346","7/22/15","12/9/15",2940503,294050300,2940503,100,126,NA,"http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1294442","SRX549056",NA,"RNA-Seq","RANDOM PCR","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina Genome Analyzer IIx","SRP042159","PRJNA248394",NA,248394,"SRS616881","SAMN02740278","simple",215587,"Aplanochytrium stocchinoi",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"NCGR","SRA166613",NA,"public","B4F0357EA90551F4BD276CA0145FE50B","52AD88FDF0EE379446EAE609228174E6","JackieCollier","Stramenopila(SAR,Chromalveolata)","Labyrinthista","Labyrinthulea","Thraustochytriales","Thraustochytriaceae","Aplanochytrium","stocchinoi","GSBS06","/mnt/scratch/ljcohen/mmetsp/Aplanochytrium_stocchinoi/SRR1294442/trinity/trinity_out/Aplanochytrium_stocchinoi_SRR1294442.Trinity.fixed.fa",10598,201,4753,6240843,588.86988,0,1681,0,3633,76.01089,271,490,808,1156,1763,0.40298,0.02404,0.01659,1.95883,0,0,0.12089,2939436,2546034,0.86616,2286411,0.77784,259623,3448,40352,0.00647,1534,0.14474,49,0.00462,7662,0.72297,458,0.04322,0.3605,0.40861,0.40785,9073,9073,0.8561,0.50826,6353,0.35589,2391,0.13394,1079,0.06044,458,0.02566,312,0.01748,155,0.00868,0.14824,"MMETSP1346","Aplanochytrium_stocchinoi_SRR1294442",73,56,300,429,0.17016317,2940503,2939436,99.96,5904975
"65","SRR1294443","MMETSP1346","7/22/15","12/9/15",2968254,296825400,2968254,100,127,NA,"http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1294443","SRX549057",NA,"RNA-Seq","RANDOM PCR","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina Genome Analyzer IIx","SRP042159","PRJNA248394",NA,248394,"SRS616881","SAMN02740278","simple",215587,"Aplanochytrium stocchinoi",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"NCGR","SRA166613",NA,"public","27614B3D3A169225C56D9BC7C826BCE2","B740C003D2B8F3ED69F0DB592D178584","JackieCollier","Stramenopila(SAR,Chromalveolata)","Labyrinthista","Labyrinthulea","Thraustochytriales","Thraustochytriaceae","Aplanochytrium","stocchinoi","GSBS06","/mnt/scratch/ljcohen/mmetsp/Aplanochytrium_stocchinoi/SRR1294443/trinity/trinity_out/Aplanochytrium_stocchinoi_SRR1294443.Trinity.fixed.fa",10578,201,3821,6261052,591.89374,0,1740,0,3666,76.03396,273,503,815,1163,1709,0.40308,0.02212,0.01607,1.95685,0,0,0.12156,2966998,2570555,0.86638,2304237,0.77662,266318,3376,41786,0.00667,1533,0.14492,54,0.0051,7611,0.71951,482,0.04557,0.35673,0.42264,0.3982,9236,9236,0.87313,0.51739,6415,0.35936,2398,0.13433,1079,0.06044,463,0.02594,328,0.01837,150,0.0084,0.14751,"MMETSP1346","Aplanochytrium_stocchinoi_SRR1294443",72,63,294,429,0.167832168,2968254,2966998,99.96,6747153
"66","SRR1294444","MMETSP1346","7/22/15","12/30/15",2930926,293092600,2930926,100,130,NA,"http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1294444","SRX549058",NA,"RNA-Seq","RANDOM PCR","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina Genome Analyzer IIx","SRP042159","PRJNA248394",NA,248394,"SRS616881","SAMN02740278","simple",215587,"Aplanochytrium stocchinoi",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"NCGR","SRA166613",NA,"public","98304DA1D5A78F2C691F762DE4AD5B5A","091012B04B86C77BF68F714900A6B41B","JackieCollier","Stramenopila(SAR,Chromalveolata)","Labyrinthista","Labyrinthulea","Thraustochytriales","Thraustochytriaceae","Aplanochytrium","stocchinoi","GSBS06","/mnt/scratch/ljcohen/mmetsp/Aplanochytrium_stocchinoi/SRR1294444/trinity/trinity_out/Aplanochytrium_stocchinoi_SRR1294444.Trinity.fixed.fa",10557,201,4708,6225369,589.69111,0,1664,0,3668,76.13139,274,496,800,1150,1719,0.40293,0.02316,0.01536,1.95788,0,0,0.1212,2929694,2518726,0.85972,2238953,0.76423,279773,3345,47890,0.00769,1583,0.14995,63,0.00597,7612,0.72104,426,0.04035,0.34883,0.39781,0.31678,9138,9138,0.86559,0.5119,6346,0.3555,2390,0.13389,1077,0.06033,462,0.02588,303,0.01697,144,0.00807,0.14728,"MMETSP1346","Aplanochytrium_stocchinoi_SRR1294444",79,50,300,429,0.184149184,2930926,2929694,99.96,6326406
"67","SRR1294445","MMETSP0088","7/22/15","12/30/15",4868240,973648000,4868240,200,588,NA,"http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1294445","SRX549059",NA,"RNA-Seq","RANDOM PCR","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2000","SRP042159","PRJNA248394",NA,248394,"SRS616882","SAMN02740401","simple",426623,"Chaetoceros affinis",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"NCGR","SRA166613",NA,"public","4E0A7E3338987A8CB12FC421C81F43DF","3A2F7771E08460A7C43288A2ECF5E740","SonyaDyhrman","Stramenopila(SAR,Chromalveolata)","Bacillariophyta","Coscinodiscophyceae","Chaetocerotales","Chaetocerotaceae","Chaetoceros","affinis","CCMP159","/mnt/scratch/ljcohen/mmetsp/Chaetoceros_affinis/SRR1294445/trinity/trinity_out/Chaetoceros_affinis_SRR1294445.Trinity.fixed.fa",28753,201,4099,16978158,590.48301,0,4487,0,10441,78.92881,271,499,796,1159,1765,0.42183,0.01491,0.01194,1.72507,0,0,0.12044,4861869,4349887,0.89469,3851742,0.79223,498145,4148,792003,0.04665,8371,0.29113,1297,0.04511,21271,0.73978,5265,0.18311,0.3547,0.4325,0.18144,22063,22063,0.76733,1.1405,17132,0.8856,8838,0.45686,8331,0.43065,7504,0.3879,7039,0.36387,6464,0.33414,0.4495,"MMETSP0088","Chaetoceros_affinis_SRR1294445",112,104,213,429,0.261072261,4868240,4861869,99.87,11609119
"68","SRR1294446","MMETSP0088","7/22/15","12/30/15",2770217,277021700,2770217,100,122,NA,"http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1294446","SRX549060",NA,"RNA-Seq","RANDOM PCR","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina Genome Analyzer IIx","SRP042159","PRJNA248394",NA,248394,"SRS616882","SAMN02740401","simple",426623,"Chaetoceros affinis",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"NCGR","SRA166613",NA,"public","CC28E828F62D1F4CA9B77777922DFB97","9EB64687527784AA4AFE357FCBB5CD01","SonyaDyhrman","Stramenopila(SAR,Chromalveolata)","Bacillariophyta","Coscinodiscophyceae","Chaetocerotales","Chaetocerotaceae","Chaetoceros","affinis","CCMP159","/mnt/scratch/ljcohen/mmetsp/Chaetoceros_affinis/SRR1294446/trinity/trinity_out/Chaetoceros_affinis_SRR1294446.Trinity.fixed.fa",7135,201,3297,3313815,464.44499,0,461,0,1863,82.79548,243,367,548,800,1208,0.43318,0.02882,0.01368,1.70766,0,0,0.09891,2769321,2117163,0.76451,1788048,0.64566,329115,2160,34002,0.01026,959,0.13441,68,0.00953,3788,0.5309,363,0.05088,0.25414,0.3426,0.3246,6427,6427,0.90077,0.33223,5104,0.26384,2217,0.1146,1043,0.05392,543,0.02807,425,0.02197,227,0.01173,0.12353,"MMETSP0088","Chaetoceros_affinis_SRR1294446",42,38,349,429,0.097902098,2770217,2769321,99.97,3139162
"69","SRR1294447","MMETSP0088","7/22/15","12/30/15",2795278,279527800,2795278,100,124,NA,"http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1294447","SRX549061",NA,"RNA-Seq","RANDOM PCR","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina Genome Analyzer IIx","SRP042159","PRJNA248394",NA,248394,"SRS616882","SAMN02740401","simple",426623,"Chaetoceros affinis",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"NCGR","SRA166613",NA,"public","C98AF46B0C789F6A9C9D0DA50A0118F3","8A6B780A201E5465A8C0BD3287C3AC6B","SonyaDyhrman","Stramenopila(SAR,Chromalveolata)","Bacillariophyta","Coscinodiscophyceae","Chaetocerotales","Chaetocerotaceae","Chaetoceros","affinis","CCMP159","/mnt/scratch/ljcohen/mmetsp/Chaetoceros_affinis/SRR1294447/trinity/trinity_out/Chaetoceros_affinis_SRR1294447.Trinity.fixed.fa",7206,201,3285,3349541,464.82667,0,448,0,1865,82.94157,246,366,544,794,1204,0.43302,0.02891,0.01518,1.70862,0,0,0.099,2794290,2123192,0.75983,1789770,0.64051,333422,2176,29540,0.00882,1001,0.13891,59,0.00819,3775,0.52387,382,0.05301,0.25197,0.33803,0.39939,6504,6504,0.90258,0.33621,5149,0.26617,2201,0.11378,1011,0.05226,509,0.02631,395,0.02042,214,0.01106,0.12133,"MMETSP0088","Chaetoceros_affinis_SRR1294447",40,40,349,429,0.093240093,2795278,2794290,99.96,3258187
"70","SRR1294448","MMETSP0088","7/22/15","12/30/15",2755709,275570900,2755709,100,126,NA,"http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1294448","SRX549062",NA,"RNA-Seq","RANDOM PCR","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina Genome Analyzer IIx","SRP042159","PRJNA248394",NA,248394,"SRS616882","SAMN02740401","simple",426623,"Chaetoceros affinis",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"NCGR","SRA166613",NA,"public","027953EBCCFDF6783E67511962CE7E61","64942D7DEABD811E03CEA3BBFF3B8A05","SonyaDyhrman","Stramenopila(SAR,Chromalveolata)","Bacillariophyta","Coscinodiscophyceae","Chaetocerotales","Chaetocerotaceae","Chaetoceros","affinis","CCMP159","/mnt/scratch/ljcohen/mmetsp/Chaetoceros_affinis/SRR1294448/trinity/trinity_out/Chaetoceros_affinis_SRR1294448.Trinity.fixed.fa",7179,201,3251,3322093,462.7515,0,475,0,1852,82.80753,243,366,544,799,1195,0.43323,0.02462,0.00924,1.70703,0,0,0.09849,2754768,2110169,0.76601,1772381,0.64339,337788,2128,27754,0.00835,988,0.13762,56,0.0078,3825,0.5328,368,0.05126,0.25013,0.32606,0.48366,6464,6464,0.9004,0.33414,5130,0.26518,2181,0.11274,1020,0.05273,527,0.02724,386,0.01995,217,0.01122,0.12085,"MMETSP0088","Chaetoceros_affinis_SRR1294448",42,39,348,429,0.097902098,2755709,2754768,99.97,3661850
"71","SRR1294449","MMETSP0092","7/22/15","12/30/15",3403412,680682400,3403412,200,411,NA,"http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1294449","SRX549063",NA,"RNA-Seq","RANDOM PCR","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2000","SRP042159","PRJNA248394",NA,248394,"SRS616883","SAMN02740404","simple",426623,"Chaetoceros affinis",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"NCGR","SRA166613",NA,"public","03912329BD9E1D63A0A8C31C1477B61C","C94125744E83F8547E68F4BC8BB6DA58","SonyaDyhrman","Stramenopila(SAR,Chromalveolata)","Bacillariophyta","Coscinodiscophyceae","Chaetocerotales","Chaetocerotaceae","Chaetoceros","affinis","CCMP159","/mnt/scratch/ljcohen/mmetsp/Chaetoceros_affinis/SRR1294449/trinity/trinity_out/Chaetoceros_affinis_SRR1294449.Trinity.fixed.fa",27156,201,4224,16649033,613.08856,0,4626,0,10249,77.4292,279,537,839,1181,1763,0.41896,0.01686,0.01264,1.72428,0,0,0.12448,3397289,3117430,0.91762,2867590,0.84408,249840,3403,820535,0.04928,8383,0.3087,1443,0.05314,21390,0.78767,4689,0.17267,0.38515,0.47354,0.13715,21530,21530,0.79283,1.14272,16405,0.87071,8527,0.45258,7937,0.42126,6999,0.37148,6515,0.34579,5822,0.30901,0.44551,"MMETSP0092","Chaetoceros_affinis_SRR1294449",112,96,221,429,0.261072261,3403412,3397289,99.82,12787776
"72","SRR1294450","MMETSP0092","7/22/15","12/30/15",2772859,277285900,2772859,100,129,NA,"http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1294450","SRX549064",NA,"RNA-Seq","RANDOM PCR","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina Genome Analyzer IIx","SRP042159","PRJNA248394",NA,248394,"SRS616883","SAMN02740404","simple",426623,"Chaetoceros affinis",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"NCGR","SRA166613",NA,"public","18C57D0759B855EE9C4D6A848CBF679F","39AAD7341C9616DA50ACB7627560ACD3","SonyaDyhrman","Stramenopila(SAR,Chromalveolata)","Bacillariophyta","Coscinodiscophyceae","Chaetocerotales","Chaetocerotaceae","Chaetoceros","affinis","CCMP159","/mnt/scratch/ljcohen/mmetsp/Chaetoceros_affinis/SRR1294450/trinity/trinity_out/Chaetoceros_affinis_SRR1294450.Trinity.fixed.fa",8404,201,3223,3958258,470.99691,0,508,0,2238,81.01465,249,377,568,784,1158,0.42708,0.0272,0.01473,1.71463,0,0,0.10021,2770170,2174745,0.78506,1806679,0.65219,368066,2542,40375,0.0102,1237,0.14719,80,0.00952,4583,0.54534,508,0.06045,0.25191,0.32572,0.33774,7634,7634,0.90838,0.40518,6031,0.3201,2630,0.13959,1191,0.06321,547,0.02903,377,0.02001,203,0.01077,0.14118,"MMETSP0092","Chaetoceros_affinis_SRR1294450",38,47,344,429,0.088578089,2772859,2770170,99.9,4021354
"73","SRR1294451","MMETSP0092","7/22/15","12/30/15",2743072,274307200,2743072,100,124,NA,"http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1294451","SRX549065",NA,"RNA-Seq","RANDOM PCR","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina Genome Analyzer IIx","SRP042159","PRJNA248394",NA,248394,"SRS616883","SAMN02740404","simple",426623,"Chaetoceros affinis",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"NCGR","SRA166613",NA,"public","65A836F22D77BFF21EF257CDBDF13B42","76E9EB15C62375257CEE633D0F51795F","SonyaDyhrman","Stramenopila(SAR,Chromalveolata)","Bacillariophyta","Coscinodiscophyceae","Chaetocerotales","Chaetocerotaceae","Chaetoceros","affinis","CCMP159","/mnt/scratch/ljcohen/mmetsp/Chaetoceros_affinis/SRR1294451/trinity/trinity_out/Chaetoceros_affinis_SRR1294451.Trinity.fixed.fa",8417,201,3446,3953708,469.72888,0,500,0,2218,80.65201,249,376,565,786,1170,0.42701,0.03221,0.01647,1.7151,0,0,0.09997,2740417,2137024,0.77982,1787094,0.65212,349930,2471,48141,0.01218,1259,0.14958,82,0.00974,4620,0.54889,522,0.06202,0.25493,0.32538,0.30609,7614,7614,0.9046,0.40412,6006,0.31877,2621,0.13911,1151,0.06109,515,0.02733,381,0.02022,214,0.01136,0.13793,"MMETSP0092","Chaetoceros_affinis_SRR1294451",47,42,340,429,0.10955711,2743072,2740417,99.9,3953431
"74","SRR1294452","MMETSP0092","7/22/15","12/9/15",2786545,278654500,2786545,100,124,NA,"http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1294452","SRX549066",NA,"RNA-Seq","RANDOM PCR","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina Genome Analyzer IIx","SRP042159","PRJNA248394",NA,248394,"SRS616883","SAMN02740404","simple",426623,"Chaetoceros affinis",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"NCGR","SRA166613",NA,"public","4D8566D85830C496A5A477F89C41519C","FE6D35BDC3571D1322B4EA89B90304A2","SonyaDyhrman","Stramenopila(SAR,Chromalveolata)","Bacillariophyta","Coscinodiscophyceae","Chaetocerotales","Chaetocerotaceae","Chaetoceros","affinis","CCMP159","/mnt/scratch/ljcohen/mmetsp/Chaetoceros_affinis/SRR1294452/trinity/trinity_out/Chaetoceros_affinis_SRR1294452.Trinity.fixed.fa",8481,201,3274,3992102,470.71124,0,515,0,2248,80.6388,248,378,565,789,1164,0.42705,0.02591,0.01563,1.7159,0,0,0.10021,2784143,2177446,0.78209,1825647,0.65573,351799,2530,50129,0.01256,1213,0.14303,91,0.01073,4572,0.53909,459,0.05412,0.26018,0.32023,0.36106,7671,7671,0.90449,0.40714,6099,0.32371,2687,0.14261,1199,0.06364,541,0.02871,389,0.02065,208,0.01104,0.1419,"MMETSP0092","Chaetoceros_affinis_SRR1294452",43,41,345,429,0.1002331,2786545,2784143,99.91,4128423
"75","SRR1294453","MMETSP0092","7/22/15","12/9/15",2845946,284594600,2845946,100,126,NA,"http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1294453","SRX549067",NA,"RNA-Seq","RANDOM PCR","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina Genome Analyzer IIx","SRP042159","PRJNA248394",NA,248394,"SRS616883","SAMN02740404","simple",426623,"Chaetoceros affinis",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"NCGR","SRA166613",NA,"public","F9DFADE899DD5D93F4F2FCB0CB9ADEF6","550B97CCE4FA0BB9152E2FD98E3697C9","SonyaDyhrman","Stramenopila(SAR,Chromalveolata)","Bacillariophyta","Coscinodiscophyceae","Chaetocerotales","Chaetocerotaceae","Chaetoceros","affinis","CCMP159","/mnt/scratch/ljcohen/mmetsp/Chaetoceros_affinis/SRR1294453/trinity/trinity_out/Chaetoceros_affinis_SRR1294453.Trinity.fixed.fa",8618,201,3294,4068956,472.14621,0,530,0,2311,80.65361,249,380,566,783,1173,0.42703,0.02687,0.0157,1.71516,0,0,0.10045,2843499,2235651,0.78623,1877333,0.66022,358318,2610,46944,0.01154,1308,0.15178,84,0.00975,4619,0.53597,497,0.05767,0.26359,0.319,0.22297,7779,7779,0.90265,0.41288,6111,0.32435,2718,0.14426,1208,0.06412,509,0.02702,376,0.01996,215,0.01141,0.14228,"MMETSP0092","Chaetoceros_affinis_SRR1294453",41,53,335,429,0.095571096,2845946,2843499,99.91,3702117
"76","SRR1294454","MMETSP0717","7/22/15","12/9/15",7294376,1458875200,7294376,200,882,NA,"http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1294454","SRX549068",NA,"RNA-Seq","RANDOM PCR","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2000","SRP042159","PRJNA248394",NA,248394,"SRS616884","SAMN02740489","simple",230516,"Chaetoceros curvisetus",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"NCGR","SRA166613",NA,"public","84BA5BC3481B41565C95F9037861B694","A39FA7D0581F5C2A63456FF231AE2E87","SarahSmith","Stramenopila(SAR,Chromalveolata)","Bacillariophyta","Coscinodiscophyceae","Chaetocerotales","Chaetocerotaceae","Chaetoceros","curvisetus","","/mnt/scratch/ljcohen/mmetsp/Chaetoceros_curvisetus/SRR1294454/trinity/trinity_out/Chaetoceros_curvisetus_SRR1294454.Trinity.fixed.fa",31622,201,6324,23325198,737.62564,0,8078,0,14292,74.95171,326,702,1042,1426,2111,0.42734,0.01426,0.00984,1.69344,0,0,0.14659,7283942,6885670,0.94532,6407753,0.87971,477917,6288,1229803,0.05272,10809,0.34182,1613,0.05101,18320,0.57934,8439,0.26687,0.33364,0.40608,0.03024,25187,25187,0.7965,1.26887,17485,0.88086,9271,0.46705,8544,0.43043,7532,0.37945,7061,0.35572,6454,0.32514,0.45347,"MMETSP0717","Chaetoceros_curvisetus_SRR1294454",172,107,150,429,0.400932401,7294376,7283942,99.86,14139666
"77","SRR1294455","MMETSP0717","7/22/15","12/9/15",3374640,337464000,3374640,100,147,NA,"http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1294455","SRX549069",NA,"RNA-Seq","RANDOM PCR","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina Genome Analyzer IIx","SRP042159","PRJNA248394",NA,248394,"SRS616884","SAMN02740489","simple",230516,"Chaetoceros curvisetus",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"NCGR","SRA166613",NA,"public","CEFCC3954D27ECA1D48183FC6DF87B8A","28F4B925498E99251201B691EFA208AC","SarahSmith","Stramenopila(SAR,Chromalveolata)","Bacillariophyta","Coscinodiscophyceae","Chaetocerotales","Chaetocerotaceae","Chaetoceros","curvisetus","","/mnt/scratch/ljcohen/mmetsp/Chaetoceros_curvisetus/SRR1294455/trinity/trinity_out/Chaetoceros_curvisetus_SRR1294455.Trinity.fixed.fa",13027,201,4914,6847068,525.6059,0,1027,0,4519,80.45879,277,452,635,841,1205,0.42808,0.02945,0.0182,1.6829,0,0,0.11124,3373505,2886230,0.85556,2461027,0.72952,425203,3689,69115,0.01009,2124,0.16305,103,0.00791,6530,0.50127,1153,0.08851,0.30868,0.33949,0.2129,11749,11749,0.9019,0.59189,9271,0.46705,4311,0.21718,2013,0.10141,577,0.02907,356,0.01793,155,0.00781,0.18657,"MMETSP0717","Chaetoceros_curvisetus_SRR1294455",51,96,282,429,0.118881119,3374640,3373505,99.97,5787814
