,Complete,Fragmented,Missing,Total,Complete_BUSCO_perc
MMETSP0983,244,32,27,303,0.8052805280528053
MMETSP0090,233,31,39,303,0.768976897689769
MMETSP0117,222,51,30,303,0.7326732673267327
MMETSP0114,166,44,93,303,0.5478547854785478
MMETSP0093,215,37,51,303,0.7095709570957096
MMETSP0932,11,27,265,303,0.036303630363036306
MMETSP0807,280,7,16,303,0.9240924092409241
MMETSP1101,186,64,53,303,0.6138613861386139
MMETSP1086,163,63,77,303,0.5379537953795379
MMETSP0316,95,46,162,303,0.31353135313531355
MMETSP0705,90,99,114,303,0.297029702970297
MMETSP0959,255,19,29,303,0.8415841584158416
MMETSP1034,227,29,47,303,0.7491749174917491
MMETSP0223,0,1,302,303,0.0
MMETSP1424,175,42,86,303,0.5775577557755776
MMETSP1037,189,53,61,303,0.6237623762376238
MMETSP1085,269,20,14,303,0.8877887788778878
MMETSP0315,171,101,31,303,0.5643564356435643
MMETSP0706,113,93,97,303,0.37293729372937295
MMETSP1102,198,69,36,303,0.6534653465346535
MMETSP0292,161,96,46,303,0.5313531353135313
MMETSP0313,153,95,55,303,0.504950495049505
MMETSP1083,158,61,84,303,0.5214521452145214
MMETSP0294,200,74,29,303,0.6600660066006601
MMETSP1104,224,53,26,303,0.7392739273927392
MMETSP1422,219,46,38,303,0.7227722772277227
MMETSP1421,204,62,37,303,0.6732673267326733
MMETSP1032,224,35,44,303,0.7392739273927392
MMETSP0225,1,0,302,303,0.0033003300330033004
MMETSP1107,183,71,49,303,0.6039603960396039
MMETSP1080,244,28,31,303,0.8052805280528053
MMETSP1362,230,43,30,303,0.759075907590759
MMETSP0229,0,1,302,303,0.0
MMETSP0040,199,54,50,303,0.6567656765676567
MMETSP0043,216,51,36,303,0.7128712871287128
MMETSP0176,190,76,37,303,0.6270627062706271
MMETSP0950,226,50,27,303,0.7458745874587459
MMETSP1361,225,43,35,303,0.7425742574257426
MMETSP0563,202,64,37,303,0.6666666666666666
MMETSP1428,196,71,36,303,0.6468646864686468
MMETSP0956,197,53,53,303,0.6501650165016502
MMETSP1367,232,31,40,303,0.7656765676567657
MMETSP1089,278,17,8,303,0.9174917491749175
MMETSP0319,222,49,32,303,0.7326732673267327
MMETSP0045,107,54,142,303,0.35313531353135313
MMETSP0046,265,19,19,303,0.8745874587458746
MMETSP0955,191,64,48,303,0.6303630363036303
MMETSP1364,205,58,40,303,0.6765676567656765
MMETSP1038,206,43,54,303,0.6798679867986799
MMETSP0173,218,58,27,303,0.7194719471947195
MMETSP0790,202,49,52,303,0.6666666666666666
MMETSP1400,253,27,23,303,0.834983498349835
MMETSP1013,177,64,62,303,0.5841584158415841
MMETSP0158,261,17,25,303,0.8613861386138614
MMETSP1126,239,45,19,303,0.7887788778877888
MMETSP1125,204,39,60,303,0.6732673267326733
MMETSP1403,260,19,24,303,0.858085808580858
MMETSP1010,151,75,77,303,0.49834983498349833
MMETSP0380,38,59,206,303,0.1254125412541254
MMETSP0201,206,42,55,303,0.6798679867986799
MMETSP1405,206,58,39,303,0.6798679867986799
MMETSP0795,50,23,230,303,0.16501650165016502
MMETSP1016,202,47,54,303,0.6666666666666666
MMETSP0727,196,48,59,303,0.6468646864686468
MMETSP1123,156,58,89,303,0.5148514851485149
MMETSP0724,231,30,42,303,0.7623762376237624
MMETSP1349,159,76,68,303,0.5247524752475248
MMETSP1406,197,58,48,303,0.6501650165016502
MMETSP0796,221,31,51,303,0.7293729372937293
MMETSP1015,191,49,63,303,0.6303630363036303
MMETSP0202,190,49,64,303,0.6270627062706271
MMETSP1345,255,15,33,303,0.8415841584158416
MMETSP0974,232,35,36,303,0.7656765676567657
MMETSP1019,40,59,204,303,0.132013201320132
MMETSP0152,187,64,52,303,0.6171617161716172
MMETSP0151,209,56,38,303,0.6897689768976898
MMETSP1346,193,71,39,303,0.636963696369637
MMETSP0977,233,31,39,303,0.768976897689769
MMETSP1409,215,54,34,303,0.7095709570957096
MMETSP0799,226,54,23,303,0.7458745874587459
MMETSP0471,197,30,76,303,0.6501650165016502
MMETSP1129,153,40,110,303,0.504950495049505
MMETSP0971,211,53,39,303,0.6963696369636964
MMETSP0972,209,52,42,303,0.6897689768976898
MMETSP0154,209,59,35,303,0.6897689768976898
MMETSP0208,201,24,78,303,0.6633663366336634
MMETSP0472,238,48,17,303,0.7854785478547854
MMETSP0745,171,68,64,303,0.5643564356435643
MMETSP0419,228,51,24,303,0.7524752475247525
MMETSP1141,229,40,34,303,0.7557755775577558
MMETSP1074,204,44,55,303,0.6732673267326733
MMETSP1467,205,46,52,303,0.6765676567656765
MMETSP1328,192,51,60,303,0.6336633663366337
MMETSP1464,189,59,55,303,0.6237623762376238
MMETSP1142,227,43,33,303,0.7491749174917491
MMETSP0746,166,77,60,303,0.5478547854785478
MMETSP0009,141,91,71,303,0.46534653465346537
MMETSP1399,239,22,42,303,0.7887788778877888
MMETSP1144,227,43,33,303,0.7491749174917491
MMETSP0740,59,87,157,303,0.19471947194719472
MMETSP1071,222,45,36,303,0.7326732673267327
MMETSP1462,194,44,65,303,0.6402640264026402
MMETSP0139,246,24,33,303,0.8118811881188119
MMETSP0898,209,53,41,303,0.6897689768976898
MMETSP1147,4,3,296,303,0.013201320132013201
MMETSP0269,201,39,63,303,0.6633663366336634
MMETSP0894,122,91,90,303,0.40264026402640263
MMETSP0135,35,64,204,303,0.11551155115511551
MMETSP0913,86,93,124,303,0.2838283828382838
MMETSP1322,173,68,62,303,0.570957095709571
MMETSP1390,267,10,26,303,0.8811881188118812
MMETSP0413,260,33,10,303,0.858085808580858
MMETSP1148,0,0,303,303,0.0
MMETSP1393,170,62,71,303,0.5610561056105611
MMETSP0410,113,104,86,303,0.37293729372937295
MMETSP0910,171,87,45,303,0.5643564356435643
MMETSP1321,182,54,67,303,0.6006600660066007
MMETSP0897,79,80,144,303,0.2607260726072607
MMETSP1468,183,67,53,303,0.6039603960396039
MMETSP0916,186,76,41,303,0.6138613861386139
MMETSP1327,231,33,39,303,0.7623762376237624
MMETSP0891,244,12,47,303,0.8052805280528053
MMETSP0005,204,47,52,303,0.6732673267326733
MMETSP1395,211,38,54,303,0.6963696369636964
MMETSP0359,245,16,42,303,0.8085808580858086
MMETSP0416,159,102,42,303,0.5247524752475248
MMETSP0006,169,78,56,303,0.5577557755775577
MMETSP1396,192,56,55,303,0.6336633663366337
MMETSP0415,106,119,78,303,0.34983498349834985
MMETSP0820,244,40,19,303,0.8052805280528053
MMETSP0892,178,59,66,303,0.5874587458745875
MMETSP0133,33,49,221,303,0.10891089108910891
MMETSP0915,190,63,50,303,0.6270627062706271
MMETSP1324,140,68,95,303,0.46204620462046203
MMETSP1159,203,55,45,303,0.66996699669967
MMETSP0127,213,52,38,303,0.7029702970297029
MMETSP0886,184,47,72,303,0.6072607260726073
MMETSP1330,237,43,23,303,0.7821782178217822
MMETSP0901,211,52,40,303,0.6963696369636964
MMETSP1333,222,44,37,303,0.7326732673267327
MMETSP0902,227,35,41,303,0.7491749174917491
MMETSP0885,190,67,46,303,0.6270627062706271
MMETSP0196,16,11,276,303,0.052805280528052806
MMETSP0011,280,11,12,303,0.9240924092409241
MMETSP1381,118,46,139,303,0.38943894389438943
MMETSP0190,137,69,97,303,0.4521452145214521
MMETSP0404,230,39,34,303,0.759075907590759
MMETSP0758,235,20,48,303,0.7755775577557755
MMETSP1387,263,17,23,303,0.8679867986798679
MMETSP0017,263,11,29,303,0.8679867986798679
MMETSP1335,149,67,87,303,0.49174917491749176
MMETSP0904,214,53,36,303,0.7062706270627063
MMETSP0883,172,84,47,303,0.5676567656765676
MMETSP0121,96,77,130,303,0.31683168316831684
MMETSP0880,218,51,34,303,0.7194719471947195
MMETSP1336,212,52,39,303,0.6996699669966997
MMETSP0907,232,40,31,303,0.7656765676567657
MMETSP1384,179,76,48,303,0.5907590759075908
MMETSP0014,251,20,32,303,0.8283828382838284
MMETSP0580,231,37,35,303,0.7623762376237624
MMETSP0271,205,39,59,303,0.6765676567656765
MMETSP1475,272,14,17,303,0.8976897689768977
MMETSP1066,195,71,37,303,0.6435643564356436
MMETSP1388,225,50,28,303,0.7425742574257426
MMETSP0018,118,63,122,303,0.38943894389438943
MMETSP1153,223,50,30,303,0.735973597359736
MMETSP1150,213,63,27,303,0.7029702970297029
MMETSP0347,79,32,192,303,0.2607260726072607
MMETSP0754,232,37,34,303,0.7656765676567657
MMETSP0908,229,42,32,303,0.7557755775577558
MMETSP1339,147,81,75,303,0.48514851485148514
MMETSP1065,196,60,47,303,0.6468646864686468
MMETSP0661,221,40,42,303,0.7293729372937293
MMETSP0272,204,35,64,303,0.6732673267326733
MMETSP1470,245,47,11,303,0.8085808580858086
MMETSP1063,239,32,32,303,0.7887788778877888
MMETSP0889,183,44,76,303,0.6039603960396039
MMETSP1156,214,62,27,303,0.7062706270627063
MMETSP0752,231,38,34,303,0.7623762376237624
MMETSP0751,230,37,36,303,0.759075907590759
MMETSP1155,222,51,30,303,0.7326732673267327
MMETSP0199,234,43,26,303,0.7722772277227723
MMETSP1473,236,41,26,303,0.7788778877887789
MMETSP1060,233,38,32,303,0.768976897689769
MMETSP1357,209,69,25,303,0.6897689768976898
MMETSP1418,228,43,32,303,0.7524752475247525
MMETSP0140,237,31,35,303,0.7821782178217822
MMETSP0853,184,59,60,303,0.6072607260726073
MMETSP0329,16,7,280,303,0.052805280528052806
MMETSP0739,177,80,46,303,0.5841584158415841
MMETSP0850,174,65,64,303,0.5742574257425742
MMETSP0143,204,63,36,303,0.6732673267326733
MMETSP1008,153,88,62,303,0.504950495049505
MMETSP0398,29,28,246,303,0.09570957095709572
MMETSP0965,204,61,38,303,0.6732673267326733
MMETSP1354,130,89,84,303,0.429042904290429
MMETSP0145,145,76,82,303,0.47854785478547857
MMETSP0963,142,80,81,303,0.46864686468646866
MMETSP1352,149,53,101,303,0.49174917491749176
MMETSP0463,234,24,45,303,0.7722772277227723
MMETSP1138,202,47,54,303,0.6666666666666666
MMETSP0960,266,13,24,303,0.8778877887788779
MMETSP0146,153,79,71,303,0.504950495049505
MMETSP0323,89,53,161,303,0.29372937293729373
MMETSP1001,187,57,59,303,0.6171617161716172
MMETSP1412,213,51,39,303,0.7029702970297029
MMETSP0216,201,68,34,303,0.6633663366336634
MMETSP0149,224,40,39,303,0.7392739273927392
MMETSP1002,93,102,108,303,0.3069306930693069
MMETSP1411,207,56,40,303,0.6831683168316832
MMETSP0733,236,35,32,303,0.7788778877887789
MMETSP0320,211,48,44,303,0.6963696369636964
MMETSP1137,141,73,89,303,0.46534653465346537
MMETSP0735,237,36,30,303,0.7821782178217822
MMETSP0469,238,30,35,303,0.7854785478547854
MMETSP0326,104,57,142,303,0.3432343234323432
MMETSP1131,59,52,192,303,0.19471947194719472
MMETSP0213,159,57,87,303,0.5247524752475248
MMETSP1358,192,52,59,303,0.6336633663366337
MMETSP1417,216,55,32,303,0.7128712871287128
MMETSP1007,116,80,107,303,0.38283828382838286
MMETSP0397,135,90,78,303,0.44554455445544555
MMETSP0784,251,20,32,303,0.8283828382838284
MMETSP1414,209,55,39,303,0.6897689768976898
MMETSP1180,201,58,44,303,0.6633663366336634
MMETSP0210,213,33,57,303,0.7029702970297029
MMETSP0603,184,55,64,303,0.6072607260726073
MMETSP1132,168,58,77,303,0.5544554455445545
MMETSP0736,234,38,31,303,0.7722772277227723
MMETSP0325,228,22,53,303,0.7524752475247525
MMETSP1432,201,63,39,303,0.6633663366336634
MMETSP0879,231,41,31,303,0.7623762376237624
MMETSP0697,221,52,30,303,0.7293729372937293
MMETSP1114,173,48,82,303,0.570957095709571
MMETSP0713,198,56,49,303,0.6534653465346535
MMETSP1090,187,67,49,303,0.6171617161716172
MMETSP1117,182,43,78,303,0.6006600660066007
MMETSP0287,203,53,47,303,0.66996699669967
MMETSP0235,147,83,73,303,0.48514851485148514
MMETSP0169,19,69,215,303,0.0627062706270627
MMETSP0233,247,43,13,303,0.8151815181518152
MMETSP0949,213,63,27,303,0.7029702970297029
MMETSP1437,165,72,66,303,0.5445544554455446
MMETSP0449,205,23,75,303,0.6765676567656765
MMETSP1096,181,69,53,303,0.5973597359735974
MMETSP0059,250,31,22,303,0.8250825082508251
MMETSP0716,0,0,303,303,0.0
MMETSP1095,159,76,68,303,0.5247524752475248
MMETSP1434,64,63,176,303,0.21122112211221122
MMETSP0055,186,47,70,303,0.6138613861386139
MMETSP0946,186,77,40,303,0.6138613861386139
MMETSP1377,142,94,67,303,0.46864686468646866
MMETSP1438,163,87,53,303,0.5379537953795379
MMETSP0573,209,40,54,303,0.6897689768976898
MMETSP0160,170,79,54,303,0.5610561056105611
MMETSP0945,207,64,32,303,0.6831683168316832
MMETSP1374,186,59,58,303,0.6138613861386139
MMETSP0056,202,48,53,303,0.6666666666666666
MMETSP0719,20,28,255,303,0.066006600660066
MMETSP0698,230,44,29,303,0.759075907590759
MMETSP0943,224,45,34,303,0.7392739273927392
MMETSP1371,200,57,46,303,0.6600660066006601
MMETSP0166,232,37,34,303,0.7656765676567657
MMETSP0288,231,33,39,303,0.7623762376237624
MMETSP0053,198,43,62,303,0.6534653465346535
MMETSP0038,223,56,24,303,0.735973597359736
MMETSP1173,218,35,50,303,0.7194719471947195
MMETSP1456,258,29,16,303,0.8514851485148515
MMETSP1319,203,57,43,303,0.66996699669967
MMETSP0252,0,0,303,303,0.0
MMETSP1170,65,50,188,303,0.2145214521452145
MMETSP0367,224,25,54,303,0.7392739273927392
MMETSP1176,185,59,59,303,0.6105610561056105
MMETSP0361,249,11,43,303,0.8217821782178217
MMETSP1450,201,81,21,303,0.6633663366336634
MMETSP1043,166,69,68,303,0.5478547854785478
MMETSP0108,226,56,21,303,0.7458745874587459
MMETSP1453,210,62,31,303,0.693069306930693
MMETSP1040,135,68,100,303,0.44554455445544555
MMETSP1175,107,78,118,303,0.35313531353135313
MMETSP0818,239,49,15,303,0.7887788778877888
MMETSP0648,198,47,58,303,0.6534653465346535
MMETSP0107,193,81,29,303,0.636963696369637
MMETSP1310,253,38,12,303,0.834983498349835
MMETSP0493,156,93,54,303,0.5148514851485149
MMETSP0993,195,72,36,303,0.6435643564356436
MMETSP0814,168,42,93,303,0.5544554455445545
MMETSP0817,247,45,11,303,0.8151815181518152
MMETSP0990,161,88,54,303,0.5313531353135313
MMETSP0031,193,48,62,303,0.636963696369637
MMETSP0922,59,120,124,303,0.19471947194719472
MMETSP0104,201,51,51,303,0.6633663366336634
MMETSP0258,217,29,57,303,0.7161716171617162
MMETSP1315,210,55,38,303,0.693069306930693
MMETSP0924,40,127,136,303,0.132013201320132
MMETSP1049,150,92,61,303,0.49504950495049505
MMETSP0102,124,53,126,303,0.40924092409240925
MMETSP0811,177,68,58,303,0.5841584158415841
MMETSP0996,157,74,72,303,0.5181518151815182
MMETSP0368,226,25,52,303,0.7458745874587459
MMETSP0995,166,73,64,303,0.5478547854785478
MMETSP0034,265,33,5,303,0.8745874587458746
MMETSP0812,180,61,62,303,0.594059405940594
MMETSP0101,200,52,51,303,0.6600660066006601
MMETSP1459,183,67,53,303,0.6039603960396039
MMETSP0086,109,69,125,303,0.35973597359735976
MMETSP1316,183,75,45,303,0.6039603960396039
MMETSP0020,167,65,71,303,0.5511551155115512
MMETSP0806,243,27,33,303,0.801980198019802
MMETSP0115,123,61,119,303,0.40594059405940597
MMETSP0933,246,13,44,303,0.8118811881188119
MMETSP0092,43,43,217,303,0.1419141914191419
MMETSP0930,152,49,102,303,0.5016501650165016
MMETSP0091,153,88,62,303,0.504950495049505
MMETSP0116,212,46,45,303,0.6996699669966997
MMETSP0982,258,22,23,303,0.8514851485148515
MMETSP0803,229,54,20,303,0.7557755775577558
MMETSP0984,251,29,23,303,0.8283828382838284
MMETSP0436,174,49,80,303,0.5742574257425742
MMETSP0484,234,42,27,303,0.7722772277227723
MMETSP0936,235,17,51,303,0.7755775577557755
MMETSP0097,222,33,48,303,0.7326732673267327
MMETSP0503,200,43,60,303,0.6600660066006601
MMETSP0110,254,18,31,303,0.8382838283828383
MMETSP0113,156,70,77,303,0.5148514851485149
MMETSP1058,258,16,29,303,0.8514851485148515
MMETSP0987,247,39,17,303,0.8151815181518152
MMETSP0800,142,88,73,303,0.46864686468646866
MMETSP1054,244,26,33,303,0.8052805280528053
MMETSP1447,170,81,52,303,0.5610561056105611
MMETSP0098,282,9,12,303,0.9306930693069307
MMETSP0939,238,17,48,303,0.7854785478547854
MMETSP0439,11,10,282,303,0.036303630363036306
MMETSP1161,225,57,21,303,0.7425742574257426
MMETSP1162,153,67,83,303,0.504950495049505
MMETSP0766,175,62,66,303,0.5775577557755776
MMETSP0988,235,45,23,303,0.7755775577557755
MMETSP0029,207,44,52,303,0.6831683168316832
MMETSP1057,229,38,36,303,0.7557755775577558
MMETSP1444,175,56,72,303,0.5775577557755776
MMETSP1442,119,71,113,303,0.3927392739273927
MMETSP0809,147,62,94,303,0.48514851485148514
MMETSP1164,178,62,63,303,0.5874587458745875
MMETSP0370,216,33,54,303,0.7128712871287128
MMETSP1167,204,68,31,303,0.6732673267326733
MMETSP0119,175,73,55,303,0.5775577557755776
MMETSP1052,240,29,34,303,0.7920792079207921
MMETSP1441,187,45,71,303,0.6171617161716172
MMETSP1365,204,67,32,303,0.6732673267326733
MMETSP0954,248,30,25,303,0.8184818481848185
MMETSP1039,165,58,80,303,0.5445544554455446
MMETSP0047,243,43,17,303,0.801980198019802
MMETSP0708,99,96,108,303,0.32673267326732675
MMETSP0318,122,55,126,303,0.40264026402640263
MMETSP0044,3,11,289,303,0.009900990099009901
MMETSP0171,190,67,46,303,0.6270627062706271
MMETSP0562,190,72,41,303,0.6270627062706271
MMETSP1366,220,53,30,303,0.7260726072607261
MMETSP0957,169,67,67,303,0.5577557755775577
MMETSP1429,127,89,87,303,0.41914191419141916
MMETSP1360,152,93,58,303,0.5016501650165016
MMETSP0451,34,25,244,303,0.11221122112211221
MMETSP0042,242,24,37,303,0.7986798679867987
MMETSP0689,231,22,50,303,0.7623762376237624
MMETSP0452,0,1,302,303,0.0
MMETSP0041,234,32,37,303,0.7722772277227723
MMETSP1363,210,54,39,303,0.693069306930693
MMETSP0174,204,65,34,303,0.6732673267326733
MMETSP0228,204,46,53,303,0.6732673267326733
MMETSP0296,171,88,44,303,0.5643564356435643
MMETSP1106,235,42,26,303,0.7755775577557755
MMETSP1081,214,65,24,303,0.7062706270627063
MMETSP1420,210,58,35,303,0.693069306930693
MMETSP1033,226,31,46,303,0.7458745874587459
MMETSP0224,216,35,52,303,0.7128712871287128
MMETSP0227,196,53,54,303,0.6468646864686468
MMETSP1423,228,36,39,303,0.7524752475247525
MMETSP0312,259,26,18,303,0.8547854785478548
MMETSP1082,262,16,25,303,0.8646864686468647
MMETSP0295,152,102,49,303,0.5016501650165016
MMETSP1105,207,39,57,303,0.6831683168316832
MMETSP1084,251,24,28,303,0.8283828382838284
MMETSP0314,177,75,51,303,0.5841584158415841
MMETSP0707,228,41,34,303,0.7524752475247525
MMETSP1103,261,17,25,303,0.8613861386138614
MMETSP1425,176,42,85,303,0.5808580858085809
MMETSP1036,199,52,52,303,0.6567656765676567
MMETSP0958,231,41,31,303,0.7623762376237624
MMETSP1369,212,47,44,303,0.6996699669966997
MMETSP1426,220,33,50,303,0.7260726072607261
MMETSP1035,230,28,45,303,0.759075907590759
MMETSP1100,189,81,33,303,0.6237623762376238
MMETSP0290,202,52,49,303,0.6666666666666666
MMETSP0317,94,46,163,303,0.3102310231023102
MMETSP0973,192,62,49,303,0.6336633663366337
MMETSP0209,161,58,84,303,0.5313531353135313
MMETSP0156,257,23,23,303,0.8481848184818482
MMETSP0970,191,63,49,303,0.6303630363036303
MMETSP0470,200,33,70,303,0.6600660066006601
MMETSP0063,203,60,40,303,0.66996699669967
MMETSP1128,270,22,11,303,0.8910891089108911
MMETSP0150,236,34,33,303,0.7788778877887789
MMETSP1408,216,52,35,303,0.7128712871287128
MMETSP0798,173,64,66,303,0.570957095709571
MMETSP0976,230,36,37,303,0.759075907590759
MMETSP1347,127,92,84,303,0.41914191419141916
MMETSP0975,236,32,35,303,0.7788778877887789
MMETSP1344,201,62,40,303,0.6633663366336634
MMETSP1018,78,71,154,303,0.25742574257425743
MMETSP1407,200,66,37,303,0.6600660066006601
MMETSP0797,210,39,54,303,0.693069306930693
MMETSP1348,209,56,38,303,0.6897689768976898
MMETSP0384,229,54,20,303,0.7557755775577558
MMETSP0725,193,54,56,303,0.636963696369637
MMETSP0726,134,52,117,303,0.44224422442244227
MMETSP1122,212,30,61,303,0.6996699669966997
MMETSP0200,247,25,31,303,0.8151815181518152
MMETSP1404,242,32,29,303,0.7986798679867987
MMETSP0794,173,82,48,303,0.570957095709571
MMETSP1017,195,47,61,303,0.6435643564356436
MMETSP0206,114,69,120,303,0.37623762376237624
MMETSP1402,211,43,49,303,0.6963696369636964
MMETSP1124,155,64,84,303,0.5115511551155115
MMETSP1127,271,21,11,303,0.8943894389438944
MMETSP1401,254,22,27,303,0.8382838283828383
MMETSP1012,222,48,33,303,0.7326732673267327
MMETSP0382,237,22,44,303,0.7821782178217822
MMETSP0205,131,71,101,303,0.43234323432343236
MMETSP0132,37,47,219,303,0.12211221122112212
MMETSP0893,174,66,63,303,0.5742574257425742
MMETSP1325,24,29,250,303,0.07920792079207921
MMETSP0914,202,56,45,303,0.6666666666666666
MMETSP0007,92,63,148,303,0.30363036303630364
MMETSP1397,272,7,24,303,0.8976897689768977
MMETSP0414,115,106,82,303,0.3795379537953795
MMETSP0593,196,60,47,303,0.6468646864686468
MMETSP0004,211,48,44,303,0.6963696369636964
MMETSP1394,213,51,39,303,0.7029702970297029
MMETSP0417,258,18,27,303,0.8514851485148515
MMETSP1326,201,66,36,303,0.6633663366336634
MMETSP0917,182,74,47,303,0.6006600660066007
MMETSP1469,260,27,16,303,0.858085808580858
